agency,date,hectares,cause,lat,lon,response_type,altitude
BC,2023-05-29,0.0,H,49.793,-126.334,FUL,220.0
BC,2023-05-29,230.0,H,50.371,-126.044,FUL,694.0
BC,2023-05-30,0.0,H,49.898,-125.384,FUL,486.0
BC,2023-06-03,1.3,H,50.461,-125.358,FUL,20.0
BC,2023-06-08,0.5,H,50.11,-125.42,FUL,181.0
BC,2023-06-12,0.01,H,50.2509,-125.701,FUL,203.0
BC,2023-06-13,0.01,H,49.97,-125.571,FUL,291.0
BC,2023-06-14,0.0,H,49.995,-125.255,FUL,54.0
BC,2023-06-14,0.0,H,49.995,-125.254,FUL,54.0
BC,2023-06-15,0.0,H,50.203,-125.769,FUL,145.0
BC,2023-06-16,0.0,H,50.282,-125.734,FUL,628.0
BC,2023-06-20,0.0,H,49.865,-126.674,FUL,42.0
BC,2023-06-24,0.9,H,50.294,-125.936,FUL,132.0
BC,2023-06-25,0.5,H,49.965,-125.437,FUL,293.0
BC,2023-06-28,0.01,H,50.1867,-126.999,FUL,158.0
BC,2023-06-29,0.0,H,49.627,-125.094,FUL,196.0
BC,2023-07-01,0.0,H,49.831,-125.629,FUL,244.0
BC,2023-07-03,2.0,H,50.34,-125.889,FUL,241.0
BC,2023-07-08,0.0,H,50.07,-125.633,FUL,316.0
BC,2023-07-17,90.0,N,50.49,-125.384,MON,455.0
BC,2023-07-17,0.0,N,50.497,-125.319,FUL,820.0
BC,2023-07-17,0.1,N,50.332,-125.625,FUL,301.0
BC,2023-07-18,0.0,N,50.537,-125.272,FUL,1186.0
BC,2023-07-18,0.0,N,50.512,-125.29,FUL,608.0
BC,2023-07-18,0.1,N,50.061,-125.826,FUL,735.0
BC,2023-07-19,0.01,H,50.2242,-125.217,FUL,126.0
BC,2023-07-20,0.1,N,50.456,-125.383,FUL,334.0
BC,2023-07-20,121.9,N,49.609,-126.112,MON,1010.0
BC,2023-08-02,0.0,N,50.257,-125.895,FUL,644.0
BC,2023-08-06,0.0,N,49.734,-125.681,MON,1047.0
BC,2023-08-06,0.0,N,49.727,-125.672,MON,1451.0
BC,2023-08-06,0.0,N,49.734,-125.664,MON,1515.0
BC,2023-08-06,0.0,N,49.732,-125.687,MON,918.0
BC,2023-08-06,0.0,N,49.915,-126.028,MON,1114.0
BC,2023-08-06,0.0,N,49.702,-125.281,FUL,1033.0
BC,2023-08-07,0.01,N,49.8057,-125.471,FUL,1133.0
BC,2023-08-07,2320.0,N,49.764,-125.7,MON,1135.0
BC,2023-08-07,0.0,N,49.653,-125.572,FUL,1168.0
BC,2023-08-07,30.0,N,50.196,-126.258,MON,1225.0
BC,2023-08-10,0.0,H,49.763,-126.038,FUL,166.0
BC,2023-08-14,0.0,N,49.702,-125.279,FUL,1032.0
BC,2023-08-15,107.0,N,49.772,-125.667,MON,770.0
BC,2023-08-16,0.01,H,50.3484,-125.833,FUL,1170.0
BC,2023-08-17,425.0,H,49.592,-126.277,MON,576.0
BC,2023-08-17,1.9,H,50.175,-125.185,FUL,42.0
BC,2023-08-18,0.01,H,49.7097,-125.323,FUL,1393.0
BC,2023-08-19,0.01,H,49.9441,-125.369,FUL,245.0
BC,2023-08-19,0.0,H,49.878,-125.709,FUL,223.0
BC,2023-08-21,0.01,H,49.7547,-125.3,FUL,1445.0
BC,2023-08-26,0.01,H,49.68,-126.01,FUL,637.0
BC,2023-08-28,80.0,N,49.943,-125.766,MON,1191.0
BC,2023-08-28,18.3,N,49.871,-125.789,MON,735.0
BC,2023-08-28,0.3,N,49.853,-125.774,FUL,420.0
BC,2023-08-28,14.0,N,49.836,-125.757,MON,1471.0
BC,2023-08-28,0.5,N,49.815,-125.761,MON,1205.0
BC,2023-08-28,0.2,N,49.542,-125.626,MON,1380.0
BC,2023-08-28,0.1,N,50.352,-126.065,FUL,702.0
BC,2023-08-29,0.0,N,50.321,-125.947,FUL,131.0
BC,2023-08-29,0.0,N,50.246,-126.069,FUL,1189.0
BC,2023-08-29,0.0,N,50.404,-126.026,FUL,1004.0
BC,2023-08-29,0.0,N,50.391,-126.036,FUL,1082.0
BC,2023-08-29,0.0,N,50.552,-126.115,MON,546.0
BC,2023-08-29,0.0,N,50.593,-126.051,FUL,60.0
BC,2023-08-29,53.2,N,50.598,-126.042,MON,302.0
BC,2023-08-29,1.2,N,50.612,-126.113,MON,301.0
BC,2023-08-29,0.0,N,50.618,-126.097,FUL,579.0
BC,2023-08-29,0.0,N,50.059,-125.647,FUL,292.0
BC,2023-08-29,0.3,N,50.085,-125.886,FUL,990.0
BC,2023-08-30,0.0,N,50.016,-125.932,FUL,604.0
BC,2023-08-30,0.8,N,49.716,-125.92,FUL,1387.0
BC,2023-08-30,167.4,N,50.143,-126.137,MOD,1159.0
BC,2023-08-30,8.2,N,49.939,-125.745,MON,564.0
BC,2023-09-01,0.0,N,49.563,-125.613,FUL,854.0
BC,2023-09-01,7.0,N,49.552,-125.648,MON,1202.0
BC,2023-09-02,0.5,N,49.617,-125.607,MON,1393.0
BC,2023-09-02,1217.1,N,49.508,-125.573,MON,1131.0
BC,2023-09-02,0.5,N,50.174,-126.072,FUL,708.0
BC,2023-09-03,0.1,N,49.546,-125.653,FUL,1221.0
BC,2023-09-03,0.0,N,50.636,-126.079,MON,889.0
BC,2023-09-06,0.0,N,49.933,-126.011,FUL,1141.0
BC,2023-09-11,0.0,N,50.176,-125.19,FUL,13.0
BC,2023-09-11,0.0,H,49.715,-126.571,FUL,200.0
BC,2023-09-11,0.01,H,49.616,-125.996,FUL,753.0
BC,2023-09-13,0.0,N,49.733,-125.803,MON,1374.0
BC,2023-09-25,0.01,N,50.6481,-126.924,FUL,56.0
BC,2023-11-02,50.0,H,50.423,-126.416,MON,655.0
BC,2023-05-28,0.0,H,50.558,-127.039,FUL,106.0
BC,2023-06-07,0.01,H,50.5233,-128.029,FUL,35.0
BC,2023-06-12,0.01,H,50.659,-128.036,FUL,24.0
BC,2023-06-14,7.9,H,50.289,-126.927,FUL,46.0
BC,2023-06-17,0.01,H,50.4254,-127.523,FUL,133.0
BC,2023-06-26,3.4,H,50.71,-127.522,FUL,146.0
BC,2023-06-26,0.01,H,50.8788,-127.522,FUL,0.0
BC,2023-07-01,0.01,H,50.5028,-126.704,FUL,367.0
BC,2023-07-08,0.0,N,51.065,-126.535,FUL,101.0
BC,2023-07-08,0.0,N,51.258,-126.858,MOD,581.0
BC,2023-07-10,15.0,N,50.695,-126.445,MON,62.0
BC,2023-07-10,8.3,N,51.206,-127.358,MOD,300.0
BC,2023-07-20,3.0,N,51.2065,-127.355,FUL,270.0
BC,2023-07-23,1.1,N,51.136,-126.661,MON,127.0
BC,2023-08-18,0.01,H,50.337,-126.909,FUL,351.0
BC,2023-08-18,0.0,H,50.582,-127.13,MOD,35.0
BC,2023-08-28,0.1,N,50.836,-126.609,FUL,43.0
BC,2023-08-29,0.2,N,50.731,-126.475,FUL,263.0
BC,2023-08-29,0.0,N,50.688,-126.558,FUL,168.0
BC,2023-08-29,0.4,N,50.507,-126.686,MOD,367.0
BC,2023-08-29,0.01,N,50.6987,-126.037,FUL,539.0
BC,2023-08-29,0.0,N,50.544,-126.599,MON,117.0
BC,2023-08-29,0.0,N,50.864,-126.752,MON,72.0
BC,2023-08-29,0.0,N,50.821,-126.256,FUL,135.0
BC,2023-08-29,0.9,N,50.71,-126.189,MON,208.0
BC,2023-08-30,0.0,N,50.822,-126.712,FUL,230.0
BC,2023-08-30,0.1,N,50.752,-126.479,FUL,144.0
BC,2023-09-02,0.0,H,50.428,-126.79,FUL,925.0
BC,2023-09-02,0.0,H,50.422,-126.793,FUL,925.0
BC,2023-09-03,0.0,N,50.938,-126.816,FUL,93.0
BC,2023-09-03,0.0,N,50.939,-126.912,FUL,94.0
BC,2023-09-11,0.0,N,50.823,-126.712,FUL,201.0
BC,2023-09-16,433.0,N,51.735,-125.814,MON,1275.0
BC,2023-09-25,0.0,N,50.648,-126.924,MOD,60.0
BC,2023-06-02,0.0,H,52.388,-126.59,FUL,39.0
BC,2023-06-10,0.01,H,52.1636,-128.15,FUL,47.0
BC,2023-06-14,0.1,H,52.442,-126.335,FUL,106.0
BC,2023-07-07,100.0,N,52.827,-125.772,FUL,1153.0
BC,2023-07-08,0.0,N,52.838,-127.032,FUL,54.0
BC,2023-07-08,5.0,N,52.291,-127.072,MON,756.0
BC,2023-07-08,115.0,N,52.327,-126.082,MON,790.0
BC,2023-07-09,2337.6,N,52.819,-126.649,MOD,934.0
BC,2023-07-09,40580.0,N,53.043,-126.331,MON,1428.0
BC,2023-07-09,0.5,N,52.463,-125.979,FUL,1584.0
BC,2023-07-10,4616.4,N,52.284,-125.729,MON,1157.0
BC,2023-07-10,1708.0,N,52.062,-125.74,MON,1538.0
BC,2023-07-10,0.1,N,52.59,-125.735,FUL,1614.0
BC,2023-07-10,1.8,N,52.453,-126.0,FUL,1600.0
BC,2023-07-13,3555.0,N,52.702,-126.499,MON,1339.0
BC,2023-07-13,0.4,N,53.031,-127.09,MON,856.0
BC,2023-07-13,55.0,N,53.155,-127.074,MON,1250.0
BC,2023-07-15,3360.0,N,52.512,-125.906,MON,1319.0
BC,2023-07-21,0.0,N,52.395,-126.822,FUL,81.0
BC,2023-07-21,17.5,N,52.903,-126.788,MON,678.0
BC,2023-07-24,0.0,N,52.455,-125.892,FUL,1451.0
BC,2023-07-30,1.0,N,51.494,-126.634,MON,1012.0
BC,2023-08-04,0.4,N,52.378,-126.035,FUL,1323.0
BC,2023-08-05,0.01,N,52.903,-126.788,FUL,678.0
BC,2023-08-08,2.2,N,52.284,-126.421,MON,821.0
BC,2023-08-12,0.0,H,52.379,-126.632,FUL,29.0
BC,2023-08-14,330.0,N,52.821,-126.198,MON,878.0
BC,2023-08-15,0.0,N,52.361,-126.136,MON,1212.0
BC,2023-08-18,0.0,N,52.399,-126.468,FUL,103.0
BC,2023-08-21,900.0,N,52.292,-126.064,MON,1161.0
BC,2023-08-31,0.0,H,52.443,-126.335,FUL,109.0
BC,2023-09-01,48.1,N,52.927,-127.177,MON,656.0
MB,2023-04-30,10.0,H,50.4169,-96.0169,FUL,251.0
MB,2023-05-02,122.0,H,51.2419,-97.7667,FUL,255.0
MB,2023-05-03,12.8,H,51.5814,-98.7156,FUL,251.0
MB,2023-05-03,50.0,H,51.7097,-98.6408,FUL,247.0
MB,2023-05-04,1269.0,H,51.955,-99.6419,FUL,253.0
MB,2023-05-04,13.0,H,49.6353,-95.6661,FUL,316.0
MB,2023-05-05,12.4,H,52.3658,-97.0283,FUL,218.0
MB,2023-05-06,327.5,H,51.7136,-98.6169,FUL,249.0
MB,2023-05-06,11.7,H,51.3656,-97.5325,FUL,221.0
MB,2023-05-07,10.0,H,51.9231,-99.5408,FUL,254.0
MB,2023-05-10,1.4,H,50.2964,-95.6183,FUL,297.0
MB,2023-05-11,6.4,H,51.1567,-96.2678,FUL,224.0
MB,2023-05-11,166.2,H,51.6167,-98.6772,FUL,249.0
MB,2023-05-14,10.4,H,51.9192,-99.5681,FUL,255.0
MB,2023-05-15,52.6,H,51.7175,-98.535,FUL,243.0
MB,2023-05-15,36.3,H,51.9822,-99.6078,FUL,252.0
MB,2023-05-16,4.0,H,51.5342,-98.7322,FUL,259.0
MB,2023-05-16,9.4,H,51.7114,-98.6644,FUL,247.0
MB,2023-05-21,0.5,H,49.2758,-96.0808,FUL,382.0
MB,2023-05-23,0.1,H,52.1714,-95.3856,FUL,320.0
MB,2023-05-24,0.1,H,52.1528,-95.3769,FUL,312.0
MB,2023-05-25,2.2,H,50.625,-96.4539,FUL,223.0
MB,2023-05-26,0.1,H,52.1542,-95.3772,FUL,318.0
MB,2023-05-26,18.1,H,50.3994,-95.7533,FUL,270.0
MB,2023-05-28,22.0,H,51.9797,-96.8139,FUL,223.0
MB,2023-05-28,2.5,H,50.5756,-96.2411,FUL,219.0
MB,2023-05-29,19.2,H,51.5419,-98.6289,FUL,250.0
MB,2023-05-31,0.1,H,49.8017,-95.1836,FUL,339.0
MB,2023-06-03,1.0,N,52.29,-96.9103,FUL,219.0
MB,2023-06-03,2.5,N,51.5578,-96.1906,FUL,258.0
MB,2023-06-03,0.1,N,51.9967,-96.52,MON,237.0
MB,2023-06-03,0.2,N,52.3342,-96.8942,FUL,221.0
MB,2023-06-03,3.0,N,52.1478,-96.6208,FUL,240.0
MB,2023-06-03,21.0,N,52.8786,-96.5647,MOD,250.0
MB,2023-06-03,0.3,N,52.1258,-96.7306,FUL,230.0
MB,2023-06-04,14.0,N,52.4342,-95.5572,FUL,298.0
MB,2023-06-04,12.0,N,52.1839,-96.2486,FUL,267.0
MB,2023-06-04,17.0,N,51.7689,-95.6831,FUL,300.0
MB,2023-06-04,48.0,N,52.3142,-95.4742,FUL,302.0
MB,2023-06-04,0.1,N,52.2878,-96.9867,MON,222.0
MB,2023-06-04,850.0,N,52.5019,-95.5689,MOD,300.0
MB,2023-06-05,0.2,N,51.5586,-95.8172,FUL,265.0
MB,2023-06-05,0.1,N,52.6431,-95.6989,MON,308.0
MB,2023-06-06,0.1,N,52.2611,-96.7125,FUL,236.0
MB,2023-06-06,0.1,N,51.0928,-95.6878,FUL,289.0
MB,2023-06-06,0.1,N,51.0019,-95.6669,FUL,265.0
MB,2023-06-06,0.1,N,50.99,-95.6089,FUL,298.0
MB,2023-06-07,1.0,N,51.3419,-95.3964,FUL,310.0
MB,2023-06-07,5.4,N,52.8839,-96.8469,FUL,243.0
MB,2023-06-07,554.0,N,53.0383,-96.8603,MON,250.0
MB,2023-06-08,0.1,N,51.7253,-95.6094,FUL,300.0
MB,2023-06-08,0.8,N,52.5994,-96.6606,FUL,244.0
MB,2023-06-09,10.5,N,52.3303,-96.6019,FUL,252.0
MB,2023-06-09,0.6,N,51.2625,-96.2764,FUL,242.0
MB,2023-06-10,2910.0,N,53.2792,-96.9242,MON,250.0
MB,2023-06-10,0.7,N,52.1908,-96.35,FUL,253.0
MB,2023-06-11,394.0,N,53.1078,-96.5069,MON,270.0
MB,2023-06-11,0.1,H,51.3208,-96.3597,FUL,227.0
MB,2023-06-11,1940.0,N,52.6308,-95.7336,MOD,306.0
MB,2023-06-11,0.5,N,49.6264,-95.1633,FUL,323.0
MB,2023-06-11,1.4,N,50.8367,-95.8039,FUL,287.0
MB,2023-06-13,1.2,H,50.6606,-96.5017,FUL,240.0
MB,2023-06-19,0.1,H,51.2453,-96.6736,FUL,218.0
MB,2023-06-23,2.8,N,50.8761,-96.0494,FUL,254.0
MB,2023-06-24,1.1,N,51.615,-95.8892,FUL,280.0
MB,2023-06-24,0.2,H,50.4575,-95.1744,FUL,342.0
MB,2023-06-24,1.0,U,50.4942,-95.4508,FUL,321.0
MB,2023-07-01,8.0,H,52.1906,-98.7694,FUL,258.0
MB,2023-07-01,3.0,N,50.9747,-95.6983,FUL,289.0
MB,2023-07-03,1.0,N,51.0317,-96.1189,FUL,250.0
MB,2023-07-03,0.2,N,50.5233,-95.8303,FUL,268.0
MB,2023-07-04,20.0,N,52.6553,-96.7072,MON,242.0
MB,2023-07-05,13359.0,N,52.7689,-96.4156,MOD,258.0
MB,2023-07-19,0.1,H,52.3286,-96.975,FUL,222.0
MB,2023-07-21,45.0,N,52.6481,-95.7817,MON,299.0
MB,2023-07-23,1000.0,N,53.1089,-96.5064,MON,270.0
MB,2023-07-29,5.0,N,52.2381,-99.8344,FUL,259.0
MB,2023-08-01,6.7,N,52.0625,-95.5506,FUL,306.0
MB,2023-08-02,5.0,N,52.6636,-96.3344,MON,260.0
MB,2023-08-04,0.1,N,50.3111,-95.2992,FUL,341.0
MB,2023-08-05,1.0,N,49.9083,-95.4889,FUL,329.0
MB,2023-08-06,0.1,N,50.3264,-95.7369,FUL,280.0
MB,2023-08-06,0.1,N,50.7156,-95.6386,FUL,304.0
MB,2023-08-07,0.9,U,52.0822,-95.6014,FUL,298.0
MB,2023-08-07,0.1,H,49.6253,-96.365,FUL,298.0
MB,2023-08-07,0.6,N,52.4358,-98.7908,FUL,239.0
MB,2023-08-11,0.1,N,50.955,-95.5708,FUL,305.0
MB,2023-08-12,1.3,N,52.3367,-95.53,FUL,304.0
MB,2023-08-14,195.0,N,53.0419,-96.2742,MON,280.0
MB,2023-09-12,1.0,H,52.3694,-97.0358,FUL,218.0
MB,2023-09-18,0.5,H,51.7969,-96.7117,FUL,220.0
MB,2023-09-20,0.1,H,50.0678,-95.5889,FUL,305.0
MB,2023-09-23,0.1,N,52.7711,-96.8825,MON,240.0
MB,2023-09-29,0.1,H,50.6819,-96.0906,FUL,250.0
MB,2023-05-05,1.5,H,54.9567,-95.2689,FUL,181.0
MB,2023-05-06,0.2,H,56.7978,-100.612,MON,339.0
MB,2023-05-13,0.2,H,53.9403,-97.8853,FUL,219.0
MB,2023-05-15,0.1,H,54.1031,-97.6586,FUL,223.0
MB,2023-05-15,0.1,H,54.1028,-97.6603,FUL,222.0
MB,2023-05-15,1.5,H,54.1017,-97.7611,FUL,218.0
MB,2023-05-15,3436.1,H,54.5228,-97.7611,FUL,220.0
MB,2023-05-15,0.4,H,53.8647,-94.6228,FUL,244.0
MB,2023-05-15,68.0,H,54.1014,-97.6589,FUL,222.0
MB,2023-05-19,1.0,H,54.065,-97.7133,MON,226.0
MB,2023-05-21,0.1,H,54.1036,-97.6581,FUL,223.0
MB,2023-05-30,0.1,H,56.5183,-94.1239,FUL,71.0
MB,2023-06-05,37.2,N,53.6725,-95.325,FUL,271.0
MB,2023-06-08,2.2,N,55.4964,-97.2725,FUL,209.0
MB,2023-06-10,80.0,N,53.9036,-97.0533,FUL,238.0
MB,2023-06-10,181.0,N,53.3303,-94.7756,MON,289.0
MB,2023-06-09,108.3,H,56.5533,-90.8742,MON,90.0
MB,2023-06-10,63.3,N,57.0122,-90.3681,MON,23.0
MB,2023-06-10,1500.0,N,56.6264,-91.7167,MON,79.0
MB,2023-06-10,24.6,N,56.8867,-90.0383,MON,30.0
MB,2023-06-10,2175.0,N,56.9533,-93.1547,MON,50.0
MB,2023-06-11,112.0,N,56.5608,-90.9489,MON,97.0
MB,2023-06-11,414.4,N,56.5839,-91.1519,MON,100.0
MB,2023-06-11,2030.0,N,56.1592,-91.5933,MON,152.0
MB,2023-06-11,20000.0,N,56.4772,-92.2878,MON,98.0
MB,2023-06-11,0.1,H,55.8611,-92.1133,FUL,75.0
MB,2023-06-11,0.5,H,55.86,-92.07,FUL,83.0
MB,2023-06-11,4.0,N,55.73,-92.8928,MON,151.0
MB,2023-06-12,23014.0,N,56.5225,-99.6622,MOD,290.0
MB,2023-06-12,0.1,H,55.9247,-92.2294,FUL,70.0
MB,2023-06-12,21.0,N,57.1206,-100.683,MON,341.0
MB,2023-06-12,19500.0,N,56.2092,-90.6069,MON,173.0
MB,2023-06-12,23.0,N,55.5153,-92.9317,MON,163.0
MB,2023-06-15,0.3,H,56.4692,-99.9075,FUL,278.0
MB,2023-06-16,67.8,N,55.8719,-101.201,FUL,307.0
MB,2023-06-17,0.3,H,54.5047,-94.7289,FUL,186.0
MB,2023-06-18,15779.3,N,57.0006,-100.587,MOD,350.0
MB,2023-06-18,14019.3,N,57.0575,-100.511,MON,340.0
MB,2023-06-18,2.0,N,55.4353,-98.3072,FUL,233.0
MB,2023-06-18,10.0,N,55.5694,-99.6867,MON,308.0
MB,2023-06-18,309.5,N,56.7092,-98.4792,MON,264.0
MB,2023-06-18,749.2,N,56.6606,-98.3983,MON,256.0
MB,2023-06-19,11391.6,N,55.8589,-94.3678,MON,156.0
MB,2023-06-20,0.3,N,54.9658,-98.4706,FUL,235.0
MB,2023-06-21,1.0,H,56.4692,-99.9056,FUL,283.0
MB,2023-06-21,0.1,N,54.4289,-97.7244,FUL,219.0
MB,2023-06-23,451.0,N,56.6342,-101.909,MON,398.0
MB,2023-06-24,3.0,N,55.1608,-96.8564,MON,227.0
MB,2023-06-25,2.0,H,54.5722,-98.1078,MON,220.0
MB,2023-06-25,0.1,N,54.3936,-97.5694,FUL,216.0
MB,2023-06-26,8.0,H,53.9703,-97.8244,FUL,227.0
MB,2023-06-26,1.0,H,53.9597,-97.83,FUL,220.0
MB,2023-06-26,50.0,N,53.7956,-96.3006,MON,260.0
MB,2023-06-26,23.0,N,53.7547,-96.1553,MON,268.0
MB,2023-06-29,554.0,N,54.3497,-98.4075,MON,219.0
MB,2023-06-30,24.0,N,53.9292,-97.0736,FUL,240.0
MB,2023-06-30,200.0,N,55.8553,-95.645,MON,200.0
MB,2023-07-01,5.0,N,57.4958,-98.4594,MON,260.0
MB,2023-07-01,0.3,N,57.5,-98.4544,MON,270.0
MB,2023-07-01,15.0,N,57.5197,-98.7125,MON,283.0
MB,2023-07-01,309.7,N,53.7319,-97.0003,MON,238.0
MB,2023-07-01,50.0,N,53.7828,-96.9439,MON,247.0
MB,2023-07-01,2.4,N,56.7447,-100.522,FUL,302.0
MB,2023-07-01,53.4,N,56.7583,-100.565,FUL,316.0
MB,2023-07-01,64.7,N,56.235,-101.274,FUL,354.0
MB,2023-07-01,11017.0,N,56.2333,-101.628,MON,376.0
MB,2023-07-01,0.2,N,56.7194,-100.522,FUL,305.0
MB,2023-07-02,30.0,N,55.6003,-96.5528,MON,219.0
MB,2023-07-02,25.0,N,55.4211,-99.0811,MON,269.0
MB,2023-07-02,1.7,N,55.2556,-98.4472,FUL,249.0
MB,2023-07-02,0.1,N,54.9,-97.8722,FUL,193.0
MB,2023-07-02,663.3,N,54.555,-96.5514,MON,239.0
MB,2023-07-02,20.0,N,54.5342,-96.5467,MON,227.0
MB,2023-07-02,543.0,N,54.5114,-96.9144,MON,233.0
MB,2023-07-02,5.0,N,55.8481,-94.4275,MON,151.0
MB,2023-07-03,18.0,N,54.8044,-97.0836,FUL,211.0
MB,2023-07-03,7.4,N,54.3464,-95.4656,MON,208.0
MB,2023-07-03,260.0,N,56.6175,-93.3706,MON,89.0
MB,2023-07-03,145.0,N,56.7517,-93.2786,MON,69.0
MB,2023-07-05,9.4,N,53.5889,-97.3328,MON,230.0
MB,2023-07-05,3.4,N,53.7006,-97.5319,MON,235.0
MB,2023-07-11,1.5,H,55.7842,-101.662,FUL,280.0
MB,2023-07-13,0.1,N,53.7628,-94.3172,FUL,227.0
MB,2023-07-18,68.0,N,54.5314,-96.6258,MON,223.0
MB,2023-07-20,1100.0,N,57.8178,-96.9844,MON,280.0
MB,2023-07-20,534.8,N,55.8011,-100.99,MOD,282.0
MB,2023-07-21,0.5,N,57.0189,-101.757,FUL,379.0
MB,2023-07-21,2.0,N,54.0667,-94.4775,MON,242.0
MB,2023-07-21,1150.0,N,57.475,-95.5261,MON,204.0
MB,2023-07-20,500.0,N,57.7817,-97.7894,MON,312.0
MB,2023-07-22,0.1,H,54.1656,-97.6464,FUL,216.0
MB,2023-07-22,2.0,N,55.5944,-98.9403,FUL,271.0
MB,2023-07-23,0.1,N,54.6069,-98.0656,MON,209.0
MB,2023-07-23,126.2,N,54.0183,-96.6086,MON,249.0
MB,2023-07-23,800.2,N,54.0097,-96.8203,MON,248.0
MB,2023-07-23,39.4,N,53.9803,-97.0039,MON,240.0
MB,2023-07-25,430.0,N,54.5494,-96.5622,MON,235.0
MB,2023-07-25,5.0,N,58.0181,-99.8383,MON,366.0
MB,2023-07-25,19.5,N,54.3953,-97.4942,FUL,220.0
MB,2023-07-25,10.0,N,59.4978,-98.7967,MON,306.0
MB,2023-07-25,78.9,N,52.9425,-95.1925,MON,316.0
MB,2023-07-26,5.1,N,54.3978,-95.425,MON,221.0
MB,2023-07-26,0.5,N,53.7711,-94.6508,FUL,232.0
MB,2023-07-27,450.0,N,58.8442,-101.107,MON,372.0
MB,2023-07-30,5.0,N,56.1525,-95.9172,FUL,183.0
MB,2023-07-30,563.1,N,56.9414,-99.1797,MON,276.0
MB,2023-08-01,0.5,N,54.1958,-93.8214,MON,219.0
MB,2023-08-02,5.9,N,56.8244,-101.222,FUL,357.0
MB,2023-08-02,21.1,N,54.8142,-96.5878,MON,214.0
MB,2023-08-02,0.1,H,56.8561,-101.038,FUL,352.0
MB,2023-08-02,1.0,N,54.8392,-98.5014,FUL,195.0
MB,2023-08-03,25.0,N,53.8628,-97.3014,MON,240.0
MB,2023-08-04,0.1,H,55.3317,-97.7217,FUL,182.0
MB,2023-08-05,2.2,H,53.8517,-94.6211,FUL,251.0
MB,2023-08-05,239.2,N,52.9847,-95.1306,MON,297.0
MB,2023-08-05,1.5,N,54.5706,-96.0033,MON,193.0
MB,2023-08-09,853.0,N,56.8086,-100.829,FUL,318.0
MB,2023-08-11,0.1,N,54.785,-97.9578,FUL,198.0
MB,2023-08-11,2.0,N,55.0233,-98.0628,FUL,207.0
MB,2023-08-11,2.5,N,55.0647,-97.9736,FUL,200.0
MB,2023-08-11,333.0,N,57.2531,-93.4672,MON,72.0
MB,2023-08-12,10.0,N,54.6389,-93.9675,MON,185.0
MB,2023-08-12,230.0,N,58.575,-101.253,MON,378.0
MB,2023-08-12,130.0,N,57.2308,-101.329,MON,379.0
MB,2023-08-12,0.4,N,54.9689,-98.4592,FUL,235.0
MB,2023-08-12,0.2,N,54.8642,-98.2608,FUL,195.0
MB,2023-08-14,4.6,N,54.8592,-99.0242,FUL,244.0
MB,2023-08-15,0.1,N,54.5711,-96.0028,MON,193.0
MB,2023-08-23,350.0,N,57.3806,-101.626,MON,401.0
MB,2023-08-23,2.2,H,55.7422,-101.329,MOD,294.0
MB,2023-09-03,0.3,H,55.7375,-101.33,MOD,297.0
MB,2023-09-12,4.0,H,55.7439,-101.241,MOD,321.0
MB,2023-09-12,1.0,H,55.7414,-101.325,MOD,313.0
MB,2023-09-17,0.5,H,55.7372,-101.329,FUL,295.0
MB,2023-09-24,0.5,H,55.7747,-101.251,FUL,271.0
MB,2023-09-27,4.5,H,53.8633,-94.6239,FUL,231.0
MB,2023-09-28,1.0,H,53.8661,-94.6303,FUL,233.0
MB,2023-05-04,0.1,H,51.8158,-100.913,FUL,726.0
MB,2023-05-07,0.1,H,54.0506,-100.949,FUL,270.0
MB,2023-05-08,0.6,H,53.8686,-101.37,FUL,261.0
MB,2023-05-08,2.0,H,53.7106,-100.334,FUL,262.0
MB,2023-05-10,266.0,H,53.6664,-100.324,MON,259.0
MB,2023-05-12,0.5,H,53.7425,-100.645,FUL,259.0
MB,2023-05-14,163.0,H,52.0953,-100.246,FUL,258.0
MB,2023-05-15,2.0,H,53.7106,-100.334,FUL,262.0
MB,2023-05-16,0.4,H,53.0992,-99.8147,FUL,267.0
MB,2023-05-19,10.0,H,53.7169,-100.325,FUL,256.0
MB,2023-05-23,0.1,H,53.8742,-99.99,FUL,271.0
MB,2023-05-24,0.1,H,52.7342,-100.701,FUL,264.0
MB,2023-05-25,1.0,H,49.6917,-99.2058,FUL,340.0
MB,2023-05-29,0.1,H,54.6,-101.14,FUL,295.0
MB,2023-06-13,0.1,N,55.3064,-101.219,FUL,325.0
MB,2023-06-16,0.5,H,54.6042,-101.706,FUL,291.0
MB,2023-06-16,0.1,H,53.7025,-100.324,FUL,259.0
MB,2023-06-16,13381.0,N,55.4372,-101.673,MOD,355.0
MB,2023-06-17,0.1,H,54.8161,-101.464,FUL,337.0
MB,2023-06-17,0.1,H,54.7506,-101.521,FUL,321.0
MB,2023-06-18,0.1,N,54.0442,-99.8181,FUL,265.0
MB,2023-06-21,0.5,N,54.7789,-100.964,FUL,320.0
MB,2023-06-21,1100.0,N,55.1442,-99.3611,MOD,291.0
MB,2023-06-23,51.1,N,55.2417,-99.4469,MOD,296.0
MB,2023-06-24,0.1,N,53.7075,-100.334,FUL,263.0
MB,2023-06-24,39.9,H,54.9686,-101.114,FUL,330.0
MB,2023-06-29,22055.0,N,53.4722,-99.5917,FUL,278.0
MB,2023-06-29,0.1,N,53.5303,-99.5861,FUL,279.0
