agency,date,hectares,cause,lat,lon,response_type,altitude
AB,2023-08-14,0.01,H,51.0748,-115.08,FUL,1323.0
AB,2023-04-10,0.0,H,51.165,-114.853,FUL,1236.0
AB,2023-04-24,0.7,H,51.139,-114.907,FUL,1258.0
AB,2023-05-01,0.7,H,51.222,-114.85,FUL,1404.0
AB,2023-05-05,0.8,H,51.228,-114.857,FUL,1444.0
AB,2023-05-06,0.7,H,51.592,-114.758,FUL,1385.0
AB,2023-05-12,0.0,H,50.901,-114.688,FUL,1391.0
AB,2023-05-13,0.0,H,50.901,-114.689,FUL,1392.0
AB,2023-05-14,0.0,H,50.866,-114.752,FUL,1463.0
AB,2023-05-14,0.0,H,50.866,-114.754,FUL,1467.0
AB,2023-05-14,0.0,H,50.866,-114.752,FUL,1463.0
AB,2023-05-14,0.0,H,50.834,-114.692,FUL,1529.0
AB,2023-05-14,0.0,H,50.901,-114.691,FUL,1396.0
AB,2023-05-14,0.0,H,50.834,-114.691,FUL,1528.0
AB,2023-05-15,0.0,H,51.169,-114.857,FUL,1198.0
AB,2023-05-16,0.1,H,51.259,-114.928,FUL,1363.0
AB,2023-05-20,0.0,H,51.223,-114.853,FUL,1427.0
AB,2023-05-22,0.1,N,51.051,-114.703,FUL,1343.0
AB,2023-05-23,0.0,H,51.127,-115.39,FUL,1336.0
AB,2023-05-24,0.0,H,51.266,-114.967,FUL,1357.0
AB,2023-06-04,0.0,H,50.965,-115.092,FUL,1489.0
AB,2023-06-03,0.0,H,51.279,-115.148,FUL,1531.0
AB,2023-06-10,0.0,H,51.576,-114.962,FUL,1376.0
AB,2023-06-20,0.0,N,50.64,-114.469,FUL,1425.0
AB,2023-06-30,0.0,H,51.271,-115.001,FUL,1448.0
AB,2023-07-01,0.0,H,49.841,-113.97,FUL,1497.0
AB,2023-07-02,0.0,H,51.573,-114.993,FUL,1375.0
AB,2023-07-03,0.0,H,51.476,-115.131,FUL,1554.0
AB,2023-07-03,0.0,H,51.583,-114.997,FUL,1398.0
AB,2023-07-03,0.0,H,51.413,-115.086,FUL,1569.0
AB,2023-07-03,0.0,H,51.288,-115.126,FUL,1592.0
AB,2023-07-03,0.0,H,51.279,-115.076,FUL,1598.0
AB,2023-07-03,0.0,H,51.271,-115.048,FUL,1544.0
AB,2023-07-03,0.0,H,51.279,-115.006,FUL,1460.0
AB,2023-07-09,0.1,N,49.481,-114.453,FUL,1778.0
AB,2023-07-14,0.0,N,49.786,-113.969,FUL,1584.0
AB,2023-07-17,0.2,N,49.534,-114.497,FUL,1827.0
AB,2023-07-21,0.0,N,51.156,-114.784,FUL,1315.0
AB,2023-07-22,0.0,H,51.573,-114.987,FUL,1377.0
AB,2023-07-22,0.0,H,51.632,-115.099,FUL,1350.0
AB,2023-07-22,0.0,H,51.55,-115.205,FUL,1518.0
AB,2023-07-26,0.5,N,51.234,-114.871,FUL,1426.0
AB,2023-07-27,0.0,H,51.271,-115.01,FUL,1461.0
AB,2023-07-27,0.0,H,51.271,-115.008,FUL,1457.0
AB,2023-07-30,0.0,H,49.949,-114.443,FUL,1530.0
AB,2023-07-31,0.2,N,50.844,-114.573,FUL,1543.0
AB,2023-07-31,0.2,H,51.154,-114.892,FUL,1199.0
AB,2023-08-02,0.0,H,51.169,-114.859,FUL,1201.0
AB,2023-08-02,0.0,H,51.573,-114.987,FUL,1377.0
AB,2023-08-05,0.0,H,51.272,-114.988,FUL,1436.0
AB,2023-08-06,0.0,H,50.853,-114.615,FUL,1430.0
AB,2023-08-06,0.0,H,51.615,-115.148,FUL,1389.0
AB,2023-08-06,0.0,H,51.391,-115.106,FUL,1581.0
AB,2023-08-06,0.0,H,51.392,-115.102,FUL,1575.0
AB,2023-08-06,0.0,H,50.811,-114.626,FUL,1442.0
AB,2023-08-06,0.0,H,51.405,-115.052,FUL,1517.0
AB,2023-08-06,0.0,H,51.269,-115.02,FUL,1456.0
AB,2023-08-06,0.0,H,51.279,-115.072,FUL,1593.0
AB,2023-08-07,0.0,H,51.55,-115.204,FUL,1508.0
AB,2023-08-07,0.0,H,50.971,-115.333,FUL,1722.0
AB,2023-08-07,0.0,H,50.854,-114.843,FUL,1931.0
AB,2023-08-07,0.0,H,50.812,-114.641,FUL,1480.0
AB,2023-08-08,0.1,H,51.164,-114.786,FUL,1255.0
AB,2023-08-08,0.0,N,51.056,-114.965,FUL,1771.0
AB,2023-08-14,0.0,H,50.901,-114.693,FUL,1401.0
AB,2023-08-14,0.0,N,51.136,-114.901,FUL,1282.0
AB,2023-08-14,0.0,H,51.075,-115.08,FUL,1323.0
AB,2023-08-16,0.0,H,49.941,-114.077,FUL,1688.0
AB,2023-08-20,0.2,N,50.865,-114.809,FUL,1620.0
AB,2023-08-21,0.0,H,50.373,-114.814,FUL,2140.0
AB,2023-08-28,0.0,H,50.551,-114.543,FUL,1525.0
AB,2023-09-02,0.0,H,51.393,-115.093,FUL,1564.0
AB,2023-09-03,0.0,H,50.813,-114.633,FUL,1455.0
AB,2023-09-04,0.0,H,50.025,-114.048,FUL,1326.0
AB,2023-09-04,0.0,H,51.269,-114.99,FUL,1375.0
AB,2023-09-04,0.0,H,51.269,-115.005,FUL,1398.0
AB,2023-09-04,0.0,H,51.272,-115.009,FUL,1466.0
AB,2023-09-04,0.0,H,51.269,-115.006,FUL,1399.0
AB,2023-09-24,0.0,H,51.156,-114.859,FUL,1248.0
AB,2023-09-27,0.1,H,50.905,-114.659,FUL,1405.0
AB,2023-09-28,0.1,H,51.129,-114.864,FUL,1292.0
AB,2023-10-01,0.0,H,50.901,-114.689,FUL,1392.0
AB,2023-10-02,0.0,N,50.772,-114.593,FUL,1426.0
AB,2023-10-08,0.3,H,51.305,-114.984,FUL,1654.0
AB,2023-10-09,0.0,H,49.701,-114.467,FUL,1670.0
AB,2023-10-15,0.0,N,49.428,-114.443,FUL,1415.0
AB,2023-10-22,0.0,H,51.284,-114.861,FUL,1314.0
AB,2023-11-11,0.0,H,49.878,-114.324,FUL,1381.0
AB,2023-12-04,0.0,H,50.759,-114.549,FUL,1396.0
AB,2023-12-05,0.4,H,51.166,-114.802,FUL,1242.0
AB,2023-12-15,0.0,H,51.133,-114.868,FUL,1271.0
AB,2023-01-11,0.1,H,53.216,-115.755,FUL,981.0
AB,2023-02-13,1.3,H,53.207,-116.817,FUL,1226.0
AB,2023-02-13,0.3,H,53.475,-115.542,FUL,903.0
AB,2023-03-10,0.0,H,53.586,-116.37,FUL,897.0
AB,2023-04-10,0.0,H,53.703,-115.158,FUL,805.0
AB,2023-04-10,0.0,H,53.582,-116.214,FUL,894.0
AB,2023-04-14,0.0,H,53.934,-115.909,FUL,860.0
AB,2023-04-15,0.1,H,53.169,-115.457,FUL,923.0
AB,2023-04-17,0.5,H,53.655,-115.862,FUL,850.0
AB,2023-04-17,0.4,H,53.652,-116.598,FUL,994.0
AB,2023-04-18,1.0,H,53.462,-117.446,FUL,1064.0
AB,2023-04-22,0.3,H,53.585,-115.034,FUL,781.0
AB,2023-04-22,0.0,H,53.884,-119.107,FUL,1227.0
AB,2023-04-27,0.8,H,53.157,-116.952,FUL,1326.0
AB,2023-04-29,46.6,U,53.683,-115.948,FUL,836.0
AB,2023-04-29,0.0,H,53.626,-115.99,FUL,869.0
AB,2023-04-30,0.3,H,53.164,-116.985,FUL,1234.0
AB,2023-04-30,0.0,H,53.571,-116.737,FUL,973.0
AB,2023-04-30,0.0,H,53.632,-116.295,FUL,876.0
AB,2023-04-30,0.1,H,53.164,-116.985,FUL,1234.0
AB,2023-04-30,8.7,H,53.551,-116.803,FUL,964.0
AB,2023-05-01,0.0,H,53.657,-116.157,FUL,873.0
AB,2023-05-01,0.0,H,53.58,-115.969,FUL,914.0
AB,2023-05-02,0.7,H,53.531,-116.821,FUL,979.0
AB,2023-05-02,1.8,H,53.479,-115.223,FUL,868.0
AB,2023-05-03,2.5,H,53.743,-115.856,FUL,826.0
AB,2023-05-03,0.0,N,53.341,-117.133,FUL,1192.0
AB,2023-05-04,0.1,H,53.714,-115.817,FUL,839.0
AB,2023-05-04,0.2,N,53.169,-115.648,FUL,1011.0
AB,2023-05-04,0.2,H,53.376,-116.843,FUL,1010.0
AB,2023-05-04,201913.0,N,53.145,-115.687,FUL,952.0
AB,2023-05-04,0.1,H,53.598,-116.358,FUL,892.0
AB,2023-05-05,0.0,N,53.923,-119.132,FUL,1743.0
AB,2023-05-15,0.0,N,53.63,-115.836,FUL,861.0
AB,2023-05-05,19672.0,U,53.837,-115.783,FUL,852.0
AB,2023-05-05,0.0,H,53.283,-117.322,FUL,1306.0
AB,2023-05-06,578.0,N,53.91,-117.559,FUL,1104.0
AB,2023-05-06,1.2,U,53.692,-116.081,FUL,823.0
AB,2023-05-06,165.0,H,53.471,-115.871,FUL,959.0
AB,2023-05-06,12073.4,N,53.936,-117.776,FUL,1152.0
AB,2023-05-06,2.5,N,53.931,-117.781,FUL,1134.0
AB,2023-05-06,4.0,N,53.93,-117.792,FUL,1115.0
AB,2023-05-06,4.0,N,53.922,-117.655,FUL,1231.0
AB,2023-05-06,0.0,H,53.507,-117.316,FUL,1158.0
AB,2023-05-07,0.0,H,53.656,-116.571,FUL,1051.0
AB,2023-05-17,0.0,H,53.598,-115.38,FUL,822.0
AB,2023-05-17,0.0,H,53.319,-117.852,FUL,996.0
AB,2023-05-18,0.1,H,53.249,-115.504,FUL,928.0
AB,2023-05-21,1.9,N,53.625,-116.352,FUL,886.0
AB,2023-05-27,1.1,N,53.407,-115.484,FUL,928.0
AB,2023-05-29,0.5,N,53.512,-115.489,FUL,856.0
AB,2023-05-29,0.0,N,53.402,-115.162,FUL,850.0
AB,2023-05-30,0.2,N,53.503,-116.797,FUL,1026.0
AB,2023-06-03,0.9,N,53.825,-116.867,FUL,1167.0
AB,2023-06-05,0.0,N,53.235,-117.15,FUL,1333.0
AB,2023-06-05,0.0,N,53.944,-117.02,FUL,874.0
AB,2023-06-05,0.0,N,53.304,-117.015,FUL,1098.0
AB,2023-06-05,0.1,N,53.137,-116.474,FUL,1101.0
AB,2023-06-07,0.0,N,53.452,-115.903,FUL,1001.0
AB,2023-06-08,0.0,N,53.787,-116.987,FUL,1323.0
AB,2023-06-08,0.0,N,53.556,-115.691,FUL,872.0
AB,2023-06-08,0.2,N,52.85,-116.925,FUL,1697.0
AB,2023-06-08,0.1,N,52.837,-116.905,FUL,1744.0
AB,2023-06-08,0.0,H,53.944,-116.605,FUL,1252.0
AB,2023-06-09,0.3,N,53.024,-117.176,FUL,1519.0
AB,2023-06-09,0.5,N,53.544,-116.552,FUL,911.0
AB,2023-06-10,0.1,N,52.877,-116.891,FUL,1530.0
AB,2023-06-10,0.0,N,52.879,-116.881,FUL,1506.0
AB,2023-06-10,1.0,H,53.805,-116.723,FUL,1077.0
AB,2023-06-15,0.0,H,53.378,-117.652,FUL,973.0
AB,2023-06-18,0.1,H,53.376,-117.732,FUL,1061.0
AB,2023-06-20,0.0,H,53.572,-116.342,FUL,888.0
AB,2023-06-30,0.0,H,53.606,-115.904,FUL,887.0
AB,2023-07-21,0.2,N,53.108,-116.61,FUL,1093.0
AB,2023-07-24,0.0,N,53.803,-116.471,FUL,1024.0
AB,2023-07-24,71.6,N,52.998,-116.422,FUL,1292.0
AB,2023-07-25,0.0,N,53.719,-116.88,FUL,1146.0
AB,2023-08-06,0.0,H,53.307,-117.807,FUL,1110.0
AB,2023-08-11,0.0,H,53.91,-119.174,FUL,1010.0
AB,2023-10-02,0.0,H,53.938,-119.175,FUL,950.0
AB,2023-10-07,0.2,H,53.577,-115.282,FUL,841.0
AB,2023-10-17,0.1,H,53.608,-115.866,FUL,861.0
AB,2023-10-18,0.1,H,53.563,-116.606,FUL,932.0
AB,2023-10-21,0.1,H,53.989,-119.135,FUL,924.0
AB,2023-11-05,0.0,U,53.666,-116.096,FUL,865.0
AB,2023-11-06,0.1,H,53.628,-116.028,FUL,882.0
AB,2023-11-10,0.0,H,53.629,-116.581,FUL,968.0
AB,2023-11-16,0.0,H,53.87,-119.117,FUL,1130.0
AB,2023-12-13,0.5,U,53.994,-118.477,FUL,1494.0
AB,2023-01-25,0.9,H,54.205,-118.971,FUL,1394.0
AB,2023-04-16,0.4,H,54.783,-117.26,FUL,711.0
AB,2023-04-20,0.1,H,55.727,-119.393,FUL,838.0
AB,2023-04-22,0.1,H,55.079,-117.487,FUL,684.0
AB,2023-04-22,0.2,H,55.053,-117.473,FUL,711.0
AB,2023-04-25,53.2,H,55.096,-116.934,FUL,703.0
AB,2023-04-26,0.1,H,55.479,-119.053,FUL,843.0
AB,2023-04-26,0.5,H,54.897,-117.365,FUL,724.0
AB,2023-04-28,1.1,H,55.132,-117.781,FUL,695.0
AB,2023-04-28,0.5,H,55.503,-119.496,FUL,807.0
AB,2023-04-30,0.8,H,54.777,-118.701,FUL,796.0
AB,2023-04-30,3.1,H,54.506,-117.671,FUL,842.0
AB,2023-04-30,0.1,H,55.517,-119.456,FUL,818.0
AB,2023-04-30,15.2,H,55.866,-119.287,FUL,732.0
AB,2023-05-01,7.2,H,55.653,-119.005,FUL,777.0
AB,2023-05-04,3.0,H,55.791,-119.192,FUL,739.0
AB,2023-05-05,5478.5,U,55.067,-117.391,FUL,703.0
AB,2023-05-05,49327.7,U,56.282,-119.162,FUL,690.0
AB,2023-05-05,18884.0,N,54.736,-119.033,FUL,814.0
AB,2023-05-05,21.2,H,55.074,-117.883,FUL,653.0
AB,2023-05-05,0.0,N,54.592,-118.306,FUL,844.0
AB,2023-05-06,15.4,H,54.84,-118.956,FUL,748.0
AB,2023-05-06,3851.0,U,55.157,-117.331,FUL,682.0
AB,2023-05-07,0.0,H,54.423,-117.772,FUL,869.0
AB,2023-05-12,0.4,H,55.462,-118.841,FUL,907.0
AB,2023-05-12,0.0,H,55.201,-117.241,FUL,678.0
AB,2023-05-13,54988.4,U,54.52,-117.357,FUL,827.0
AB,2023-05-14,1.5,H,55.856,-119.172,FUL,681.0
AB,2023-05-17,0.0,H,55.115,-117.595,FUL,689.0
AB,2023-05-20,0.0,H,54.464,-118.653,FUL,996.0
AB,2023-05-22,0.3,N,55.351,-117.119,FUL,656.0
AB,2023-05-28,0.0,H,55.345,-117.053,FUL,647.0
AB,2023-05-31,0.0,H,55.216,-117.961,FUL,664.0
AB,2023-06-01,1.0,H,55.057,-118.73,FUL,646.0
AB,2023-06-04,872.0,U,55.586,-119.403,FUL,892.0
AB,2023-06-04,0.0,H,55.497,-119.474,FUL,782.0
AB,2023-06-05,0.0,N,55.67,-119.414,FUL,810.0
AB,2023-06-06,7148.0,U,55.655,-119.485,FUL,794.0
AB,2023-06-07,95.3,N,54.533,-119.276,FUL,1101.0
AB,2023-06-08,1.2,N,54.507,-117.193,FUL,829.0
AB,2023-06-12,22.7,N,55.909,-119.335,FUL,766.0
AB,2023-06-12,0.1,H,55.8,-119.345,FUL,759.0
AB,2023-06-22,0.0,H,55.902,-119.203,FUL,692.0
AB,2023-06-23,0.0,N,56.209,-119.241,FUL,677.0
AB,2023-06-23,0.0,N,55.069,-117.398,FUL,703.0
AB,2023-07-01,0.0,H,55.81,-119.674,FUL,792.0
AB,2023-07-04,0.5,N,55.715,-119.035,FUL,752.0
AB,2023-07-05,0.0,H,54.976,-117.142,FUL,651.0
AB,2023-07-11,50.3,N,55.073,-117.009,FUL,681.0
AB,2023-07-11,0.0,H,54.677,-117.097,FUL,798.0
AB,2023-07-19,0.0,N,55.741,-119.209,FUL,763.0
AB,2023-07-22,0.0,N,55.334,-117.0,FUL,611.0
AB,2023-07-22,0.0,N,54.475,-118.641,FUL,964.0
AB,2023-07-24,0.0,N,54.767,-119.054,FUL,918.0
AB,2023-07-30,0.1,N,54.298,-118.806,FUL,1049.0
AB,2023-08-07,0.0,H,55.048,-118.197,FUL,633.0
AB,2023-08-11,0.0,N,54.996,-119.317,FUL,696.0
AB,2023-08-12,0.0,H,55.603,-119.475,FUL,871.0
AB,2023-08-14,0.0,H,55.332,-117.19,FUL,647.0
AB,2023-08-19,0.0,H,54.966,-119.102,FUL,809.0
AB,2023-08-21,0.0,N,54.604,-118.67,FUL,843.0
AB,2023-08-21,0.0,H,55.509,-119.574,FUL,850.0
AB,2023-09-02,0.0,H,55.916,-118.621,FUL,418.0
AB,2023-09-09,0.1,H,55.931,-117.876,FUL,475.0
AB,2023-09-16,0.0,H,55.801,-119.936,FUL,745.0
AB,2023-09-17,12.2,H,55.638,-119.84,FUL,807.0
AB,2023-09-19,0.0,H,55.074,-118.789,FUL,525.0
AB,2023-09-19,0.0,H,55.171,-117.249,FUL,679.0
AB,2023-09-25,0.4,N,54.364,-119.616,FUL,1571.0
AB,2023-10-03,6.1,H,55.931,-117.766,FUL,562.0
AB,2023-10-06,0.1,H,55.519,-119.454,FUL,821.0
AB,2023-10-06,0.2,H,55.067,-116.917,FUL,702.0
AB,2023-10-09,0.1,H,55.554,-119.374,FUL,862.0
AB,2023-10-10,0.2,H,55.501,-118.565,FUL,719.0
AB,2023-10-16,0.0,H,55.079,-117.63,FUL,706.0
AB,2023-10-16,0.2,U,55.834,-119.23,FUL,681.0
AB,2023-10-18,0.1,H,54.87,-119.102,FUL,789.0
AB,2023-11-11,0.2,H,55.193,-117.368,FUL,779.0
AB,2023-11-15,0.5,H,55.176,-118.105,FUL,626.0
AB,2023-05-20,15.0,N,55.234,-118.034,FUL,646.0
AB,2023-01-17,0.2,H,57.818,-116.655,FUL,415.0
AB,2023-03-30,0.1,H,58.522,-115.167,FUL,285.0
AB,2023-04-10,0.2,H,57.88,-115.442,FUL,344.0
AB,2023-04-17,0.1,H,58.466,-116.046,FUL,282.0
AB,2023-04-17,0.1,H,58.232,-116.204,FUL,294.0
AB,2023-04-17,0.0,H,58.129,-116.294,FUL,315.0
AB,2023-04-17,0.2,H,58.386,-116.178,FUL,276.0
AB,2023-04-17,0.0,H,58.479,-114.536,FUL,254.0
AB,2023-04-17,1.6,H,58.464,-114.481,FUL,252.0
AB,2023-04-19,0.3,H,58.72,-118.743,FUL,331.0
AB,2023-04-20,0.2,H,58.716,-118.761,FUL,332.0
AB,2023-04-20,0.5,H,58.709,-118.683,FUL,336.0
AB,2023-04-22,0.2,H,58.267,-116.286,FUL,301.0
AB,2023-04-22,0.1,H,58.245,-116.268,FUL,300.0
AB,2023-04-23,0.1,H,58.247,-116.376,FUL,314.0
AB,2023-04-23,0.4,H,58.423,-115.983,FUL,262.0
AB,2023-04-24,0.0,H,58.507,-116.117,FUL,301.0
AB,2023-04-24,0.9,H,58.712,-118.728,FUL,332.0
AB,2023-04-27,0.1,H,58.313,-116.249,FUL,296.0
AB,2023-04-29,7.9,H,58.523,-116.427,FUL,313.0
AB,2023-04-29,0.5,H,58.457,-116.402,FUL,296.0
AB,2023-04-29,0.5,H,58.17,-116.23,FUL,305.0
AB,2023-04-30,0.5,H,58.467,-114.541,FUL,253.0
AB,2023-04-30,1.8,H,58.169,-116.602,FUL,257.0
AB,2023-05-01,0.0,H,58.714,-118.755,FUL,331.0
AB,2023-05-01,0.1,H,58.713,-118.667,FUL,335.0
AB,2023-05-01,0.0,H,58.025,-116.645,FUL,355.0
AB,2023-05-01,1.0,H,58.31,-116.178,FUL,293.0
AB,2023-05-02,0.8,H,58.714,-118.745,FUL,330.0
AB,2023-05-02,96582.0,U,58.468,-114.484,FUL,253.0
AB,2023-05-03,0.3,H,58.465,-114.543,FUL,252.0
AB,2023-05-03,0.0,H,58.224,-116.191,FUL,293.0
AB,2023-05-03,0.0,H,58.51,-115.149,FUL,283.0
AB,2023-05-03,15.0,H,58.468,-114.481,FUL,253.0
AB,2023-05-03,1.4,H,58.237,-115.8,FUL,268.0
AB,2023-05-03,203022.0,U,58.491,-119.403,FUL,525.0
AB,2023-05-04,0.0,U,58.501,-115.155,FUL,280.0
AB,2023-05-04,0.9,H,58.709,-118.671,FUL,336.0
AB,2023-05-04,22.5,H,58.708,-118.67,FUL,336.0
AB,2023-05-05,1.2,H,58.718,-118.744,FUL,332.0
AB,2023-05-05,0.0,H,58.515,-116.301,FUL,311.0
AB,2023-05-06,181.8,H,58.42,-116.123,FUL,268.0
AB,2023-05-07,0.9,H,58.561,-117.681,FUL,417.0
AB,2023-05-07,0.5,H,58.517,-116.357,FUL,295.0
AB,2023-05-07,0.0,H,58.524,-116.847,FUL,321.0
AB,2023-05-09,0.1,H,58.547,-117.114,FUL,329.0
AB,2023-05-10,0.1,H,58.72,-118.745,FUL,332.0
AB,2023-05-11,0.1,H,58.178,-116.209,FUL,300.0
AB,2023-05-13,0.0,H,58.711,-118.641,FUL,339.0
AB,2023-05-16,0.2,H,58.506,-117.112,FUL,322.0
AB,2023-05-19,0.0,H,58.321,-116.122,FUL,288.0
AB,2023-05-22,0.0,N,59.488,-117.181,FUL,308.0
AB,2023-05-30,0.7,H,58.337,-115.899,FUL,268.0
AB,2023-05-31,0.0,H,58.694,-118.712,FUL,334.0
AB,2023-05-31,0.0,H,58.017,-116.506,FUL,371.0
AB,2023-06-04,33.4,N,59.841,-118.705,FUL,563.0
AB,2023-06-05,0.3,N,58.131,-118.373,FUL,604.0
AB,2023-06-05,234061.0,N,58.167,-118.42,FUL,652.0
AB,2023-06-06,0.0,H,58.159,-116.267,FUL,310.0
AB,2023-06-07,0.4,N,58.11,-119.783,FUL,662.0
AB,2023-06-07,0.1,N,58.144,-118.977,FUL,697.0
AB,2023-06-07,0.0,N,59.096,-119.415,FUL,430.0
AB,2023-06-07,0.0,N,59.096,-119.417,FUL,430.0
AB,2023-06-09,6175.0,N,59.284,-119.067,FUL,621.0
AB,2023-06-10,1425.2,N,57.553,-114.925,FUL,453.0
AB,2023-06-11,11.3,N,57.411,-115.221,FUL,461.0
AB,2023-06-15,0.0,H,58.541,-115.623,FUL,326.0
AB,2023-06-19,0.1,N,58.124,-117.679,FUL,367.0
AB,2023-06-21,0.1,N,58.35,-115.144,FUL,258.0
AB,2023-06-23,0.0,H,57.919,-117.075,FUL,335.0
AB,2023-06-22,0.0,H,58.197,-116.337,FUL,314.0
AB,2023-06-24,30123.0,N,57.693,-116.02,FUL,751.0
AB,2023-06-24,0.1,H,58.102,-117.276,FUL,336.0
AB,2023-06-24,0.1,H,58.399,-116.046,FUL,252.0
AB,2023-06-24,13.0,N,58.675,-114.321,FUL,265.0
AB,2023-06-24,0.0,N,58.223,-118.128,FUL,583.0
AB,2023-06-24,1.2,N,57.394,-115.1,FUL,463.0
AB,2023-06-24,18.9,N,57.437,-115.14,FUL,459.0
AB,2023-06-25,42579.0,N,59.86,-115.804,FUL,327.0
AB,2023-06-27,0.1,N,58.413,-118.271,FUL,411.0
AB,2023-06-27,0.0,N,58.158,-117.971,FUL,427.0
AB,2023-06-29,0.0,H,58.599,-118.787,FUL,433.0
AB,2023-06-30,13700.0,N,57.799,-114.775,FUL,370.0
AB,2023-06-30,5.0,N,57.78,-114.715,FUL,378.0
AB,2023-06-30,0.0,N,57.777,-114.689,FUL,379.0
AB,2023-06-30,0.0,N,57.78,-114.693,FUL,378.0
AB,2023-06-30,12508.0,N,58.158,-114.183,FUL,251.0
AB,2023-06-30,3.3,N,59.399,-117.207,FUL,320.0
AB,2023-07-01,0.1,N,58.666,-117.479,FUL,720.0
AB,2023-07-01,0.0,N,58.56,-117.656,FUL,414.0
AB,2023-07-01,0.9,N,58.644,-115.622,FUL,402.0
AB,2023-07-01,1.3,N,57.504,-116.247,FUL,601.0
AB,2023-07-01,0.1,N,58.609,-115.872,FUL,359.0
AB,2023-07-01,0.0,N,59.16,-119.433,FUL,515.0
AB,2023-07-01,0.1,N,58.693,-114.985,FUL,863.0
AB,2023-07-01,0.0,N,59.212,-119.028,FUL,517.0
AB,2023-07-01,0.0,N,58.664,-117.434,FUL,666.0
AB,2023-07-01,9.2,N,58.873,-117.992,FUL,337.0
AB,2023-07-01,8.5,N,59.011,-117.266,FUL,390.0
AB,2023-07-01,0.0,N,58.939,-117.582,FUL,342.0
AB,2023-07-02,0.0,N,58.74,-114.999,FUL,884.0
AB,2023-07-03,1166.5,N,58.721,-115.859,FUL,480.0
AB,2023-07-03,0.1,N,58.636,-115.934,FUL,380.0
AB,2023-07-03,14250.0,N,59.955,-116.247,FUL,307.0
AB,2023-07-04,0.0,N,58.702,-115.77,FUL,473.0
AB,2023-07-04,0.1,N,58.7,-116.156,FUL,421.0
AB,2023-07-04,0.5,N,58.76,-115.945,FUL,530.0
AB,2023-07-05,3.6,N,58.844,-114.344,FUL,583.0
AB,2023-07-05,45061.0,N,59.453,-114.159,FUL,452.0
AB,2023-07-05,1.8,N,59.419,-114.353,FUL,886.0
AB,2023-07-05,113.2,N,59.372,-114.426,FUL,806.0
AB,2023-07-05,57412.0,N,59.225,-114.404,FUL,809.0
AB,2023-07-05,0.1,H,58.694,-117.386,FUL,658.0
AB,2023-07-05,1.7,N,58.89,-117.008,FUL,431.0
AB,2023-07-06,1.4,N,58.695,-116.148,FUL,416.0
AB,2023-07-06,48.3,N,58.558,-116.662,FUL,329.0
AB,2023-07-06,0.0,N,58.657,-115.915,FUL,394.0
AB,2023-07-06,0.0,N,58.578,-116.799,FUL,344.0
AB,2023-07-06,0.1,N,58.91,-117.643,FUL,345.0
AB,2023-07-06,0.0,N,58.813,-114.304,FUL,419.0
AB,2023-07-07,3173.2,N,59.054,-114.359,FUL,711.0
AB,2023-07-08,0.1,H,59.6,-117.395,FUL,329.0
AB,2023-07-08,20.1,H,58.049,-115.61,FUL,298.0
AB,2023-07-09,346.2,N,59.047,-117.081,FUL,408.0
AB,2023-07-10,0.1,N,59.063,-117.175,FUL,391.0
AB,2023-07-10,0.1,N,59.193,-119.027,FUL,466.0
AB,2023-07-11,2.0,N,58.992,-119.227,FUL,377.0
AB,2023-07-13,0.9,H,58.912,-117.644,FUL,345.0
AB,2023-07-13,0.0,H,58.366,-116.058,FUL,283.0
AB,2023-07-13,5555.0,N,59.466,-119.951,FUL,555.0
AB,2023-07-13,4.0,N,59.435,-119.933,FUL,567.0
AB,2023-07-14,3.5,N,58.1,-114.992,FUL,297.0
AB,2023-07-16,54.8,N,59.76,-119.913,FUL,539.0
AB,2023-07-16,15.4,H,58.992,-119.227,FUL,377.0
AB,2023-07-16,380.0,N,57.644,-114.128,FUL,512.0
AB,2023-07-18,0.0,H,58.179,-116.393,FUL,322.0
AB,2023-07-23,0.9,N,58.338,-119.843,FUL,537.0
AB,2023-07-23,0.2,N,58.348,-118.305,FUL,408.0
AB,2023-07-23,0.7,N,58.12,-119.693,FUL,653.0
AB,2023-07-23,0.1,N,58.135,-119.859,FUL,650.0
AB,2023-07-23,0.1,N,58.522,-117.433,FUL,361.0
AB,2023-07-23,14.2,N,57.849,-116.059,FUL,822.0
AB,2023-07-24,0.3,N,58.136,-118.988,FUL,681.0
AB,2023-07-24,0.8,N,58.315,-115.282,FUL,260.0
AB,2023-07-25,0.3,N,58.941,-116.932,FUL,452.0
AB,2023-08-06,0.0,H,58.54,-116.493,FUL,325.0
AB,2023-08-11,0.0,N,58.235,-116.46,FUL,314.0
AB,2023-08-17,0.0,H,58.74,-113.85,FUL,239.0
AB,2023-08-20,0.0,H,58.608,-117.158,FUL,329.0
AB,2023-08-22,0.5,N,58.249,-119.201,FUL,585.0
AB,2023-09-02,0.1,H,58.515,-117.027,FUL,326.0
AB,2023-09-09,0.1,H,58.364,-116.206,FUL,289.0
AB,2023-09-09,0.0,H,58.369,-116.155,FUL,285.0
AB,2023-09-12,0.0,H,58.428,-116.349,FUL,282.0
AB,2023-09-13,0.2,N,58.338,-114.989,FUL,259.0
AB,2023-09-15,0.0,N,58.252,-118.094,FUL,427.0
AB,2023-09-15,0.9,H,58.487,-115.631,FUL,289.0
AB,2023-09-19,54.1,N,59.649,-119.703,FUL,541.0
