fire_id,lat,lon,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,ELEVATION,distance,TOTAL_RAIN_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,ID,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_RAIN,DIRECTION_MAX_GUST_FLAG,LOCAL_DAY,LOCAL_DATE,SNOW_ON_GROUND,PROVINCE_CODE,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,TOTAL_PRECIPITATION
79011,56.417222,-94.426667,2010-07-22,271.6,KETTLE GS,MB,56.23,-94.39,145.4,20.92738777079152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79012,56.480278,-94.062222,2010-07-22,10.0,LIMESTONE GS,MB,56.3,-94.11,88.4,20.247832897804635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79013,56.363889,-93.704722,2010-07-24,18.0,LIMESTONE GS,MB,56.3,-94.11,88.4,25.957151948219405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79014,56.21,-92.976667,2010-07-23,4.0,LIMESTONE GS,MB,56.3,-94.11,88.4,70.67077293345648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79015,56.705833,-93.154444,2010-07-28,43.6,PORT NELSON,MB,57.0,-92.51,14.9,51.00869251555263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79016,56.678611,-94.214722,2010-08-01,1.0,BIRD,MB,56.3,-94.12,86.9,42.47262473908286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79017,55.8499998,-92.0749994,2011-07-17,2.0,SHAMATTAWA A,MB,55.52,-92.05,89.9,36.70469104737376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79018,55.9294442,-92.4622222,2011-07-17,1.0,SHAMATTAWA A,MB,55.52,-92.05,89.9,52.30402649442018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79019,57.6833332,-94.3500005,2011-08-24,20.0,LITTLE BEAVER RIVER,MB,57.39,-95.4,245.0,70.6037524412219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79020,56.5463885,-94.0905555,2011-08-07,1.0,LIMESTONE GS,MB,56.3,-94.11,88.4,27.40601629942094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79021,57.3119698,-93.4447461,2004-07-14,677.1,PORT NELSON,MB,57.0,-92.51,14.9,66.14768394849884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79022,56.5524755,-93.6576454,2004-07-26,96.9,LIMESTONE GS,MB,56.3,-94.11,88.4,39.49574917213658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79023,56.3854594,-91.4770269,2004-08-04,167.8,YORK FACTORY,MB,57.0,-92.18,6.0,80.64507346728573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79024,56.8980666,-92.5703867,2004-08-04,144.3,PORT NELSON,MB,57.0,-92.51,14.9,11.903913566130912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79025,56.335179,-90.1175068,2004-07-14,3451.3,YORK FACTORY,MB,57.0,-92.18,6.0,146.00226366589624,,,,,5063350.2004.7.14,28.5,,21.0,14.6,,14.0,2004-07-14 00:00:00,0.0,MB,,6.8,,,,,2004.0,7.0,,,24.8,5063350,,0.0,,,0.0,,14.6
79026,56.3876341,-93.0017654,2004-07-27,343.7,LIMESTONE GS,MB,56.3,-94.11,88.4,68.94267382868046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79027,55.7429997,-90.9765623,2004-07-27,431.3,SHAMATTAWA A,MB,55.52,-92.05,89.9,71.75254596518403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79028,57.35,-99.383333,2008-06-01,50.0,MISSI,MB,57.19,-98.1,265.0,79.12886310849255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79029,57.405556,-97.390556,2008-07-01,8892.399999999998,MISSI FALLS,MB,57.19,-98.06,266.7,46.788328747542096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79030,57.633333,-98.133333,2010-05-12,10.0,MISSI,MB,57.19,-98.1,265.0,49.30580715183605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79031,57.35,-97.333333,2010-08-08,563.4,MISSI FALLS,MB,57.19,-98.06,266.7,47.14169621849391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79032,57.629167,-97.036944,2010-07-22,1747.0,MISSI FALLS,MB,57.19,-98.06,266.7,78.30213266732129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79033,57.536944,-99.51,2010-08-08,511.8,MISSI,MB,57.19,-98.1,265.0,92.87954655949146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79034,57.276111,-98.967778,2010-08-07,483.1,MISSI,MB,57.19,-98.1,265.0,53.06078891071868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79035,57.105278,-101.158611,2005-06-12,0.4,REINDEER LAKE,MB,57.53,-101.4,225.0,49.36983413130527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79036,57.65,-101.116667,2005-07-08,10.0,REINDEER LAKE,MB,57.53,-101.4,225.0,21.5081217349324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79037,57.050833,-99.865,2006-06-01,11073.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,81.4587544133204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79038,57.424167,-100.900833,2006-08-07,5.0,REINDEER LAKE,MB,57.53,-101.4,225.0,32.05779547839995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79039,57.316389,-99.899722,2007-07-01,44274.0,REINDEER LAKE,MB,57.53,-101.4,225.0,92.84956404162698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79040,57.300833,-99.999722,2008-06-01,35.0,REINDEER LAKE,MB,57.53,-101.4,225.0,87.5828867373745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79041,56.906111,-101.135,2008-06-01,4.0,LYNN LAKE,MB,56.515,-101.0434,356.6,43.81986761698108,M,,33.0,,5061648.2008.6.1,10.7,,1.7,,E,1.0,2008-06-01 00:00:00,,MB,30.0,0.0,E,,,,2008.0,6.0,,M,6.2,5061648,,,,59.0,11.8,87.0,1.0
79042,57.208333,-100.806389,2008-08-01,13430.6,REINDEER LAKE,MB,57.53,-101.4,225.0,50.4272927751157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79043,57.579444,-100.625833,2008-08-09,27.3,REINDEER LAKE,MB,57.53,-101.4,225.0,46.47987843429524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79044,57.01,-101.039444,2010-06-03,12.0,LYNN LAKE,MB,56.515,-101.0434,356.6,55.00745888870723,M,,,,5061645.2010.6.3,22.7,,8.7,,M,3.0,2010-06-03 00:00:00,,MB,,0.0,,,,,2010.0,6.0,,M,15.7,5061645,,,,44.0,2.3,,0.0
79045,57.574444,-100.548889,2010-07-02,398.0,REINDEER LAKE,MB,57.53,-101.4,225.0,50.98440093219073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79046,57.502778,-100.572778,2010-07-02,146.0,REINDEER LAKE,MB,57.53,-101.4,225.0,49.46144562252864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79047,56.969722,-100.917778,2010-07-19,0.1,LYNN LAKE,MB,56.515,-101.0434,356.6,51.10764218127937,M,,,,5061645.2010.7.19,24.6,,11.9,,M,19.0,2010-07-19 00:00:00,,MB,,0.3,,,,,2010.0,7.0,,M,18.3,5061645,,,,33.0,0.0,,0.0
79048,57.300556,-100.268056,2010-07-21,643.1,REINDEER LAKE,MB,57.53,-101.4,225.0,72.38066919149273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79049,56.916667,-101.15,2010-07-21,1.0,LYNN LAKE,MB,56.515,-101.0434,356.6,45.106210299584575,M,,,,5061645.2010.7.21,24.5,,11.4,,,21.0,2010-07-21 00:00:00,,MB,0.0,0.0,,,,,2010.0,7.0,,M,18.0,5061645,,,,0.0,0.0,,0.3
79050,57.111667,-100.203056,2010-07-22,253.4,LYNN LAKE,MB,56.51,-101.02,339.9,83.30480125784074,M,,,,5061645.2010.7.22,26.2,,9.3,,,22.0,2010-07-22 00:00:00,,MB,0.0,0.0,,,,,2010.0,7.0,,M,17.8,5061645,,,,0.0,0.2,,0.0
79051,57.189722,-101.137778,2010-07-22,320.0,REINDEER LAKE,MB,57.53,-101.4,225.0,40.94952033894734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79052,57.202778,-101.124167,2010-07-22,12616.0,REINDEER LAKE,MB,57.53,-101.4,225.0,39.94316310239235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79053,57.087222,-100.559444,2010-07-30,204.2,LYNN LAKE,MB,56.51,-101.02,339.9,69.99840804636996,M,,,,5061645.2010.7.30,27.5,,10.8,,M,30.0,2010-07-30 00:00:00,,MB,,1.2,,,,,2010.0,7.0,,M,19.2,5061645,,,,33.0,0.0,,10.1
79054,57.1336107,-101.1547218,2011-08-15,5.0,REINDEER LAKE,MB,57.53,-101.4,225.0,46.44075271432282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79055,57.2113888,-101.2811115,2011-08-15,10.0,REINDEER LAKE,MB,57.53,-101.4,225.0,36.11522457137058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79056,56.509167,-100.314167,2005-07-02,1.0,LEAF RAPIDS,MB,56.28,-100.01,282.0,31.59903113792364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79057,56.821667,-99.643889,2005-07-02,6.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,52.91456706182566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79058,56.648889,-99.746667,2005-07-02,3.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,38.65136939691884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79059,56.7,-99.966667,2005-07-02,0.3,LEAF RAPIDS,MB,56.28,-100.01,282.0,46.74819807898727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79060,56.519722,-99.586944,2005-07-04,11749.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,21.31628763869221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79061,56.483333,-100.7,2005-07-08,0.5,LYNN LAKE A,MB,56.51,-101.02,339.9,19.85103846619412,,,,,5061646.2005.7.8,26.9,,13.4,0.0,,8.0,2005-07-08 00:00:00,0.0,MB,,2.2,,,,,2005.0,7.0,,,20.2,5061646,,0.0,,,0.0,,0.0
79062,56.466111,-99.466389,2005-07-10,1.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,12.213588842662825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79063,56.9625,-99.349167,2005-07-10,90.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,65.85391785365265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79064,56.766389,-98.166389,2005-07-12,9000.0,SOUTH INDIAN LAKE AIRPORT,MB,56.48,-98.54,289.0,39.17287042580177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79065,56.745833,-100.033333,2005-07-01,0.1,LEAF RAPIDS,MB,56.28,-100.01,282.0,51.78550897050872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79066,56.686944,-99.701944,2006-06-24,0.2,RUTTAN LAKE,MB,56.37,-99.37,304.8,40.67377558908431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79067,57.001944,-99.680278,2006-06-01,1831.7,RUTTAN LAKE,MB,56.37,-99.37,304.8,72.73318953345604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79068,56.8175,-98.756389,2006-06-01,4.0,SOUTH INDIAN LAKE AIRPORT,MB,56.48,-98.54,289.0,39.76639801639313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79069,56.752222,-98.654167,2006-06-01,2.0,SOUTH INDIAN LAKE AIRPORT,MB,56.48,-98.54,289.0,31.04571994484773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79070,56.931667,-97.733333,2006-06-01,1199.7,MISSI FALLS,MB,57.19,-98.06,266.7,34.83837847155056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79071,57.061389,-98.519722,2006-06-01,1138.0,MISSI,MB,57.19,-98.1,265.0,29.07240170372261,,M,,M,5061765.2006.6.1,,M,,0.0,,1.0,2006-06-01 00:00:00,0.0,MB,,,,,M,,2006.0,6.0,,,,5061765,,0.0,M,,,,0.0
79072,56.817778,-98.753611,2006-06-01,0.8,SOUTH INDIAN LAKE AIRPORT,MB,56.48,-98.54,289.0,39.739463714186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79073,56.765833,-98.939444,2007-06-10,0.2,SOUTH INDIAN LAKE,MB,56.47,-98.58,259.1,39.54408786877941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79074,56.461944,-100.039722,2007-06-16,0.3,LEAF RAPIDS,MB,56.28,-100.01,282.0,20.301120783340583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79075,56.467778,-100.009722,2007-06-23,0.1,LEAF RAPIDS,MB,56.28,-100.01,282.0,20.86685857069903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
