fire_id,lat,lon,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,ELEVATION,distance,DIRECTION_MAX_GUST,MEAN_TEMPERATURE,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_DAY,LOCAL_YEAR,HEATING_DEGREE_DAYS_FLAG,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN,COOLING_DEGREE_DAYS,ID,SNOW_ON_GROUND,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION,MIN_TEMPERATURE,TOTAL_SNOW,LOCAL_MONTH,SPEED_MAX_GUST,MAX_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_RAIN_FLAG,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS
100000,52.35,-88.64499999999998,2015-06-30,2.0,LANSDOWNE HOUSE (AUT),ON,52.1146,-87.561,253.4,78.27621995023758,0.0,10.3,M,,30.0,2015.0,,ON,,,0.0,6014353.2015.6.30,,,,M,,,6014353,,3.6,,6.0,0.0,17.0,,,M,2015-06-30 00:00:00,,,,7.7
100001,52.0929,-88.4385,2015-06-26,7.0,LANSDOWNE HOUSE A,ON,52.1145,-87.561,254.2,59.94309605872022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100002,52.4716,-89.8217,2015-06-27,35.0,BIG TROUT LAKE READAC,ON,53.4856,-89.5344,222.2,114.30856645154329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100003,52.5713,-89.0429,2015-06-29,1.0,BIG TROUT LAKE A,ON,53.4858,-89.533,222.5,106.77142973073832,3.0,10.6,M,,29.0,2015.0,,ON,,,0.0,6010735.2015.6.29,,,,,,,6010735,0.3,4.8,,6.0,39.0,16.3,,,M,2015-06-29 00:00:00,,,,7.4
100004,52.3231,-90.3257,2016-07-21,15.1999998093,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,114.8393532536766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,52.4247,-89.7136,2016-07-21,12.8999996185,BIG TROUT LAKE READAC,ON,53.4856,-89.5344,222.2,118.5013473767523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100006,52.4847,-89.3482,2017-08-15,15.0,BIG TROUT LAKE READAC,ON,53.4856,-89.5344,222.2,111.92039169843412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100007,52.0283,-89.2367,2017-08-16,6.0,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,100.0452728282571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100008,52.2212,-89.4807,2017-08-24,10.0,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,110.61355646728808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100009,52.371,-90.083,2017-07-17,3.20000004768,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,119.0159669951284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100010,52.0482,-88.7962,2017-08-09,17.3999996185,LANSDOWNE HOUSE A,ON,52.1145,-87.561,254.2,84.67320618421873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100011,51.8964,-89.6139,2017-08-27,0.20000000298,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,73.9754750904541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100012,52.0916,-89.5698,2017-08-07,3.79999995232,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,94.98353065342324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100013,52.4727,-89.3181,2017-08-14,5.0,BIG TROUT LAKE READAC,ON,53.4856,-89.5344,222.2,113.48507128253776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100014,52.3056,-89.30939999999998,2017-08-16,10.0,LANSDOWNE HOUSE (AUT),ON,52.1146,-87.561,253.4,120.92934860812149,0.0,16.2,M,,16.0,2017.0,,ON,,,0.0,6014353.2017.8.16,,,,,,,6014353,0.0,7.8,,8.0,0.0,24.6,,,M,2017-08-16 00:00:00,,,,1.8
100015,52.4679,-89.4477,2017-08-13,0.40000000596,BIG TROUT LAKE READAC,ON,53.4856,-89.5344,222.2,113.24070271131872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100016,52.2171,-90.332,2016-07-20,34.9000015259,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,103.26311868106458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100017,52.4276,-89.3726,2019-07-01,37.0,BIG TROUT LAKE READAC,ON,53.4856,-89.5344,222.2,118.06817142622336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100018,52.0093,-89.7497,2018-07-13,1.0,CENTRAL PATRICIA,ON,51.3,-90.09,345.0,82.23826463981257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100019,52.2886,-89.2645,2018-07-13,1.5,LANSDOWNE HOUSE (AUT),ON,52.1146,-87.561,253.4,117.6174348612122,26.0,22.8,M,,13.0,2018.0,,ON,,,4.8,6014353.2018.7.13,,,,,,,6014353,0.6,17.5,,7.0,46.0,28.1,,,M,2018-07-13 00:00:00,,,,0.0
100020,50.5398,-81.08809999999998,2013-07-01,0.10000000149,MOOSONEE UA,ON,51.16,-80.39,10.0,84.54972382426732,,13.0,,,1.0,2013.0,,ON,,0.0,0.0,6075425.2013.7.1,0.0,,,,,,6075425,0.0,4.0,0.0,7.0,,22.0,,,,2013-07-01 00:00:00,,,,5.0
100021,50.8146,-81.2902,2013-05-28,0.10000000149,MOOSONEE UA,ON,51.16,-80.39,10.0,73.74604608872298,,13.3,,,28.0,2013.0,,ON,,0.0,0.0,6075425.2013.5.28,0.0,,,,,,6075425,0.0,1.5,0.0,5.0,,25.0,,,,2013-05-28 00:00:00,,,,4.7
100022,50.6468,-83.89199999999998,2013-07-05,20.0,PAGWA A,ON,50.02,-85.16,189.0,113.75746517576788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100023,50.453,-81.8501,2013-07-08,0.10000000149,SMOKY FALLS,ON,50.04,-82.1,182.9,49.21059145596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100024,51.2489,-80.63389999999998,2015-06-17,0.10000000149,MOOSONEE UA,ON,51.16,-80.39,10.0,19.645981022922797,,18.3,,,17.0,2015.0,,ON,,0.0,0.3,6075425.2015.6.17,0.0,,,,,,6075425,0.0,10.0,0.0,6.0,,26.5,,,,2015-06-17 00:00:00,,,,0.0
100025,50.5613,-81.108,2015-06-26,3.0,MOOSONEE UA,ON,51.16,-80.39,10.0,83.44208957472266,,19.0,,,26.0,2015.0,,ON,,7.8,1.0,6075425.2015.6.26,0.0,,,,,,6075425,7.8,10.0,0.0,6.0,,28.0,,,,2015-06-26 00:00:00,,,,0.0
100026,50.5544,-81.39589999999998,2018-07-19,5.30000019073,SMOKY FALLS,ON,50.04,-82.1,182.9,75.93214313681217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100027,51.2246,-81.2842,2017-06-28,3.0,MOOSONEE UA,ON,51.16,-80.39,10.0,62.68681559584304,,16.8,,,28.0,2017.0,,ON,,2.0,0.0,6075425.2017.6.28,0.0,,,,,,6075425,2.0,12.0,0.0,6.0,,21.5,,,,2017-06-28 00:00:00,,,,1.2
100028,51.0842,-80.99679999999998,2017-06-10,1.0,MOOSONEE UA,ON,51.16,-80.39,10.0,43.15368342021264,,16.0,,,10.0,2017.0,,ON,,10.0,0.0,6075425.2017.6.10,0.0,,,,,,6075425,10.0,6.0,0.0,6.0,,26.0,,,,2017-06-10 00:00:00,,,,2.0
100029,50.9626,-81.09,2019-06-28,8.0,MOOSONEE UA,ON,51.16,-80.39,10.0,53.58410988748294,,18.5,,,28.0,2019.0,,ON,,1.5,0.5,6075425.2019.6.28,0.0,,,,,,6075425,1.5,10.0,0.0,6.0,,27.0,,,,2019-06-28 00:00:00,,,,0.0
100030,51.0879,-88.40569999999998,2015-06-30,0.600000023842,FORT GOOD HOPE CS,ON,51.33,-87.58,,63.46717095872951,0.0,19.7,M,,30.0,2015.0,,NT,,,1.7,2201450.2015.6.30,,,,M,,,2201450,,16.2,,6.0,0.0,23.1,,,M,2015-06-30 00:00:00,,,,0.0
100031,50.9391,-88.176,2016-09-12,0.10000000149,FORT GOOD HOPE CS,ON,51.33,-87.58,,60.11701107687762,0.0,5.3,M,,12.0,2016.0,,NT,,,0.0,2201450.2016.9.12,,,,,,,2201450,9.2,1.2,,9.0,0.0,9.4,,,M,2016-09-12 00:00:00,,,,12.7
100032,50.8616,-88.1508,2017-08-18,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,53.56188978341106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100033,51.0016,-88.80209999999998,2017-07-30,0.20000000298,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,84.12527689483598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100034,50.9535,-88.36459999999998,2017-08-11,1.29999995232,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,66.01775617027607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100035,50.8623,-88.1516,2017-07-31,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,53.64192569962133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100036,51.1818,-88.8378,2018-07-30,2.79999995232,DONA LAKE,ON,51.24,-90.07,382.0,86.02197762459441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100037,50.8874,-86.2955,2018-08-31,2.0,OGOKI POST A,ON,51.3931,-85.5404,181.0,77.00358831980586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100038,50.2224,-87.62309999999998,2013-06-09,0.10000000149,REDMOND,ON,50.14,-87.3,326.1,24.748146419471315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039,50.8655,-88.9681,2001-06-09,0.5,ARMSTRONG (AUT),ON,50.18,-89.02,350.5,76.26445796796833,26.0,12.9,M,,9.0,2001.0,,ON,,,0.0,6040325.2001.6.9,,,31.0,,,100.0,6040325,1.2,0.0,,6.0,37.0,25.7,,,M,2001-06-09 00:00:00,,,,5.1
100040,50.4695,-89.6316,2013-08-23,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,46.08452704046915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100041,50.2232,-86.95999999999998,2013-05-17,0.40000000596,HANOVER TOWER,ON,50.24,-87.1,335.3,10.125515520958643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100042,49.7586,-90.3597,2013-05-29,0.600000023842,STURGEON LAKE,ON,49.53,-90.58,428.2,29.943451169421703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100043,49.9457,-89.90269999999998,2013-08-20,0.300000011921,SAVANT LAKE,ON,50.28,-90.21,398.7,43.12317466143373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100044,50.2322,-86.94459999999998,2013-05-17,0.699999988079,HANOVER TOWER,ON,50.24,-87.1,335.3,11.079547012028447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100045,50.5214,-89.5188,2013-08-20,1.5,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,49.492431472011454,21.0,25.4,M,,20.0,2013.0,,ON,,,7.4,6040325.2013.8.20,,,42.0,,,85.0,6040325,0.0,17.1,,8.0,32.0,33.6,,,M,2013-08-20 00:00:00,,,,0.0
100046,50.2551,-89.3069,2015-07-05,3.5,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,18.09270108369792,28.0,19.6,M,,5.0,2015.0,,ON,,,1.6,6040325.2015.7.5,,,,,,,6040325,3.2,13.3,,7.0,32.0,25.9,,,M,2015-07-05 00:00:00,,,,0.0
100047,50.7804,-87.29989999999998,2015-08-18,0.40000000596,WABOOSE DAM,ON,50.47,-87.59,329.2,40.10018280185788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100048,50.5652,-89.452,2015-06-27,0.10000000149,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,50.86314308888571,24.0,18.0,M,,27.0,2015.0,,ON,,,0.0,6040325.2015.6.27,,,,,,,6040325,0.2,8.8,,6.0,37.0,27.2,,,M,2015-06-27 00:00:00,,,,0.0
100049,50.2413,-88.0283,2015-06-17,0.20000000298,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,16.73057724645287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100050,50.6739,-88.3985,2015-07-14,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,38.12779061473471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100051,50.589,-89.2964,2015-07-11,0.40000000596,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,48.80464121654994,0.0,22.7,M,,11.0,2015.0,,ON,,,4.7,6040325.2015.7.11,,,,,,,6040325,3.3,13.9,,7.0,0.0,31.4,,,M,2015-07-11 00:00:00,,,,0.0
100052,50.0752,-87.5708,2015-07-17,0.300000011921,REDMOND,ON,50.14,-87.3,326.1,20.599458319468376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100053,50.2259,-86.9572,2015-04-16,0.899999976158,HANOVER TOWER,ON,50.24,-87.1,335.3,10.270891699326905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100054,50.1925,-86.86759999999998,2015-07-12,0.10000000149,HANOVER TOWER,ON,50.24,-87.1,335.3,17.348029684899483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100055,50.588,-89.2568,2015-07-11,3.0,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,47.93064323287012,0.0,22.7,M,,11.0,2015.0,,ON,,,4.7,6040325.2015.7.11,,,,,,,6040325,3.3,13.9,,7.0,0.0,31.4,,,M,2015-07-11 00:00:00,,,,0.0
100056,50.5322,-88.2339,2015-07-14,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,18.73487800192875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100057,50.6244,-89.4042,2015-06-27,0.5,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,55.18281496026178,24.0,18.0,M,,27.0,2015.0,,ON,,,0.0,6040325.2015.6.27,,,,,,,6040325,0.2,8.8,,6.0,37.0,27.2,,,M,2015-06-27 00:00:00,,,,0.0
100058,50.3138,-89.0569,2015-05-07,2.5,ARMSTRONG (AUT),ON,50.18,-89.02,350.5,15.097993500878545,14.0,14.4,M,,7.0,2015.0,,ON,,,0.0,6040325.2015.5.7,,,,,,,6040325,0.3,7.1,,5.0,35.0,21.6,,,M,2015-05-07 00:00:00,,,,3.6
100059,50.2308,-87.5629,2015-05-14,1.89999997616,REDMOND,ON,50.14,-87.3,326.1,21.25416758124326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100060,50.7629,-89.37009999999998,2015-06-27,0.40000000596,RAT RAPIDS,ON,51.12,-90.14,374.9,66.93941519019441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100061,50.2367,-86.953,2015-05-04,7.0,HANOVER TOWER,ON,50.24,-87.1,335.3,10.454471933410016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100062,50.2259,-86.9586,2014-05-07,1.0,HANOVER TOWER,ON,50.24,-87.1,335.3,10.17255148359029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100063,50.2268,-86.95579999999998,2014-05-18,1.0,HANOVER TOWER,ON,50.24,-87.1,335.3,10.354518014156858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100064,50.2217,-86.9604,2014-05-18,0.20000000298,HANOVER TOWER,ON,50.24,-87.1,335.3,10.129866092947823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100065,50.2581,-86.9642,2014-07-22,0.5,HANOVER TOWER,ON,50.24,-87.1,335.3,9.85722179539769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100066,50.2248,-86.95789999999998,2014-05-08,0.10000000149,HANOVER TOWER,ON,50.24,-87.1,335.3,10.241283561644993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100067,50.2304,-86.9488,2014-05-18,1.0,HANOVER TOWER,ON,50.24,-87.1,335.3,10.800080564073795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100068,50.2817,-89.54609999999998,2015-05-06,18.2000007629,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,34.72038916165242,14.0,9.3,M,,6.0,2015.0,,ON,,,0.0,6040325.2015.5.6,,,,,,,6040325,0.0,-3.0,,5.0,35.0,21.5,,,M,2015-05-06 00:00:00,,,,8.7
100069,50.5838,-89.549,2015-06-30,1.29999995232,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,56.32555544350512,,10.1,M,E,30.0,2015.0,E,ON,,,0.0,6040325.2015.6.30,,E,,,,,6040325,0.0,0.7,,6.0,,19.5,M,,M,2015-06-30 00:00:00,,E,M,7.9
100070,50.737,-88.2406,2015-07-09,1.20000004768,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,40.57495852593036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100071,50.6817,-87.49039999999998,2015-08-18,0.10000000149,WABOOSE DAM,ON,50.47,-87.59,329.2,24.55277350885557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100072,50.2295,-86.9667,2016-04-28,0.20000000298,HANOVER TOWER,ON,50.24,-87.1,335.3,9.546599267486004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100073,50.2829,-89.2236,2016-05-22,2.09999990463,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,15.735776027338243,16.0,14.6,M,,22.0,2016.0,,ON,,,0.0,6040325.2016.5.22,,,,,,,6040325,2.1,2.1,,5.0,48.0,27.0,,,M,2016-05-22 00:00:00,,,,3.4
100074,50.3569,-89.38639999999998,2016-07-21,0.10000000149,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,29.57528256302689,27.0,25.6,M,,21.0,2016.0,,ON,,,7.6,6040325.2016.7.21,,,,,,,6040325,0.0,19.4,,7.0,39.0,31.8,,,M,2016-07-21 00:00:00,,,,0.0
100075,50.7824,-88.5965,2018-09-04,1.29999995232,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,55.947045735124014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100076,50.7228,-88.6195,2018-09-02,0.300000011921,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,51.9130135953598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100077,50.4232,-90.2408,2018-08-27,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,16.06227603225536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100078,50.9355,-89.8913,2018-06-23,0.40000000596,RAT RAPIDS,ON,51.12,-90.14,374.9,26.87914360146207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100079,50.8727,-89.53489999999998,2018-07-14,0.10000000149,RAT RAPIDS,ON,51.12,-90.14,374.9,50.45961533280404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100080,50.5609,-90.3518,2018-06-20,1.0,SAVANT LAKE,ON,50.28,-90.21,398.7,32.7898990534068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100081,50.9075,-89.4671,2018-09-04,4.0,RAT RAPIDS,ON,51.12,-90.14,374.9,52.63790951725862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100082,50.2006,-89.7444,2018-06-25,3.90000009537,SAVANT LAKE,ON,50.28,-90.21,398.7,34.24726514176064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100083,49.9962,-90.0314,2018-07-12,1.29999995232,SAVANT LAKE,ON,50.28,-90.21,398.7,34.00611446724403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100084,49.799,-90.2783,2018-08-06,0.10000000149,STURGEON RIVER,ON,50.043507,-90.511306,415.0,31.877423787096912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100085,50.0755,-89.8574,2018-09-06,1.5,SAVANT LAKE,ON,50.28,-90.21,398.7,33.853798078209174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100086,49.8869,-90.3054,2018-09-01,0.10000000149,STURGEON RIVER,ON,50.043507,-90.511306,415.0,22.79245675807912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100087,50.7378,-89.2317,2018-09-12,0.10000000149,ARMSTRONG (AUT),ON,50.18,-89.02,350.5,63.76919522282186,,17.0,,,12.0,2018.0,,ON,,,0.0,6040325.2018.9.12,,,46.0,,,87.0,6040325,0.0,12.3,,9.0,,21.8,,,,2018-09-12 00:00:00,,,,1.0
100088,49.9713,-90.2965,2018-08-07,0.10000000149,STURGEON RIVER,ON,50.043507,-90.511306,415.0,17.312906762410847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100089,50.194,-89.64029999999998,2017-08-13,1.10000002384,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,39.24946826387783,30.0,17.6,M,,13.0,2017.0,,ON,,,0.0,6040325.2017.8.13,,,,,,,6040325,28.5,8.9,,8.0,52.0,26.2,,,M,2017-08-13 00:00:00,,,,0.4
100090,50.6065,-87.99559999999998,2017-07-28,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,26.661982213554182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100091,50.0873,-90.0761,2017-08-07,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,23.437813328781377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100092,50.8986,-89.46519999999998,2017-07-27,0.300000011921,RAT RAPIDS,ON,51.12,-90.14,374.9,53.21069826218477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100093,50.855,-88.5507,2017-08-09,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,60.89642520369969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100094,50.5795,-89.61799999999998,2017-09-11,2.5,SAVANT LAKE,ON,50.28,-90.21,398.7,53.51523070250322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100095,50.8654,-87.6344,2017-07-31,0.5,WABOOSE DAM,ON,50.47,-87.59,329.2,44.05001256382328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100096,50.0693,-89.7061,2017-08-01,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,42.82908098560457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100097,50.733,-87.6695,2017-08-07,0.10000000149,WABOOSE DAM,ON,50.47,-87.59,329.2,29.758951276607963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100098,50.9541,-89.83119999999998,2017-07-07,0.10000000149,RAT RAPIDS,ON,51.12,-90.14,374.9,28.38111418709082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100099,50.0212,-89.4381,2017-08-10,0.10000000149,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,29.81968788530485,0.0,13.5,M,,10.0,2017.0,,ON,,,0.0,6040325.2017.8.10,,,,,,,6040325,0.0,4.8,,8.0,0.0,22.2,,,M,2017-08-10 00:00:00,,,,4.5
100100,50.6161,-90.0702,2017-07-29,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,38.63702320150381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100101,50.6622,-89.1853,2017-08-08,7.0,ARMSTRONG (AUT),ON,50.18,-89.02,350.5,54.84771686047122,29.0,14.6,M,,8.0,2017.0,,ON,,,0.0,6040325.2017.8.8,,,,T,,,6040325,0.0,8.1,,8.0,35.0,21.0,,,M,2017-08-08 00:00:00,,,,3.4
100102,50.4474,-87.8824,2017-08-08,0.10000000149,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,18.41700795111356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100103,49.9858,-87.63259999999998,2017-07-06,0.20000000298,REDMOND,ON,50.14,-87.3,326.1,29.26717882365802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100104,50.6007,-89.3408,2017-08-13,0.10000000149,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,51.05406694551905,30.0,17.6,M,,13.0,2017.0,,ON,,,0.0,6040325.2017.8.13,,,,,,,6040325,28.5,8.9,,8.0,52.0,26.2,,,M,2017-08-13 00:00:00,,,,0.4
100105,50.618,-90.0428,2017-07-31,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,39.37955682377565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100106,50.8744,-89.4156,2017-08-26,1.20000004768,RAT RAPIDS,ON,51.12,-90.14,374.9,57.54599716226268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100107,50.4972,-89.4315,2017-07-15,0.10000000149,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,43.69020072829287,0.0,13.6,M,,15.0,2017.0,,ON,,,0.0,6040325.2017.7.15,,,,,,,6040325,0.0,5.0,,7.0,0.0,22.1,,,M,2017-07-15 00:00:00,,,,4.4
100108,50.8714,-87.933,2017-07-29,0.10000000149,WABOOSE DAM,ON,50.47,-87.59,329.2,50.72678331585871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100109,50.8256,-89.46989999999998,2017-08-01,0.10000000149,RAT RAPIDS,ON,51.12,-90.14,374.9,57.17425233523579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100110,50.1289,-89.49259999999998,2017-08-13,0.899999976158,ARMSTRONG (AUT),ON,50.17,-89.09,341.7,29.02965910308884,30.0,17.6,M,,13.0,2017.0,,ON,,,0.0,6040325.2017.8.13,,,,,,,6040325,28.5,8.9,,8.0,52.0,26.2,,,M,2017-08-13 00:00:00,,,,0.4
100111,50.7208,-89.9518,2017-07-28,0.600000023842,RAT RAPIDS,ON,51.12,-90.14,374.9,46.27877970822638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100112,50.8439,-88.57299999999998,2017-07-05,0.40000000596,SUMMIT CONTROL DAM,ON,50.38,-88.12,332.2,60.64557658049339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100113,50.7256,-87.70059999999998,2017-08-07,0.10000000149,WABOOSE DAM,ON,50.47,-87.59,329.2,29.45548905813971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100114,50.6244,-89.8156,2017-07-30,0.10000000149,SAVANT LAKE,ON,50.28,-90.21,398.7,47.364982537073686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100115,50.7757,-89.6162,2017-08-08,30.0,RAT RAPIDS,ON,51.12,-90.14,374.9,52.99698115636405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100116,49.9922,-87.7694,2017-07-30,0.10000000149,REDMOND,ON,50.14,-87.3,326.1,37.29430180913123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100117,50.6577,-89.9238,2017-08-13,16.0,SAVANT LAKE,ON,50.28,-90.21,398.7,46.598526430329166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
