fire_id,lat,lon,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,ELEVATION,distance,PROVINCE_CODE,HEATING_DEGREE_DAYS,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,LOCAL_DAY,LOCAL_MONTH,ID,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_SNOW,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE,SPEED_MAX_GUST,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND,CLIMATE_IDENTIFIER
0,50.905,-126.9292,2000-03-10,6.0,EGG ISLAND,BC,51.145,-127.50073,14.0,48.03193929023594,BC,11.3,,,,,10.0,3.0,1062646.2000.3.10,,2.0,0.0,6.7,,2000-03-10 00:00:00,,,,0.0,,,,11.3,,,2000.0,3.5,,,,3.5,0.0,1062646
1,49.2971,-122.2321,2000-08-21,0.2,PITT LAKE,BC,49.26,-122.31,7.6,6.992180638354297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55.8,-124.8167,2005-06-20,0.01,MESILINKA CAMP,BC,56.07,-124.3,803.0,43.98404553858246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,49.877,-121.573,2000-08-06,0.1,LYTTON A,BC,50.1328,-121.3455,224.9,32.74205124944262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,49.0667,-121.8333,2000-07-28,0.1,VEDDER SOUTH LICKMAN,BC,49.06,-122.0,15.2,12.160548493190031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,59.8392,-127.45,2001-05-06,0.03,IRON CREEK,YT,60.01,-127.51,868.7,19.272035744723127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,59.8042,-127.478,2001-05-06,0.2,IRON CREEK,YT,60.01,-127.51,868.7,22.938946598063943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,59.9227,-128.5143,2001-05-06,0.01,WATSON LAKE YTG,YT,60.04,-128.43,701.0,13.851873418946797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,59.6755,-129.061,2000-06-12,3.8,LOWER POST,BC,59.56,-128.3,583.1,44.6547624965357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,59.6695,-129.1578,2000-06-27,0.1,LOWER POST,BC,59.56,-128.3,583.1,49.726906781633865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,59.2448,-131.9168,2003-07-01,0.009,NAKONAKE RIVER,BC,59.0,-133.29,365.8,82.90206314128831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,59.9617,-121.3608,2000-06-27,1000.0,SAMBAA K'E,NT,60.2627,-121.142,498.0,35.575308711593905,NT,0.5,,,,,27.0,6.0,220CQHR.2000.6.27,,7.9,,17.5,,2000-06-27 00:00:00,,,,0.0,,,,27.0,,,2000.0,,,,,,0.0,220CQHR
12,59.9752,-121.0342,2000-07-11,12.0,SAMBAA K'E,NT,60.2627,-121.142,498.0,32.501109418607925,NT,2.6,,,,,11.0,7.0,220CQHR.2000.7.11,,9.9,,15.4,,2000-07-11 00:00:00,,,,0.0,,,,20.9,,,2000.0,,,,,,0.0,220CQHR
13,59.1767,-122.019,2001-06-13,5.0,FORT NELSON UA,BC,58.5029,-122.342207,378.3,77.14771869468933,BC,0.3,,,,,13.0,6.0,1192950.2001.6.13,,8.5,0.0,17.7,,2001-06-13 00:00:00,,,,0.0,,,,26.8,T,,2001.0,0.0,,T,,0.0,0.0,1192950
14,58.9347,-120.6967,2001-06-14,3.0,YOYO,BC,58.53,-121.3,579.1,56.8620908562336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,59.3552,-121.4983,2001-06-21,0.7,YOYO,BC,58.53,-121.3,579.1,92.4023268335488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,59.3507,-121.51,2001-07-02,0.75,YOYO,BC,58.53,-121.3,579.1,91.99154979923723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,59.1113,-121.52,2001-07-15,5.0,YOYO,BC,58.53,-121.3,579.1,65.82523420002406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,59.2223,-120.929,2001-07-15,1.0,YOYO,BC,58.53,-121.3,579.1,79.82847139303566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,59.2656,-120.9527,2000-05-18,0.1,YOYO,BC,58.53,-121.3,579.1,84.1393097741929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,59.2656,-120.9527,2000-05-18,0.1,YOYO,BC,58.53,-121.3,579.1,84.1393097741929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,59.2267,-120.9017,2000-06-26,29.0,YOYO,BC,58.53,-121.3,579.1,80.7296198197216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,59.2067,-120.8683,2000-06-26,0.2,YOYO,BC,58.53,-121.3,579.1,79.18253983026574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,59.2217,-120.8667,2000-06-26,0.01,YOYO,BC,58.53,-121.3,579.1,80.79382442892016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,59.4008,-120.6438,2000-06-26,0.1,PETITOT LO,AB,59.32,-119.37,777.2,72.69508738860188,AB,2.0,,,,,26.0,6.0,3075171.2000.6.26,,8.0,0.0,16.0,,2000-06-26 00:00:00,,,,0.0,,,,24.0,,,2000.0,1.2,,,,1.2,0.0,3075171
25,59.4022,-121.2593,2000-06-26,1.0,SAMBAA K'E,NT,60.2627,-121.142,498.0,95.84721931715067,NT,1.5,,,,,26.0,6.0,220CQHR.2000.6.26,,6.4,,16.5,,2000-06-26 00:00:00,,,,0.0,,,,26.6,,,2000.0,,,,,,0.0,220CQHR
26,59.1837,-121.1645,2000-06-29,0.1,YOYO,BC,58.53,-121.3,579.1,73.05866230426798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,59.4914,-120.9931,2000-07-10,2.0,SAMBAA K'E,NT,60.2627,-121.142,498.0,86.11206205667263,NT,1.4,,,,,10.0,7.0,220CQHR.2000.7.10,,7.5,,16.6,,2000-07-10 00:00:00,,,,0.0,,,,25.6,,,2000.0,,,,,,0.0,220CQHR
28,59.5019,-121.1274,2000-07-10,0.5,SAMBAA K'E,NT,60.2627,-121.142,498.0,84.54790525936457,NT,1.4,,,,,10.0,7.0,220CQHR.2000.7.10,,7.5,,16.6,,2000-07-10 00:00:00,,,,0.0,,,,25.6,,,2000.0,,,,,,0.0,220CQHR
29,59.418,-120.3227,2000-07-10,0.1,PETITOT LO,AB,59.32,-119.37,777.2,55.02878600904676,AB,1.5,,,,,10.0,7.0,3075171.2000.7.10,,11.0,0.0,16.5,,2000-07-10 00:00:00,,,,0.0,,,,22.0,,,2000.0,7.2,,,,7.2,,3075171
30,59.2533,-121.273,2000-07-11,0.2,YOYO,BC,58.53,-121.3,579.1,80.39173985829677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,59.2598,-121.2928,2000-07-11,0.009,YOYO,BC,58.53,-121.3,579.1,81.10016101433713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,59.1942,-120.5198,2000-07-25,2.0,PETITOT LO,AB,59.32,-119.37,777.2,66.79352634366073,AB,0.0,,,,,25.0,7.0,3075171.2000.7.25,,10.0,0.0,18.0,,2000-07-25 00:00:00,,,,0.0,,,,26.0,,,2000.0,0.0,,,,0.0,,3075171
33,59.1108,-120.6669,2000-07-26,0.1,YOYO,BC,58.53,-121.3,579.1,74.10908746809369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,59.0598,-121.3913,2000-07-26,0.1,YOYO,BC,58.53,-121.3,579.1,59.10826680797356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,58.9771,-121.459,2000-07-26,0.2,YOYO,BC,58.53,-121.3,579.1,50.52228073150842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,59.7187,-121.123,2001-07-01,1.0,SAMBAA K'E,NT,60.2627,-121.142,498.0,60.461283386803366,NT,3.4,,,,,1.0,7.0,220CQHR.2001.7.1,,7.5,,14.6,,2001-07-01 00:00:00,,,,0.0,,,,21.7,,,2001.0,,,,,,0.0,220CQHR
37,58.0617,-123.333,2001-10-04,4.0,MILE 351 ALASKA HWY,BC,58.41,-123.43,846.1,39.11860660799289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,57.2342,-122.8055,2000-10-07,0.1,TRUTCH MOUNTAIN,BC,57.23,-122.59,1066.8,12.96965226814008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,59.6667,-124.1575,2000-07-06,0.1,FORT LIARD,NT,60.14,-123.28,213.4,71.81353770447497,NT,0.0,,,,,6.0,7.0,2201579.2000.7.6,,11.7,0.0,20.6,,2000-07-06 00:00:00,,,,2.6,,,,29.4,,,2000.0,0.0,,,,0.0,0.0,2201579
40,57.8883,-120.8383,2000-07-10,1.2,SIERRA,BC,58.5,-121.25,566.3,72.12478862590405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,59.6259,-133.4838,2001-06-16,0.009,ATLIN,BC,59.34,-133.42,673.6,31.97399440783159,BC,5.5,,,,,16.0,6.0,1200560.2001.6.16,,6.0,0.0,12.5,,2001-06-16 00:00:00,,,,0.0,,,,19.0,,,2001.0,8.0,,,,8.0,0.0,1200560
42,59.7096,-135.0619,2003-06-06,0.01,LINDEMAN CITY,BC,59.47,-135.05,667.5,26.63398992090881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,58.189,-120.9862,2001-07-04,0.3,SIERRA,BC,58.5,-121.25,566.3,37.829507430589445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,58.12,-121.168,2001-07-05,1.5,SIERRA,BC,58.5,-121.25,566.3,42.49798674450284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,58.1667,-120.95,2001-07-08,8.0,SIERRA,BC,58.5,-121.25,566.3,40.96467821020246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,58.7767,-121.975,2001-06-12,3.0,FORT NELSON UA,BC,58.5029,-122.342207,378.3,37.10400205413613,BC,0.6,,,,,12.0,6.0,1192950.2001.6.12,,9.0,0.0,17.4,,2001-06-12 00:00:00,,,,0.0,,,,25.7,T,,2001.0,0.0,,T,,0.0,0.0,1192950
47,59.1555,-122.0545,2001-06-13,0.2,FORT NELSON UA,BC,58.5029,-122.342207,378.3,74.38413841361252,BC,0.3,,,,,13.0,6.0,1192950.2001.6.13,,8.5,0.0,17.7,,2001-06-13 00:00:00,,,,0.0,,,,26.8,T,,2001.0,0.0,,T,,0.0,0.0,1192950
48,58.7367,-122.4292,2001-06-15,4.0,MILE 306 ALASKA HWY,BC,58.51,-122.52,451.1,25.73401670268638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,58.4515,-121.546,2001-06-21,6.0,YOYO,BC,58.53,-121.3,579.1,16.739761656653013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,58.4353,-121.375,2001-06-21,3.0,SIERRA,BC,58.5,-121.25,566.3,10.220880977631944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,59.2367,-122.2588,2001-06-21,0.2,FORT NELSON UA,BC,58.5029,-122.342207,378.3,81.68425689767797,BC,0.0,,,,,21.0,6.0,1192950.2001.6.21,,13.0,0.0,19.0,,2001-06-21 00:00:00,,,,1.0,,,,25.0,,,2001.0,2.0,,,,2.0,0.0,1192950
52,58.2163,-122.634,2001-06-21,0.2,PROPHET RIVER,BC,58.13,-122.47,457.2,13.577066176547271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,59.0,-122.05,2001-07-01,6.0,FORT NELSON UA,BC,58.5029,-122.342207,378.3,57.75132879040159,BC,1.8,,,,,1.0,7.0,1192950.2001.7.1,,7.5,0.0,16.2,,2001-07-01 00:00:00,,,,0.0,,,,24.8,,,2001.0,0.0,,,,0.0,0.0,1192950
54,58.646,-120.0443,2001-07-04,2.0,RAINBOW RS,AB,58.3,-119.25,536.4,60.07094782833036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,59.3202,-120.1935,2001-08-15,5.0,PETITOT LO,AB,59.32,-119.37,777.2,46.69266510793344,AB,0.0,,,,,15.0,8.0,3075171.2001.8.15,,12.0,0.0,18.5,,2001-08-15 00:00:00,,,,0.5,,,,25.0,,,2001.0,0.0,,,,0.0,0.0,3075171
56,58.7865,-122.6192,2001-09-16,0.04,MILE 306 ALASKA HWY,BC,58.51,-122.52,451.1,31.25680744663845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58.0287,-122.7413,2001-10-06,0.15,PROPHET RIVER,BC,58.13,-122.47,457.2,19.51473329415296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58.4053,-120.9253,2000-06-27,2.0,SIERRA,BC,58.5,-121.25,566.3,21.613350481093825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,58.2088,-120.8735,2000-06-28,0.6,SIERRA,BC,58.5,-121.25,566.3,39.102305000575846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,58.1645,-120.8813,2000-06-28,0.1,SIERRA,BC,58.5,-121.25,566.3,43.04237817835706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,58.1583,-120.6728,2000-07-10,0.2,SIERRA,BC,58.5,-121.25,566.3,50.7534849325171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,58.8365,-122.8764,2000-05-29,1.0,MILE 318 ALASKA HWY,BC,58.54,-123.07,520.9,34.793870571032606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,59.5077,-123.0355,2000-06-27,0.3,FORT LIARD,NT,60.14,-123.28,213.4,71.5792618821448,NT,0.0,,,,,27.0,6.0,2201579.2000.6.27,,9.0,0.0,19.4,,2000-06-27 00:00:00,,,,1.4,,,,29.7,,,2000.0,0.0,,,,0.0,0.0,2201579
64,58.456,-122.5228,2000-06-28,1.0,MILE 306 ALASKA HWY,BC,58.51,-122.52,451.1,6.002960145456142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,58.4679,-121.2647,2000-06-28,0.3,SIERRA,BC,58.5,-121.25,566.3,3.667899004448648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,58.924,-122.4035,2000-07-10,0.1,MILE 306 ALASKA HWY,BC,58.51,-122.52,451.1,46.49433193226271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,59.2917,-120.0077,2000-07-10,0.009,PETITOT LO,AB,59.32,-119.37,777.2,36.30944492233437,AB,1.5,,,,,10.0,7.0,3075171.2000.7.10,,11.0,0.0,16.5,,2000-07-10 00:00:00,,,,0.0,,,,22.0,,,2000.0,7.2,,,,7.2,,3075171
68,58.7752,-122.0123,2000-06-14,6.0,FORT NELSON UA,BC,58.5029,-122.342207,378.3,35.77212726104649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,58.5133,-121.247,2000-07-26,1.5,SIERRA,BC,58.5,-121.25,566.3,1.4881893782879163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,58.4103,-121.5318,2000-07-25,1.0,YOYO,BC,58.53,-121.3,579.1,18.93105586371821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,58.5535,-121.2163,2000-07-26,0.1,YOYO,BC,58.53,-121.3,579.1,5.511950556184073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,58.5477,-121.2008,2000-07-25,0.1,SIERRA,BC,58.5,-121.25,566.3,6.020518509937673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,58.7415,-121.9782,2000-07-26,0.1,FORT NELSON UA,BC,58.5029,-122.342207,378.3,33.861502998592734,BC,0.0,,,,,26.0,7.0,1192950.2000.7.26,,12.7,0.0,19.4,,2000-07-26 00:00:00,,,,1.4,,,,26.0,,,2000.0,7.6,,,,7.6,0.0,1192950
74,59.4117,-120.2877,2000-08-02,0.2,PETITOT LO,AB,59.32,-119.37,777.2,52.9533734357498,AB,0.0,,,,,2.0,8.0,3075171.2000.8.2,,12.0,0.0,18.5,,2000-08-02 00:00:00,,,,0.5,,,,25.0,,,2000.0,1.6,,,,1.6,,3075171
75,58.4083,-122.11,2000-08-05,10.0,FORT NELSON UA,BC,58.5029,-122.342207,378.3,17.10994811953445,BC,0.0,,,,,5.0,8.0,1192950.2000.8.5,,12.5,0.0,21.0,,2000-08-05 00:00:00,,,,3.0,,,,29.5,,,2000.0,0.0,,,,0.0,0.0,1192950
76,58.5272,-121.0598,2000-08-05,0.4,SIERRA,BC,58.5,-121.25,566.3,11.44556972279812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,59.4583,-136.375,2003-08-27,0.3,MULE CREEK,BC,59.47,-136.36,883.9,1.5516667017526902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,57.4167,-125.6167,2001-05-05,0.02,WARE,BC,57.26,-125.38,777.2,22.46615859158867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,57.3294,-125.7583,2001-05-11,0.1,WARE,BC,57.26,-125.38,777.2,23.987723209024168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,57.0924,-125.1801,2000-10-20,0.03,WARE,BC,57.26,-125.38,777.2,22.178016650849084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,56.9333,-125.0,2000-05-04,0.1,WARE,BC,57.26,-125.38,777.2,42.94422715652414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,56.8412,-125.0563,2000-05-15,4.0,WARE,BC,57.26,-125.38,777.2,50.484241041613416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,57.788,-126.0417,2000-07-10,14.0,WARE,BC,57.26,-125.38,777.2,70.72061091335472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,59.191,-129.2325,2003-05-05,0.1,GOOD HOPE LAKE,BC,59.18,-129.17,769.6,3.761943844118133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,58.9758,-127.305,2000-08-06,0.2,COAL RIVER,BC,59.4,-127.09,517.0,48.7018827614449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,58.7993,-125.0248,2001-05-02,45.0,TOAD RIVER,BC,58.51,-125.14,731.5,32.83095601985487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,57.791,-124.1227,2000-07-03,10.0,MILE 371 ALASKA HWY,BC,58.39,-124.08,758.0,66.61117563904149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,58.9893,-125.279,2001-06-20,0.7,MUNCHO LAKE,BC,58.5548004,-125.4600003,836.5,49.3969798123125,BC,2.7,,,,,20.0,6.0,1195250.2001.6.20,,7.0,0.0,15.3,,2001-06-20 00:00:00,,,,0.0,,,,23.5,,,2001.0,1.6,,,,1.6,0.0,1195250
89,57.1834,-123.3202,2000-10-13,0.2,MINAKER RIVER,BC,57.51,-123.02,625.3,40.51155356474272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,57.8333,-124.0,2000-10-09,30.0,MILE 371 ALASKA HWY,BC,58.39,-124.08,758.0,62.041339008121696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,57.8587,-131.3424,2000-04-30,3.4,TELEGRAPH CREEK,BC,57.54,-131.2,249.9,36.41102596641519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,57.8562,-131.4195,2003-07-30,0.009,TELEGRAPH CREEK,BC,57.54,-131.2,249.9,37.47744466692702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,58.4581,-129.9967,2001-05-24,0.3,DEASE LAKE,BC,58.2542006,-130.0038004,806.6,22.66212499489524,BC,13.2,,,,,24.0,5.0,1192340.2001.5.24,,-2.8,0.0,4.8,,2001-05-24 00:00:00,,,,0.0,,,,12.3,,,2001.0,0.0,,,,0.0,0.0,1192340
94,57.9077,-131.2217,2000-05-11,0.3,TELEGRAPH CREEK,BC,57.54,-131.2,249.9,40.8809890287876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,57.6838,-130.105,2001-09-20,0.009,ISKUT RANCH,BC,57.52,-130.01,854.0,19.060896793541083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,57.65,-128.15,2000-06-02,9000.0,HYLAND POST,BC,57.39,-128.1,1066.8,29.046184347119887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,57.2592,-125.1378,2000-08-02,6.0,WARE,BC,57.26,-125.38,777.2,14.556529626536545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,58.3512,-126.1527,2000-07-31,5.0,MUNCHO LAKE,BC,58.5548004,-125.4600003,836.5,46.19360561000901,BC,0.0,,,,,31.0,7.0,1195250.2000.7.31,,10.5,0.0,19.0,,2000-07-31 00:00:00,,,,1.0,,,,27.5,,,2000.0,10.2,,,,10.2,0.0,1195250
99,56.8515,-120.5913,2001-05-11,0.1,PRESPATOU,BC,56.55,-121.02,684.9,42.50387240753445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,57.109,-120.0673,2001-07-08,0.1,BASNETT,AB,57.22,-119.49,760.0,36.907452989379856,AB,6.9,,,,,8.0,7.0,3070NLN.2001.7.8,,2.1,0.0,11.1,,2001-07-08 00:00:00,,,,0.0,,,,20.1,,,2001.0,0.0,,,,0.0,0.0,3070NLN
101,57.2513,-121.052,2001-07-12,0.5,BEATTON RIVER A,BC,57.23,-121.23,839.7,10.961927092951644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,57.6268,-120.8208,2000-06-28,0.1,BEATTON RIVER A,BC,57.23,-121.23,839.7,50.4339054537136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,57.5388,-120.7777,2000-06-28,0.2,BEATTON RIVER A,BC,57.23,-121.23,839.7,43.720279216826896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,57.4872,-120.3377,2001-05-14,0.4,BASNETT,AB,57.22,-119.49,760.0,58.85519599065339,AB,11.2,,,,,14.0,5.0,3070NLN.2001.5.14,E,-0.7,0.0,6.8,,2001-05-14 00:00:00,,,E,0.0,,E,E,14.3,,,2001.0,0.0,,,E,0.0,,3070NLN
105,56.64,-120.23,2000-06-02,1477.6,ROSE PRAIRIE,BC,56.39,-120.46,670.6,31.15512985886717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,56.8833,-121.95,2001-05-02,0.009,PINK MOUNTAIN,BC,57.0,-122.22,1204.0,20.88179683146887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,56.4055,-121.1463,2001-05-02,0.3,PRESPATOU,BC,56.55,-121.02,684.9,17.830427229904146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,56.5797,-121.416,2001-05-13,0.1,WONOWON,BC,56.44,-121.48,914.4,16.012515595903267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,56.3397,-121.087,2001-05-15,0.15,CHARLIE LAKE,BC,56.17516,-121.00594,753.0,18.956759367180997,BC,10.5,,,,,15.0,5.0,11814FR.2001.5.15,,-1.0,0.0,7.5,,2001-05-15 00:00:00,,,,0.0,,,,16.0,,,2001.0,0.0,,,,0.0,0.0,11814FR
110,56.5388,-122.365,2001-05-21,4.0,HALFWAY RIVER,BC,56.44,-122.35,670.6,11.017661844501935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,56.8553,-121.2728,2000-04-19,4.0,BEATTON RIVER,BC,57.13,-121.28,807.7,30.529180020659915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,56.4667,-122.3333,2000-04-19,0.01,HALFWAY RIVER,BC,56.44,-122.35,670.6,3.1392767409103053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,56.4139,-121.1662,2000-04-21,2.0,PRESPATOU,BC,56.55,-121.02,684.9,17.584745386597888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,56.3967,-121.1358,2000-04-25,4.0,PRESPATOU,BC,56.55,-121.02,684.9,18.458697728823825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,56.7,-121.1,2000-04-25,4.0,PRESPATOU,BC,56.55,-121.02,684.9,17.37138636027121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,56.3404,-120.9258,2000-05-01,0.3,CHARLIE LAKE,BC,56.17516,-121.00594,753.0,19.01693717356184,BC,9.7,,,,,1.0,5.0,11814FR.2000.5.1,,2.0,0.0,8.3,,2000-05-01 00:00:00,,,,0.0,,,,14.5,,,2000.0,0.0,,,,0.0,0.0,11814FR
117,56.3667,-121.1667,2000-05-04,0.1,WONOWON,BC,56.44,-121.48,914.4,20.91612524198588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,56.7331,-121.6029,2000-05-20,4.0,WONOWON,BC,56.44,-121.48,914.4,33.427768530324194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,56.2197,-121.9461,2000-04-15,7.0,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,678.2,25.673069353482244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,56.9333,-121.3167,2000-06-01,16.0,BEATTON RIVER,BC,57.13,-121.28,807.7,21.970684850737825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,56.5233,-121.1667,2000-06-04,40.0,PRESPATOU,BC,56.55,-121.02,684.9,9.466022029373573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,56.3297,-121.809,2000-06-28,0.2,WONOWON,BC,56.44,-121.48,914.4,23.66216062766471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,56.6603,-121.662,2000-08-17,0.1,WONOWON,BC,56.44,-121.48,914.4,26.899628023416387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,55.9243,-123.1812,2000-09-28,0.1,FINLAY FORKS,BC,56.0,-123.54,579.1,23.850515029755496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,56.0388,-122.5422,2001-08-17,0.01,HUDSON HOPE BCHPA DAM,BC,56.01,-122.12,678.2,26.413661565475035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,55.855,-121.4163,2001-04-23,40.0,HUDSON HOPE,BC,56.0132003,-121.5442001,491.0,19.298689518115868,BC,11.5,,,,,23.0,4.0,1183629.2001.4.23,,0.0,0.0,6.5,,2001-04-23 00:00:00,,,,0.0,,,,13.0,,,2001.0,0.0,,,,0.0,0.0,1183629
127,55.7067,-120.3458,2001-04-27,7.6,SWEETWATER,BC,55.52,-120.3,792.5,20.945232963389763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
