fire_id,lat,lon,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,ELEVATION,distance,PROVINCE_CODE,HEATING_DEGREE_DAYS,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,LOCAL_DAY,LOCAL_MONTH,ID,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_SNOW,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE,SPEED_MAX_GUST,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,SNOW_ON_GROUND_FLAG,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND,CLIMATE_IDENTIFIER
2957,54.6553,-124.7179,2003-05-10,4.5,TACHIE 1SE,BC,54.38,-124.42,682.8,36.12674373970832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,55.0508,-125.4488,2003-05-10,55.9,LEO CREEK,BC,55.05,-125.35,698.0,6.290102275146927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,54.8242,-125.4217,2003-04-22,12.0,LEO CREEK,BC,55.05,-125.35,698.0,25.50611396142622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,54.8745,-125.317,2003-05-10,0.5,LEO CREEK,BC,55.05,-125.35,698.0,19.61576789550097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,54.5754,-124.4777,2003-05-12,0.1,KALDER LAKE,BC,54.58,-124.15,969.3,21.11265066253014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,55.2261,-126.1004,2003-06-22,0.1,FORT BABINE,BC,55.19,-126.37,716.3,17.559121986633887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,54.5809,-125.3127,2003-07-13,0.15,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,713.2,35.22903920804238,BC,3.5,,,,,13.0,7.0,1070573.2003.7.13,,9.5,0.0,14.5,,2003-07-13 00:00:00,,,,0.0,,,,19.5,,,2003.0,0.2,,,,0.2,0.0,1070573
2964,54.5591,-124.4748,2003-07-25,0.05,TACHIE 1SE,BC,54.38,-124.42,682.8,20.21468947920304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,54.5617,-125.3203,2003-07-25,0.1,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,713.2,33.14262708023706,BC,1.5,,,,,25.0,7.0,1070573.2003.7.25,,8.5,0.0,16.5,,2003-07-25 00:00:00,,,,0.0,,,,24.5,,,2003.0,0.0,,,,0.0,0.0,1070573
2966,55.0477,-125.437,2003-07-31,18.95,LEO CREEK,BC,55.05,-125.35,698.0,5.544410702248005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,55.0683,-125.2608,2003-07-21,0.06,LEO CREEK,BC,55.05,-125.35,698.0,6.030345406325312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,55.0743,-125.265,2003-07-31,0.009,LEO CREEK,BC,55.05,-125.35,698.0,6.045941635839183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,54.5983,-124.7732,2003-07-31,0.01,TACHIE 1SE,BC,54.38,-124.42,682.8,33.290190058109054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,55.0533,-125.1677,2003-07-31,0.01,LEO CREEK,BC,55.05,-125.35,698.0,11.610398920619176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,54.3833,-124.5167,2003-08-23,0.04,TACHIE 1SE,BC,54.38,-124.42,682.8,6.268908628842746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,55.0372,-123.3872,2003-09-10,0.1,MCLEOD LAKE,BC,55.02,-123.02,704.1,23.46612327465195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,54.1829,-124.5062,2002-06-15,0.1,FRASER LAKE NORTH SHORE,BC,54.07,-124.45,666.0,13.068897835529462,BC,0.0,,,,,15.0,6.0,109C0LF.2002.6.15,,11.0,0.0,20.8,,2002-06-15 00:00:00,,,,2.8,,,,30.5,,,2002.0,0.0,,,,0.0,0.0,109C0LF
2974,54.6367,-124.6836,2002-04-29,0.2,TACHIE 1SE,BC,54.38,-124.42,682.8,33.21069401266843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,54.6667,-124.75,2002-05-01,1.0,TACHIE 1SE,BC,54.38,-124.42,682.8,38.31434560965781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,54.5683,-124.4883,2002-05-01,0.9,TACHIE 1SE,BC,54.38,-124.42,682.8,21.38456805054378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,54.5917,-124.5916,2002-05-01,0.2,TACHIE 1SE,BC,54.38,-124.42,682.8,26.00269069743572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,55.1667,-124.2833,2002-05-11,0.2,GERMANSEN LANDING,BC,55.47079,-124.42052,766.0,34.88816248267985,BC,10.5,,,,,11.0,5.0,1183090.2002.5.11,,0.0,0.0,7.5,,2002-05-11 00:00:00,,,,0.0,,,,15.0,,,2002.0,0.0,,,,0.0,0.0,1183090
2979,54.7035,-124.7963,2002-05-19,0.009,TACHIE 1SE,BC,54.38,-124.42,682.8,43.36785796801416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,54.9633,-124.3878,2002-06-15,0.8,KALDER LAKE,BC,54.58,-124.15,969.3,45.2395871137271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,54.778,-124.6275,2002-08-17,0.1,KALDER LAKE,BC,54.58,-124.15,969.3,37.75274027973428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,55.0402,-125.1038,2002-08-29,0.2,LEO CREEK,BC,55.05,-125.35,698.0,15.712610607714256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,54.2867,-125.05,2002-06-15,6.5,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,713.2,14.706275675124823,BC,0.0,,,,,15.0,6.0,1070573.2002.6.15,,11.5,0.0,18.3,,2002-06-15 00:00:00,,,,0.3,,,,25.0,,,2002.0,0.0,,,,0.0,0.0,1070573
2984,54.2687,-125.0078,2002-06-15,0.009,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,713.2,17.249255011745174,BC,0.0,,,,,15.0,6.0,1070573.2002.6.15,,11.5,0.0,18.3,,2002-06-15 00:00:00,,,,0.3,,,,25.0,,,2002.0,0.0,,,,0.0,0.0,1070573
2985,54.4817,-125.4548,2002-08-04,0.2,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,713.2,26.81822626509441,BC,8.7,,,,,4.0,8.0,1070573.2002.8.4,,3.0,0.0,9.3,,2002-08-04 00:00:00,,,,0.0,,,,15.5,,,2002.0,1.8,,,,1.8,0.0,1070573
2986,55.1167,-126.2833,2002-08-26,0.009,BABINE LAKE FISHERIES,BC,55.04,-126.32,713.2,8.837257662714752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,55.6577,-126.8543,2002-06-14,1.1,MURDER CREEK 2,BC,55.31,-127.48,245.0,55.18279727139105,BC,0.0,,,,,14.0,6.0,1075252.2002.6.14,,8.0,0.0,20.8,,2002-06-14 00:00:00,,,,2.8,,,,33.5,,,2002.0,4.2,,,,4.2,0.0,1075252
2988,54.3205,-125.4276,2005-06-09,0.009,BABINE LAKE PINKUT CREEK,BC,54.2647,-125.2735,713.2,11.761852479582656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,54.4671,-128.5675,2002-05-07,0.4,ROSSWOOD,BC,54.47,-128.46,146.3,6.949860528669595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,54.456,-128.4738,2002-05-29,0.1,ROSSWOOD,BC,54.47,-128.46,146.3,1.7929950258212537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,54.4767,-128.292,2002-06-08,1.0,BIG OLIVER CREEK,BC,54.5,-128.18,121.9,7.679169110078113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,54.5461,-128.5926,2002-06-15,0.1,ROSSWOOD,BC,54.51,-128.48,182.9,8.295636683862645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,54.511,-128.534,2002-07-30,0.01,ROSSWOOD,BC,54.51,-128.48,182.9,3.485533281246721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,54.5336,-128.4514,2002-08-07,0.02,ROSSWOOD,BC,54.51,-128.48,182.9,3.2062914968656786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,54.5055,-128.5178,2002-08-14,0.009,ROSSWOOD,BC,54.51,-128.48,182.9,2.4895370225404205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,54.5458,-128.4983,2003-03-28,1.5,ROSSWOOD,BC,54.51,-128.48,182.9,4.1496207255352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,55.2675,-127.6223,2002-04-18,0.1,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,8.22737695205631,BC,13.5,,,,,18.0,4.0,1075252.2002.4.18,,-4.5,0.0,4.5,,2002-04-18 00:00:00,,,,0.0,,,,13.5,,,2002.0,0.0,,,,0.0,18.0,1075252
2998,55.2451,-127.6708,2002-04-25,0.7,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,12.036286951729464,BC,13.7,,,,,25.0,4.0,1075252.2002.4.25,,-3.0,0.0,4.3,,2002-04-25 00:00:00,,,,0.0,M,,,11.5,,,2002.0,0.0,,,,0.0,,1075252
2999,55.2382,-127.6423,2002-04-27,3.5,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,10.858118364636626,BC,10.5,,,,,27.0,4.0,1075252.2002.4.27,,-2.5,0.0,7.5,,2002-04-27 00:00:00,,,,0.0,,,,17.5,,,2002.0,0.0,,,,0.0,0.0,1075252
3000,55.2344,-127.6655,2002-05-01,2.2,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,12.321184276495444,BC,7.0,,,,,1.0,5.0,1075252.2002.5.1,,0.5,0.0,11.0,,2002-05-01 00:00:00,,,,0.0,,,,21.5,,,2002.0,0.0,,,,0.0,0.0,1075252
3001,55.2532,-127.5719,2002-05-01,0.5,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,6.329654321682208,BC,7.0,,,,,1.0,5.0,1075252.2002.5.1,,0.5,0.0,11.0,,2002-05-01 00:00:00,,,,0.0,,,,21.5,,,2002.0,0.0,,,,0.0,0.0,1075252
3002,55.2668,-127.6313,2002-05-02,0.5,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,8.790047918114666,BC,13.5,,,,,2.0,5.0,1075252.2002.5.2,,1.0,0.0,4.5,,2002-05-02 00:00:00,,,,0.0,,,,8.0,,,2002.0,0.0,,,,0.0,0.0,1075252
3003,55.2669,-127.6275,2002-05-02,0.1,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,8.559604093221397,BC,13.5,,,,,2.0,5.0,1075252.2002.5.2,,1.0,0.0,4.5,,2002-05-02 00:00:00,,,,0.0,,,,8.0,,,2002.0,0.0,,,,0.0,0.0,1075252
3004,55.163,-127.7775,2002-05-06,18.0,KITWANGA,BC,55.07,-128.03,192.9,19.08713524099495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,55.2377,-128.0478,2002-05-09,0.009,CRANBERRY RIVER,BC,55.3,-128.14,609.6,9.055544433231589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,55.0958,-128.0351,2002-06-19,0.5,KITWANGA,BC,55.07,-128.03,192.9,2.885321750836264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,55.2308,-127.5917,2002-08-25,0.009,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,9.010663290782462,BC,0.0,,,,,25.0,8.0,1075252.2002.8.25,,11.0,0.0,18.0,,2002-08-25 00:00:00,,,,0.0,,,,25.0,,,2002.0,0.4,,,,0.4,0.0,1075252
3008,54.5067,-128.6162,2002-05-01,0.2,ROSSWOOD,BC,54.51,-128.48,182.9,8.794930216700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,54.5127,-128.6305,2002-05-01,0.2,ROSSWOOD,BC,54.51,-128.48,182.9,9.7138032594755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,54.5529,-128.4924,2002-05-02,1.0,ROSSWOOD,BC,54.51,-128.48,182.9,4.833853684632467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,54.5568,-128.4808,2002-05-02,0.3,ROSSWOOD,BC,54.51,-128.48,182.9,5.200911112216545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,55.2637,-127.6185,2005-04-23,0.8,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,8.160740216517413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,55.2821,-127.6945,2005-04-24,0.5,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,12.35396332237712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,55.2171,-127.4264,2005-04-28,22.3,HAZELTON 2,BC,55.16,-127.38,295.0,6.994760546157521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,55.2124,-128.0442,2005-06-09,0.009,CRANBERRY RIVER,BC,55.3,-128.14,609.6,11.47046238340863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,55.2606,-127.6498,2005-07-04,0.1,MURDER CREEK 2,BC,55.2929,-127.5002,368.0,10.126865102173188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,54.5108,-128.533,2005-05-08,0.01,ROSSWOOD,BC,54.51,-128.48,182.9,3.420411167564862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,54.5099,-128.5218,2005-05-13,0.009,ROSSWOOD,BC,54.51,-128.48,182.9,2.696748604698476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,54.5254,-128.5777,2005-05-17,0.009,ROSSWOOD,BC,54.51,-128.48,182.9,6.530144459197608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,54.5195,-128.5707,2005-06-10,0.06,ROSSWOOD,BC,54.51,-128.48,182.9,5.945298205926398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,54.5052,-128.7143,2005-06-05,0.06,ROSSWOOD,BC,54.51,-128.48,182.9,15.126127676317036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,54.9697,-128.9775,2005-08-06,0.06,AIYANSH 2SE,BC,55.11,-129.03,213.4,15.945220238178145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,54.8293,-128.834,2005-07-19,0.15,AIYANSH 2SE,BC,55.11,-129.03,213.4,33.60499583779794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,54.5157,-122.1722,2000-06-28,0.1,SUMMIT LAKE BCFS,BC,54.17,-122.38,716.3,40.7060149972617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,54.0487,-122.2362,2003-05-28,1.0,WILLOW RIVER,BC,54.0323,-122.2809,586.0,3.4393898177932427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,54.275,-121.9917,2003-06-10,0.01,ALEZA LAKE,BC,54.07,-122.04,624.8,22.996271525174325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,54.4692,-122.118,2003-07-12,0.01,SUMMIT LAKE BCFS,BC,54.17,-122.38,716.3,37.3341811124413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,53.9416,-121.8129,2003-07-27,0.3,ALEZA LAKE,BC,54.07,-122.04,624.8,20.580674077155912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,53.985,-122.351,2003-07-28,0.009,WILLOW RIVER,BC,54.0323,-122.2809,586.0,6.970240151945451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,54.0393,-121.8013,2003-07-31,0.009,UPPER FRASER,BC,54.07,-121.57,612.6,15.469015882235595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,54.0258,-122.2507,2003-07-31,0.001,WILLOW RIVER,BC,54.0323,-122.2809,586.0,2.099389417814689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,54.132,-122.199,2003-07-27,0.009,GISCOME,BC,54.07,-122.16,598.9,7.343464756241972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,54.3555,-122.3867,2003-07-29,0.001,SUMMIT LAKE BCFS,BC,54.17,-122.38,716.3,20.61829488072915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,54.2236,-121.9242,2003-07-29,0.009,ALEZA LAKE,BC,54.07,-122.04,624.8,18.65883264744413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,53.9563,-121.9047,2003-07-27,0.03,ALEZA LAKE,BC,54.07,-122.04,624.8,15.417293850840606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,53.9864,-122.3144,2003-07-31,0.05,WILLOW RIVER,BC,54.0323,-122.2809,586.0,5.549988603185845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,53.9863,-122.2538,2003-08-02,0.001,WILLOW RIVER,BC,54.0323,-122.2809,586.0,5.409429623448841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,54.0256,-122.0514,2003-07-15,0.009,ALEZA LAKE,BC,54.07,-122.04,624.8,4.989699467752607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,54.0716,-122.2009,2003-07-31,0.009,GISCOME,BC,54.07,-122.16,598.9,2.67286855463758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,54.1185,-122.1952,2003-07-31,0.02,GISCOME,BC,54.07,-122.16,598.9,5.8574533471674295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,54.1285,-122.2087,2003-08-06,0.009,GISCOME,BC,54.07,-122.16,598.9,7.234017155868284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,54.2293,-122.0217,2003-07-31,0.01,ALEZA LAKE,BC,54.07,-122.04,624.8,17.74225106029749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,54.0873,-122.0397,2003-08-06,0.009,ALEZA LAKE,BC,54.07,-122.04,624.8,1.922563948952303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,54.1012,-122.0513,2003-08-09,0.009,ALEZA LAKE,BC,54.07,-122.04,624.8,3.5444808367310605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,54.238,-122.0385,2003-08-06,0.05,ALEZA LAKE,BC,54.07,-122.04,624.8,18.66927425471426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,54.124,-122.3191,2003-07-17,0.1,SUMMIT LAKE BCFS,BC,54.17,-122.38,716.3,6.468512250343152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,55.1674,-123.0275,2003-07-02,0.009,MACKENZIE BCFS,BC,55.19,-123.05,721.2,2.888887722031121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,55.1357,-123.0125,2003-08-03,0.2,MACKENZIE A,BC,55.1758,-123.08,690.1,6.18253517934596,BC,4.0,,,,,3.0,8.0,1184790.2003.8.3,,6.7,,14.0,,2003-08-03 00:00:00,,,,0.0,,,,21.3,,,2003.0,,,,,0.0,,1184790
3049,54.009,-121.6627,2002-05-18,2.0,UPPER FRASER,BC,54.07,-121.57,612.6,9.08530095231861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,54.1,-122.3175,2002-06-02,0.2,SALMON VAL ERICKSON RD,BC,54.08,-122.39,693.4,5.221864804293618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,54.1202,-122.1738,2002-06-15,0.009,GISCOME,BC,54.07,-122.16,598.9,5.65050704468564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,54.2712,-121.7835,2002-06-15,0.009,UPPER FRASER,BC,54.07,-121.57,612.6,26.3206219148446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,54.1883,-122.1678,2002-06-15,0.009,GISCOME,BC,54.07,-122.16,598.9,13.155908458692425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,55.2112,-123.1219,2002-05-02,0.2,MORFEE LAKES MILL SITE,BC,55.18,-123.1,694.9,3.73501106712776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,53.9333,-122.95,2000-04-28,8.0,CHIEF LAKE,BC,54.06,-123.04,792.5,15.257689968705716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,54.0284,-122.6104,2000-05-01,8.0,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,11.067501902751346,BC,9.2,,,,,1.0,5.0,1096458.2000.5.1,,4.0,0.0,8.8,,2000-05-01 00:00:00,,,,0.0,T,,,13.5,,,2000.0,3.2,,,,3.2,0.0,1096458
3057,54.0029,-122.6333,2000-05-07,1.5,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,12.946961412423514,BC,12.2,,,,,7.0,5.0,1096458.2000.5.7,,-1.0,0.0,5.8,,2000-05-07 00:00:00,,,,0.0,,,,12.5,,,2000.0,0.2,,,,0.2,0.0,1096458
3058,54.7687,-123.0875,2000-05-11,15.0,MCLEOD LAKE,BC,55.02,-123.02,704.1,28.25694079607757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,54.0348,-123.2905,2000-05-27,0.1,CHIEF LAKE,BC,54.06,-123.04,792.5,16.581615241136145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,54.026,-123.3025,2000-05-27,0.1,CHIEF LAKE,BC,54.06,-123.04,792.5,17.539937170390115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,53.9452,-123.0892,2000-05-31,3.0,CHIEF LAKE,BC,54.06,-123.04,792.5,13.155657300986448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,54.0072,-122.6275,2003-04-20,0.9,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,12.468810688363329,BC,11.7,,,,,20.0,4.0,1096458.2003.4.20,,0.0,0.0,6.3,,2003-04-20 00:00:00,,,,0.0,,,,12.5,,,2003.0,0.4,,,,0.4,18.0,1096458
3063,53.9693,-122.9308,2003-04-26,3.2,CHIEF LAKE,BC,54.06,-123.04,792.5,12.346117971961371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,53.94,-122.93,2003-04-27,0.4,CHIEF LAKE,BC,54.06,-123.04,792.5,15.147472382608967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,53.9304,-122.935,2003-04-28,1.0,CHIEF LAKE,BC,54.06,-123.04,792.5,15.951804204509704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,53.9979,-122.5321,2003-04-30,0.3,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,7.005151385323509,BC,9.0,,,,,30.0,4.0,1096458.2003.4.30,,-2.0,0.0,9.0,,2003-04-30 00:00:00,,,,0.0,,,,20.0,,,2003.0,0.0,,,,0.0,0.0,1096458
3067,53.8267,-122.63,2003-04-30,4.5,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,25.86515482164831,BC,9.0,,,,,30.0,4.0,1096458.2003.4.30,,-2.0,0.0,9.0,,2003-04-30 00:00:00,,,,0.0,,,,20.0,,,2003.0,0.0,,,,0.0,0.0,1096458
3068,54.0066,-122.6149,2003-04-30,3.8,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,11.681819663127188,BC,9.0,,,,,30.0,4.0,1096458.2003.4.30,,-2.0,0.0,9.0,,2003-04-30 00:00:00,,,,0.0,,,,20.0,,,2003.0,0.0,,,,0.0,0.0,1096458
3069,54.1642,-123.1377,2003-04-30,20.0,CHIEF LAKE,BC,54.06,-123.04,792.5,13.21300490717923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,53.8774,-123.296,2003-04-30,5.0,CHIEF LAKE,BC,54.06,-123.04,792.5,26.30141379156989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,54.5721,-122.9981,2003-04-25,0.01,MCLEOD LAKE,BC,55.02,-123.02,704.1,49.79270661640324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,53.9019,-123.2445,2003-05-10,1.0,CHIEF LAKE,BC,54.06,-123.04,792.5,22.07374027048521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,53.8383,-123.355,2003-05-10,3.5,ISLE PIERRE,BC,53.58,-123.14,624.8,31.997969123836786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,53.9,-122.5667,2003-05-19,1.0,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,16.729356491378933,BC,10.2,,,,,19.0,5.0,1096458.2003.5.19,,-0.5,0.0,7.8,,2003-05-19 00:00:00,,,,0.0,,,,16.0,T,,2003.0,0.0,,T,,0.0,0.0,1096458
3075,53.2403,-122.564,2003-05-28,0.3,HIXON,BC,53.3153001,-122.4158006,551.0,12.900757770915188,BC,4.5,,,,,28.0,5.0,1093474.2003.5.28,,7.5,0.0,13.5,,2003-05-28 00:00:00,,,,0.0,,,,19.5,,,2003.0,3.8,,,,3.8,0.0,1093474
3076,53.4128,-122.6378,2003-06-04,4.0,BALDY HUGHES,BC,53.37,-122.57,1128.1,6.542809898665274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,54.0917,-122.7117,2003-04-23,0.001,PRINCE GEORGE 15NW,BC,54.0311,-122.4409,762.0,18.90218388379681,BC,11.7,,,,,23.0,4.0,1096458.2003.4.23,,-1.0,0.0,6.3,,2003-04-23 00:00:00,,,,0.0,,,,13.5,,,2003.0,0.0,,,,0.0,8.0,1096458
3078,53.6445,-123.1217,2003-05-09,0.009,ISLE PIERRE,BC,53.58,-123.14,624.8,7.268390913318299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,53.8787,-122.2862,2003-06-09,0.01,WILLOW RIVER,BC,54.0323,-122.2809,586.0,17.072335150696674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,53.7945,-122.723,2003-06-26,0.4,PRINCE GEORGE MIWORTH,BC,53.58,-122.56,610.0,26.138674631438587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,54.9167,-123.0067,2003-07-07,0.009,MCLEOD LAKE,BC,55.02,-123.02,704.1,11.510532554366764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,53.9258,-122.928,2003-07-09,0.35,CHIEF LAKE,BC,54.06,-123.04,792.5,16.611234452413232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
