agency,lat,lon,date,hectares,cause,response_type,biome,elevation
BC,49.289,-117.233,1950-08-13,0.1,H, ,Montane Cordillera,1003.0
BC,49.434,-117.26,1950-07-16,0.1,H, ,Montane Cordillera,902.0
BC,49.405,-117.644,1950-07-24,0.1,L, ,Montane Cordillera,594.0
BC,49.405,-117.644,1950-07-24,0.1,L, ,Montane Cordillera,594.0
BC,49.405,-117.394,1950-07-25,0.1,L, ,Montane Cordillera,1757.0
BC,49.434,-117.688,1950-07-24,0.1,L, ,Montane Cordillera,1449.0
BC,49.405,-117.644,1950-07-24,0.1,L, ,Montane Cordillera,594.0
BC,49.405,-117.644,1950-07-24,0.1,L, ,Montane Cordillera,594.0
BC,49.405,-117.688,1950-07-24,0.1,L, ,Montane Cordillera,716.0
BC,49.405,-117.644,1950-07-24,0.1,L, ,Montane Cordillera,594.0
BC,49.492,-117.304,1950-07-27,0.1,H, ,Montane Cordillera,533.0
BC,49.376,-117.26,1950-07-27,0.1,H, ,Montane Cordillera,1124.0
BC,49.568,-117.144,1950-08-04,0.1,H, ,Montane Cordillera,1249.0
BC,49.126,-116.644,1950-08-09,0.1,L, ,Montane Cordillera,762.0
BC,49.463,-117.438,1950-08-12,0.1,H, ,Montane Cordillera,766.0
BC,49.242,-116.51,1950-08-14,0.1,L, ,Montane Cordillera,1460.0
BC,49.434,-116.938,1950-08-12,141.6,L, ,Montane Cordillera,1158.0
BC,49.539,-117.483,1950-08-20,0.1,H, ,Montane Cordillera,1558.0
BC,49.126,-117.233,1950-08-24,0.1,L, ,Montane Cordillera,1160.0
BC,49.434,-117.599,1950-09-04,0.1,H, ,Montane Cordillera,540.0
BC,49.434,-117.554,1950-05-04,0.2,H, ,Montane Cordillera,639.0
BC,49.463,-117.599,1950-05-09,0.4,H, ,Montane Cordillera,739.0
BC,49.434,-117.599,1950-05-09,0.2,H, ,Montane Cordillera,540.0
BC,49.289,-117.233,1950-05-09,0.1,H, ,Montane Cordillera,1003.0
BC,49.434,-117.599,1950-05-15,0.4,H, ,Montane Cordillera,540.0
BC,49.405,-117.554,1950-05-15,0.1,H, ,Montane Cordillera,569.0
BC,49.289,-117.233,1950-05-08,0.2,H, ,Montane Cordillera,1003.0
BC,49.434,-117.438,1950-05-25,1.6,H, ,Montane Cordillera,1254.0
BC,49.568,-117.188,1950-06-02,0.2,H, ,Montane Cordillera,1073.0
BC,49.492,-117.304,1950-06-04,0.1,H, ,Montane Cordillera,533.0
BC,49.568,-117.233,1950-06-07,0.1,H, ,Montane Cordillera,533.0
BC,49.434,-117.26,1950-05-01,1.6,H, ,Montane Cordillera,902.0
BC,49.434,-117.554,1950-06-09,0.8,H, ,Montane Cordillera,639.0
BC,49.626,-116.938,1950-06-09,0.1,H, ,Montane Cordillera,533.0
BC,49.434,-117.599,1950-06-12,1.0,H, ,Montane Cordillera,540.0
BC,49.097,-116.438,1950-05-13,0.1,H, ,Montane Cordillera,729.0
BC,49.376,-117.26,1950-06-18,0.1,L, ,Montane Cordillera,1124.0
BC,49.492,-117.304,1950-09-07,0.1,H, ,Montane Cordillera,533.0
BC,49.51,-117.26,1950-09-10,0.1,H, ,Montane Cordillera,745.0
BC,49.26,-117.144,1950-09-06,0.1,H, ,Montane Cordillera,1046.0
BC,49.434,-117.26,1950-09-12,0.1,H, ,Montane Cordillera,902.0
BC,49.492,-117.304,1950-09-13,0.1,H, ,Montane Cordillera,533.0
BC,49.289,-115.894,1950-09-11,0.2,H, ,Montane Cordillera,1838.0
BC,49.405,-117.51,1950-09-19,0.1,H, ,Montane Cordillera,1041.0
BC,49.155,-117.01,1950-09-19,0.1,H, ,Montane Cordillera,2085.0
BC,49.26,-117.188,1950-09-19,0.1,H, ,Montane Cordillera,888.0
BC,49.039,-116.483,1950-09-16,0.1,H, ,Montane Cordillera,643.0
BC,49.51,-117.304,1951-07-23,0.1,H, ,Montane Cordillera,1025.0
BC,49.318,-115.938,1951-07-26,9.1,H, ,Montane Cordillera,1395.0
BC,49.626,-116.849,1951-07-25,0.1,H, ,Montane Cordillera,668.0
BC,49.434,-117.554,1951-07-26,0.6,H, ,Montane Cordillera,639.0
BC,49.318,-117.233,1951-07-27,0.1,H, ,Montane Cordillera,774.0
BC,49.347,-116.733,1951-08-01,0.1,H, ,Montane Cordillera,533.0
BC,49.492,-117.394,1951-07-29,0.1,H, ,Montane Cordillera,577.0
BC,49.434,-117.599,1951-08-05,6.8,H, ,Montane Cordillera,540.0
BC,49.463,-117.483,1951-08-10,0.1,L, ,Montane Cordillera,588.0
BC,49.626,-117.188,1951-08-11,0.1,L, ,Montane Cordillera,1630.0
BC,49.434,-117.688,1951-08-11,0.3,L, ,Montane Cordillera,1449.0
BC,49.51,-117.51,1951-08-11,0.1,L, ,Montane Cordillera,1063.0
BC,49.376,-117.51,1951-08-11,0.1,L, ,Montane Cordillera,976.0
BC,49.097,-116.438,1951-09-21,0.1,H, ,Montane Cordillera,729.0
BC,49.097,-116.438,1951-08-07,0.1,H, ,Montane Cordillera,729.0
BC,49.01,-116.688,1951-08-10,0.1,L, ,Montane Cordillera,1567.0
BC,49.126,-116.394,1951-08-11,0.1,L, ,Montane Cordillera,1256.0
BC,49.51,-117.51,1951-08-11,0.1,L, ,Montane Cordillera,1063.0
BC,49.26,-117.233,1951-08-11,0.1,L, ,Montane Cordillera,1016.0
BC,49.376,-115.849,1951-08-10,0.1,H, ,Montane Cordillera,941.0
BC,49.26,-115.894,1951-08-11,0.1,L, ,Montane Cordillera,1618.0
BC,49.26,-115.938,1951-08-11,0.1,L, ,Montane Cordillera,1705.0
BC,49.242,-115.938,1951-08-11,0.1,L, ,Montane Cordillera,1644.0
BC,49.405,-117.51,1951-08-17,0.2,H, ,Montane Cordillera,1041.0
BC,49.039,-116.01,1951-08-09,0.1,H, ,Montane Cordillera,1181.0
BC,49.405,-117.688,1951-08-21,16.1,H, ,Montane Cordillera,716.0
BC,49.068,-116.438,1951-08-22,0.1,H, ,Montane Cordillera,682.0
BC,49.01,-116.099,1951-08-13,0.2,L, ,Montane Cordillera,1650.0
BC,49.068,-116.438,1951-04-11,14.9,H, ,Montane Cordillera,682.0
BC,49.51,-117.304,1951-04-19,4.0,H, ,Montane Cordillera,1025.0
BC,49.539,-117.26,1951-05-06,3.6,H, ,Montane Cordillera,533.0
BC,49.434,-117.51,1951-04-24,6.0,H, ,Montane Cordillera,647.0
BC,49.242,-116.599,1951-04-23,0.2,H, ,Montane Cordillera,1104.0
BC,49.434,-117.554,1951-04-21,1.6,H, ,Montane Cordillera,639.0
BC,49.597,-117.099,1951-06-15,0.1,H, ,Montane Cordillera,643.0
BC,49.463,-117.51,1951-06-15,0.4,H, ,Montane Cordillera,557.0
BC,49.597,-117.099,1951-06-29,0.3,H, ,Montane Cordillera,643.0
BC,49.51,-117.304,1951-06-29,0.1,H, ,Montane Cordillera,1025.0
BC,49.434,-117.26,1951-07-15,0.1,H, ,Montane Cordillera,902.0
BC,49.434,-117.26,1951-07-18,1.2,H, ,Montane Cordillera,902.0
BC,49.51,-116.76,1951-07-19,0.1,H, ,Montane Cordillera,812.0
BC,49.434,-117.599,1951-07-16,0.2,H, ,Montane Cordillera,540.0
BC,49.01,-116.349,1951-08-17,0.1,L, ,Montane Cordillera,1608.0
BC,49.51,-117.26,1951-09-20,0.1,H, ,Montane Cordillera,745.0
BC,49.01,-116.349,1951-08-13,0.1,L, ,Montane Cordillera,1608.0
BC,49.376,-117.554,1952-08-03,0.2,H, ,Montane Cordillera,448.0
BC,49.434,-117.599,1952-08-02,0.1,H, ,Montane Cordillera,540.0
BC,49.068,-116.099,1952-08-02,0.1,H, ,Montane Cordillera,1131.0
BC,49.068,-115.894,1952-08-06,3.1,L, ,Montane Cordillera,1679.0
BC,49.242,-116.144,1952-08-06,0.3,L, ,Montane Cordillera,1303.0
BC,49.289,-116.644,1952-08-05,0.2,L, ,Montane Cordillera,833.0
BC,49.184,-116.644,1952-08-05,0.1,L, ,Montane Cordillera,611.0
BC,49.039,-116.849,1952-08-05,14.9,L, ,Montane Cordillera,1497.0
BC,49.126,-116.688,1952-08-06,3.0,L, ,Montane Cordillera,1400.0
BC,49.184,-116.51,1952-08-06,0.1,L, ,Montane Cordillera,1299.0
BC,49.242,-116.099,1952-08-06,0.1,L, ,Montane Cordillera,1707.0
BC,49.01,-116.304,1952-08-06,0.1,L, ,Montane Cordillera,1374.0
BC,49.155,-116.349,1952-08-07,0.1,H, ,Montane Cordillera,709.0
BC,49.184,-117.188,1952-08-05,0.1,L, ,Montane Cordillera,1400.0
BC,49.242,-117.099,1952-08-06,0.1,L, ,Montane Cordillera,1867.0
BC,49.318,-117.26,1952-08-06,0.1,L, ,Montane Cordillera,1330.0
BC,49.463,-117.554,1952-08-06,0.1,L, ,Montane Cordillera,819.0
BC,49.434,-117.26,1952-08-06,0.1,L, ,Montane Cordillera,902.0
BC,49.463,-117.599,1952-08-05,0.1,L, ,Montane Cordillera,739.0
BC,49.434,-117.644,1952-08-05,6.0,L, ,Montane Cordillera,1013.0
BC,49.318,-117.51,1952-08-06,0.1,L, ,Montane Cordillera,1519.0
BC,49.376,-117.554,1952-08-06,0.1,L, ,Montane Cordillera,448.0
BC,49.405,-115.938,1952-08-06,0.1,L, ,Montane Cordillera,1570.0
BC,49.347,-116.804,1952-08-05,0.1,L, ,Montane Cordillera,1080.0
BC,49.01,-117.233,1952-08-10,0.1,L, ,Montane Cordillera,1476.0
BC,49.347,-117.483,1952-08-06,0.1,L, ,Montane Cordillera,1661.0
BC,49.376,-117.304,1952-08-06,0.1,L, ,Montane Cordillera,1696.0
BC,49.463,-117.644,1952-08-14,0.1,H, ,Montane Cordillera,1638.0
BC,49.376,-117.599,1952-08-17,0.1,H, ,Montane Cordillera,1480.0
BC,49.463,-117.304,1952-08-30,0.1,H, ,Montane Cordillera,1115.0
BC,49.434,-117.599,1952-09-01,0.1,H, ,Montane Cordillera,540.0
BC,49.568,-116.804,1952-09-03,0.1,H, ,Montane Cordillera,533.0
BC,49.51,-117.483,1952-09-11,2.0,H, ,Montane Cordillera,1360.0
BC,49.405,-117.599,1952-09-15,0.1,H, ,Montane Cordillera,1269.0
BC,49.463,-117.304,1952-09-18,0.1,H, ,Montane Cordillera,1115.0
BC,49.463,-117.304,1952-09-21,0.1,H, ,Montane Cordillera,1115.0
BC,49.405,-117.688,1952-09-17,0.1,H, ,Montane Cordillera,716.0
BC,49.068,-115.938,1952-09-12,0.1,L, ,Montane Cordillera,1347.0
BC,49.463,-117.554,1952-09-18,0.1,H, ,Montane Cordillera,819.0
BC,49.405,-117.644,1952-09-27,0.4,H, ,Montane Cordillera,594.0
BC,49.405,-117.554,1952-09-28,0.1,H, ,Montane Cordillera,569.0
BC,49.068,-116.144,1952-09-25,3.2,H, ,Montane Cordillera,969.0
BC,49.26,-116.599,1952-09-25,0.1,H, ,Montane Cordillera,1466.0
BC,49.434,-117.349,1952-09-28,0.1,H, ,Montane Cordillera,1680.0
BC,49.51,-117.233,1952-09-28,0.2,H, ,Montane Cordillera,1314.0
BC,49.463,-117.483,1952-09-30,0.2,H, ,Montane Cordillera,588.0
BC,49.434,-117.599,1952-09-29,0.1,H, ,Montane Cordillera,540.0
BC,49.405,-117.644,1952-09-30,0.1,H, ,Montane Cordillera,594.0
BC,49.01,-116.51,1952-08-02,0.6,H, ,Montane Cordillera,537.0
BC,49.242,-116.599,1952-10-01,0.8,H, ,Montane Cordillera,1104.0
BC,49.492,-117.438,1952-10-03,1.2,H, ,Montane Cordillera,757.0
BC,49.463,-117.438,1952-10-03,0.1,H, ,Montane Cordillera,766.0
BC,49.655,-116.983,1952-10-14,0.6,H, ,Montane Cordillera,1628.0
BC,49.434,-117.599,1952-10-10,0.1,H, ,Montane Cordillera,540.0
BC,49.51,-117.394,1952-10-15,0.8,H, ,Montane Cordillera,789.0
BC,49.242,-116.599,1952-04-26,0.2,H, ,Montane Cordillera,1104.0
BC,49.597,-117.188,1952-05-09,0.2,H, ,Montane Cordillera,634.0
BC,49.684,-116.849,1952-05-21,2.1,H, ,Montane Cordillera,681.0
BC,49.655,-116.804,1952-05-16,0.4,H, ,Montane Cordillera,533.0
BC,49.068,-116.144,1952-06-03,0.1,H, ,Montane Cordillera,969.0
BC,49.492,-117.51,1952-05-27,0.8,H, ,Montane Cordillera,953.0
BC,49.289,-117.188,1952-06-04,0.1,H, ,Montane Cordillera,1282.0
BC,49.568,-117.099,1952-07-16,0.1,L, ,Montane Cordillera,1761.0
BC,49.463,-117.51,1952-07-16,0.1,H, ,Montane Cordillera,557.0
BC,49.068,-115.938,1952-07-16,0.4,L, ,Montane Cordillera,1347.0
BC,49.405,-117.733,1952-07-16,0.1,L, ,Montane Cordillera,1551.0
BC,49.242,-117.26,1952-07-25,0.1,H, ,Montane Cordillera,808.0
BC,49.463,-117.599,1952-07-20,0.1,H, ,Montane Cordillera,739.0
BC,49.376,-115.849,1952-07-24,0.1,H, ,Montane Cordillera,941.0
BC,49.039,-116.554,1952-07-16,0.1,L, ,Montane Cordillera,537.0
BC,49.184,-116.554,1952-07-27,0.1,H, ,Montane Cordillera,630.0
BC,49.289,-116.394,1952-07-17,10.1,L, ,Montane Cordillera,1447.0
BC,49.242,-116.144,1952-09-06,0.1,L, ,Montane Cordillera,1303.0
BC,49.039,-116.26,1952-07-17,0.1,L, ,Montane Cordillera,1426.0
BC,49.492,-116.76,1952-07-26,0.1,H, ,Montane Cordillera,889.0
BC,49.597,-117.188,1952-08-01,0.6,H, ,Montane Cordillera,634.0
BC,49.434,-117.599,1952-07-30,0.1,H, ,Montane Cordillera,540.0
BC,49.463,-117.483,1952-10-16,0.1,H, ,Montane Cordillera,588.0
BC,49.492,-116.76,1952-10-21,0.1,H, ,Montane Cordillera,889.0
BC,49.463,-117.51,1952-10-23,0.1,H, ,Montane Cordillera,557.0
BC,49.242,-115.483,1950-07-07,0.1,L, ,Montane Cordillera,1496.0
BC,49.242,-115.483,1950-07-11,0.1,L, ,Montane Cordillera,1496.0
BC,49.597,-115.938,1950-07-11,0.4,H, ,Montane Cordillera,1230.0
BC,49.51,-115.938,1950-07-15,0.1,H, ,Montane Cordillera,1278.0
BC,49.039,-115.849,1950-07-26,1.2,L, ,Montane Cordillera,1577.0
BC,49.318,-115.599,1950-08-11,0.1,L, ,Montane Cordillera,1800.0
BC,49.492,-115.849,1950-09-02,0.1,H, ,Montane Cordillera,1115.0
BC,49.039,-115.483,1950-05-28,0.8,H, ,Montane Cordillera,1408.0
BC,49.289,-115.438,1950-05-01,0.1,H, ,Montane Cordillera,1080.0
BC,49.463,-115.688,1951-08-11,0.1,L, ,Montane Cordillera,1208.0
BC,49.26,-115.554,1951-08-14,0.1,L, ,Montane Cordillera,1318.0
BC,49.126,-115.804,1951-08-03,10.1,L, ,Montane Cordillera,1512.0
BC,49.097,-115.733,1951-08-03,3399.3,L, ,Montane Cordillera,1353.0
BC,49.097,-115.849,1951-08-03,0.6,L, ,Montane Cordillera,1694.0
BC,49.097,-115.849,1951-08-03,14.1,L, ,Montane Cordillera,1694.0
BC,49.405,-115.804,1951-04-27,2.8,H, ,Montane Cordillera,1033.0
BC,49.434,-115.894,1951-06-14,0.4,H, ,Montane Cordillera,995.0
BC,49.01,-115.554,1952-07-18,0.1,L, ,Montane Cordillera,1469.0
BC,49.213,-115.599,1952-08-07,1.0,L, ,Montane Cordillera,1753.0
BC,49.376,-115.688,1952-08-07,0.1,L, ,Montane Cordillera,2060.0
BC,49.51,-115.938,1952-08-21,0.1,H, ,Montane Cordillera,1278.0
BC,49.51,-115.688,1952-08-29,0.1,L, ,Montane Cordillera,1221.0
BC,49.289,-115.483,1952-04-26,10.1,H, ,Montane Cordillera,1088.0
BC,49.318,-115.483,1952-05-10,0.1,H, ,Montane Cordillera,1303.0
BC,49.318,-115.438,1952-06-08,0.4,H, ,Montane Cordillera,1445.0
BC,49.26,-115.51,1952-06-27,0.1,L, ,Montane Cordillera,1301.0
BC,49.26,-115.483,1952-06-28,0.1,L, ,Montane Cordillera,1129.0
BC,49.155,-115.438,1952-07-04,0.1,L, ,Montane Cordillera,1194.0
BC,49.318,-115.599,1952-07-16,0.1,L, ,Montane Cordillera,1800.0
BC,49.26,-115.599,1952-07-16,0.6,L, ,Montane Cordillera,1508.0
BC,49.51,-115.644,1952-07-19,0.1,L, ,Montane Cordillera,1044.0
BC,49.213,-115.554,1952-07-16,0.1,L, ,Montane Cordillera,1585.0
BC,49.097,-115.733,1952-07-18,0.1,H, ,Montane Cordillera,1353.0
BC,49.51,-115.688,1952-07-21,0.1,L, ,Montane Cordillera,1221.0
BC,49.01,-115.51,1952-07-16,0.1,L, ,Montane Cordillera,1609.0
BC,49.492,-115.849,1952-07-18,0.1,L, ,Montane Cordillera,1115.0
BC,49.405,-115.688,1952-10-26,6.0,H, ,Montane Cordillera,1563.0
BC,49.26,-120.26,1950-07-04,0.1,L, ,Montane Cordillera,1887.0
BC,49.155,-120.938,1950-06-04,0.1,H, ,Montane Cordillera,1255.0
BC,49.155,-120.599,1950-06-11,0.1,H, ,Montane Cordillera,1081.0
BC,49.039,-121.054,1950-05-14,0.6,H, ,Montane Cordillera,598.0
BC,49.242,-119.733,1950-09-11,6.8,H, ,Montane Cordillera,1321.0
BC,49.318,-119.894,1950-09-08,1.2,H, ,Montane Cordillera,1952.0
BC,49.289,-119.76,1950-09-21,0.4,H, ,Montane Cordillera,1054.0
BC,49.318,-119.849,1950-09-17,2.4,H, ,Montane Cordillera,1214.0
BC,49.068,-120.438,1951-08-10,0.1,H, ,Montane Cordillera,2021.0
BC,49.213,-119.983,1951-07-22,0.1,H, ,Montane Cordillera,463.0
BC,49.405,-120.804,1952-08-16,509.9,H, ,Montane Cordillera,1376.0
BC,49.039,-119.733,1952-08-14,0.1,H, ,Montane Cordillera,474.0
BC,49.347,-120.054,1952-08-25,0.1,H, ,Montane Cordillera,904.0
BC,49.26,-119.733,1952-09-01,0.1,H, ,Montane Cordillera,1321.0
BC,49.242,-119.983,1952-09-20,0.1,H, ,Montane Cordillera,1056.0
BC,49.184,-119.644,1952-09-24,0.1,H, ,Montane Cordillera,1131.0
BC,49.347,-119.733,1952-05-04,0.1,H, ,Montane Cordillera,911.0
BC,49.126,-120.644,1952-05-29,0.1,H, ,Montane Cordillera,1309.0
BC,49.347,-119.804,1952-06-06,0.4,H, ,Montane Cordillera,860.0
BC,49.184,-119.804,1952-06-26,0.1,L, ,Montane Cordillera,1157.0
BC,49.434,-120.983,1952-07-08,0.1,H, ,Montane Cordillera,1250.0
BC,49.213,-119.644,1952-07-12,0.1,H, ,Montane Cordillera,1072.0
BC,49.068,-120.804,1952-07-05,0.1,H, ,Montane Cordillera,1227.0
BC,49.126,-120.894,1952-07-28,0.1,H, ,Montane Cordillera,1455.0
BC,49.097,-120.688,1952-08-06,0.1,H, ,Montane Cordillera,1524.0
BC,49.097,-120.599,1952-10-14,3.2,H, ,Montane Cordillera,1326.0
BC,49.213,-119.849,1952-10-15,0.4,H, ,Montane Cordillera,750.0
BC,49.242,-121.144,1952-10-18,121.4,H, ,Montane Cordillera,836.0
BC,49.289,-122.483,1950-05-25,0.1,H, ,Pacific Maritime,126.0
BC,49.039,-122.01,1950-06-24,0.1,H, ,Pacific Maritime,46.0
BC,49.213,-122.438,1950-07-04,0.3,H, ,Pacific Maritime,180.0
BC,49.039,-122.01,1950-07-10,0.1,H, ,Pacific Maritime,46.0
BC,49.097,-121.938,1950-07-24,7.2,H, ,Pacific Maritime,167.0
BC,49.184,-122.733,1950-06-11,1.2,H, ,Pacific Maritime,58.0
BC,49.184,-122.144,1950-09-05,0.1,H, ,Pacific Maritime,341.0
BC,49.242,-121.983,1950-09-22,18.2,H, ,Pacific Maritime,10.0
BC,49.26,-121.688,1950-09-24,0.1,H, ,Pacific Maritime,19.0
BC,49.26,-121.688,1950-08-18,0.1,H, ,Pacific Maritime,19.0
BC,49.26,-122.76,1951-04-20,34.3,H, ,Pacific Maritime,9.0
BC,49.26,-122.804,1951-04-19,2.4,H, ,Pacific Maritime,67.0
BC,49.039,-122.054,1951-04-01,1974.8,H, ,Pacific Maritime,531.0
BC,49.213,-122.054,1951-07-01,0.4,H, ,Pacific Maritime,544.0
BC,49.242,-122.51,1951-06-29,2.8,H, ,Pacific Maritime,131.0
BC,49.126,-122.054,1951-04-10,80.9,H, ,Pacific Maritime,11.0
BC,49.097,-121.894,1951-04-01,659.6,H, ,Pacific Maritime,275.0
BC,49.184,-122.188,1951-04-15,235.5,H, ,Pacific Maritime,396.0
BC,49.184,-122.099,1951-04-13,113.3,H, ,Pacific Maritime,11.0
BC,49.242,-122.51,1951-04-20,150.5,H, ,Pacific Maritime,131.0
BC,49.318,-122.76,1951-04-20,12.5,H, ,Pacific Maritime,216.0
BC,49.318,-122.76,1951-04-20,2.4,H, ,Pacific Maritime,216.0
BC,49.068,-121.938,1951-04-15,205.9,H, ,Pacific Maritime,157.0
BC,49.213,-121.733,1951-08-20,0.4,H, ,Pacific Maritime,14.0
BC,49.213,-121.733,1951-08-21,0.1,H, ,Pacific Maritime,14.0
BC,49.242,-122.483,1951-08-21,3.4,H, ,Pacific Maritime,243.0
BC,49.242,-122.483,1951-08-21,0.1,H, ,Pacific Maritime,243.0
BC,49.26,-122.644,1951-09-05,38.4,H, ,Pacific Maritime,4.0
BC,49.068,-122.26,1951-09-14,3.2,H, ,Pacific Maritime,49.0
BC,49.068,-121.983,1951-09-20,1.2,H, ,Pacific Maritime,46.0
BC,49.126,-122.054,1951-09-20,0.8,H, ,Pacific Maritime,11.0
BC,49.289,-121.804,1951-09-23,0.1,H, ,Pacific Maritime,744.0
BC,49.184,-122.644,1951-08-19,8.0,H, ,Pacific Maritime,13.0
BC,49.126,-122.394,1951-09-14,2.8,H, ,Pacific Maritime,53.0
BC,49.126,-122.144,1951-06-28,0.1,H, ,Pacific Maritime,639.0
BC,49.155,-122.01,1951-04-01,339.9,H, ,Pacific Maritime,212.0
BC,49.068,-121.894,1951-07-10,10.9,H, ,Pacific Maritime,435.0
BC,49.242,-122.483,1951-07-09,6.0,H, ,Pacific Maritime,243.0
BC,49.26,-121.688,1951-07-20,0.1,H, ,Pacific Maritime,19.0
BC,49.318,-123.01,1951-07-11,1.2,H, ,Pacific Maritime,34.0
BC,49.213,-121.894,1951-07-24,0.1,H, ,Pacific Maritime,13.0
BC,49.126,-122.188,1951-07-29,0.4,H, ,Pacific Maritime,96.0
BC,49.26,-121.733,1951-07-26,134.7,H, ,Pacific Maritime,25.0
BC,49.289,-121.804,1951-07-28,0.1,H, ,Pacific Maritime,744.0
BC,49.289,-121.804,1951-07-29,0.1,H, ,Pacific Maritime,744.0
BC,49.184,-122.804,1951-08-02,1.6,H, ,Pacific Maritime,94.0
BC,49.213,-121.983,1951-08-04,914.5,H, ,Pacific Maritime,252.0
BC,49.26,-122.804,1951-08-07,0.1,H, ,Pacific Maritime,67.0
BC,49.155,-121.938,1951-08-16,0.1,H, ,Pacific Maritime,13.0
BC,49.318,-122.644,1952-07-15,16.1,H, ,Pacific Maritime,5.0
BC,49.26,-122.349,1952-07-14,4.0,H, ,Pacific Maritime,84.0
BC,49.289,-122.483,1952-07-16,0.1,H, ,Pacific Maritime,126.0
BC,49.068,-121.894,1952-07-12,5.4,H, ,Pacific Maritime,435.0
BC,49.068,-121.983,1952-07-11,0.1,H, ,Pacific Maritime,46.0
BC,49.318,-122.894,1952-05-01,0.1,H, ,Pacific Maritime,106.0
BC,49.318,-122.983,1952-08-02,4.8,H, ,Pacific Maritime,115.0
BC,49.068,-122.144,1952-08-07,0.1,H, ,Pacific Maritime,5.0
BC,49.289,-121.804,1952-08-09,0.1,H, ,Pacific Maritime,744.0
BC,49.289,-122.76,1952-08-08,0.1,H, ,Pacific Maritime,59.0
BC,49.097,-122.01,1952-08-08,0.1,H, ,Pacific Maritime,21.0
BC,49.155,-121.849,1952-08-09,0.1,H, ,Pacific Maritime,12.0
BC,49.318,-122.938,1952-08-09,0.4,H, ,Pacific Maritime,0.0
BC,49.289,-121.804,1952-08-12,0.1,H, ,Pacific Maritime,744.0
BC,49.318,-122.644,1952-08-10,4.0,H, ,Pacific Maritime,5.0
BC,49.184,-122.01,1952-08-18,0.1,H, ,Pacific Maritime,7.0
BC,49.242,-121.733,1952-08-20,0.1,H, ,Pacific Maritime,17.0
BC,49.184,-122.733,1952-04-10,0.1,H, ,Pacific Maritime,58.0
BC,49.289,-122.804,1952-04-20,15.3,H, ,Pacific Maritime,77.0
BC,49.068,-121.894,1952-07-10,2.0,H, ,Pacific Maritime,435.0
BC,49.242,-121.983,1952-07-12,0.1,H, ,Pacific Maritime,10.0
BC,49.097,-121.894,1952-09-21,0.1,H, ,Pacific Maritime,275.0
BC,49.068,-121.983,1952-09-27,0.1,H, ,Pacific Maritime,46.0
BC,49.242,-121.76,1952-07-21,0.1,H, ,Pacific Maritime,22.0
BC,49.126,-121.894,1952-10-04,0.1,H, ,Pacific Maritime,11.0
BC,49.126,-121.894,1952-10-04,12.1,H, ,Pacific Maritime,11.0
BC,49.097,-121.938,1953-09-15,0.1,H, ,Pacific Maritime,167.0
BC,49.097,-121.894,1953-09-16,0.1,H, ,Pacific Maritime,275.0
BC,49.242,-122.733,1953-08-30,0.1,H, ,Pacific Maritime,6.0
BC,49.039,-119.554,1950-07-12,1288.9,H, ,Montane Cordillera,923.0
BC,49.155,-119.394,1950-07-25,0.1,L, ,Montane Cordillera,1161.0
BC,49.155,-119.438,1950-07-25,0.8,L, ,Montane Cordillera,836.0
BC,49.184,-119.599,1950-07-22,0.1,L, ,Montane Cordillera,537.0
BC,49.184,-119.599,1950-07-22,0.1,L, ,Montane Cordillera,537.0
BC,49.347,-119.599,1950-07-01,0.1,H, ,Montane Cordillera,622.0
BC,49.184,-119.554,1950-08-08,2.8,H, ,Montane Cordillera,319.0
BC,49.318,-119.599,1950-05-28,0.1,H, ,Montane Cordillera,732.0
BC,49.039,-119.51,1950-09-22,0.4,H, ,Montane Cordillera,484.0
BC,49.097,-119.394,1950-09-20,40.4,H, ,Montane Cordillera,1185.0
BC,49.01,-119.51,1950-09-19,8.0,H, ,Montane Cordillera,730.0
BC,49.213,-119.599,1950-07-22,0.1,L, ,Montane Cordillera,626.0
BC,49.213,-119.599,1951-05-24,0.1,H, ,Montane Cordillera,626.0
BC,49.242,-119.51,1951-05-25,0.2,H, ,Montane Cordillera,755.0
BC,49.155,-119.51,1951-07-03,0.1,L, ,Montane Cordillera,567.0
BC,49.155,-119.554,1951-07-03,0.1,L, ,Montane Cordillera,291.0
BC,49.155,-119.554,1951-07-03,0.1,L, ,Montane Cordillera,291.0
BC,49.347,-119.644,1951-08-31,0.1,L, ,Montane Cordillera,633.0
BC,49.347,-119.599,1951-09-22,0.1,H, ,Montane Cordillera,622.0
BC,49.039,-119.483,1951-07-26,0.1,H, ,Montane Cordillera,314.0
BC,49.289,-119.51,1952-08-18,242.8,H, ,Montane Cordillera,516.0
BC,49.318,-119.688,1952-08-10,0.2,L, ,Montane Cordillera,712.0
BC,49.039,-119.394,1952-09-03,0.2,H, ,Montane Cordillera,1066.0
BC,49.347,-119.554,1952-09-04,8.0,H, ,Montane Cordillera,483.0
BC,49.155,-119.599,1952-08-26,0.3,H, ,Montane Cordillera,456.0
BC,49.184,-119.438,1952-09-17,0.1,H, ,Montane Cordillera,1026.0
BC,49.184,-119.438,1952-09-20,2.8,H, ,Montane Cordillera,1026.0
BC,49.242,-119.599,1952-09-19,2.0,H, ,Montane Cordillera,562.0
BC,49.01,-119.349,1952-09-24,0.1,H, ,Montane Cordillera,1079.0
BC,49.242,-119.599,1952-09-22,1.2,H, ,Montane Cordillera,562.0
