agency,lat,lon,date,hectares,cause,response_type,biome,elevation
BC,49.51,-115.599,1953-04-17,8.0,H, ,Montane Cordillera,822.0
BC,49.51,-115.733,1953-04-26,0.1,H, ,Montane Cordillera,978.0
BC,49.539,-115.76,1953-05-07,0.4,H, ,Montane Cordillera,937.0
BC,49.492,-115.804,1953-05-08,0.1,H, ,Montane Cordillera,969.0
BC,49.492,-115.733,1953-05-05,0.4,H, ,Montane Cordillera,1011.0
BC,49.539,-115.76,1953-05-10,0.1,H, ,Montane Cordillera,937.0
BC,49.405,-115.438,1953-05-13,0.1,H, ,Montane Cordillera,867.0
BC,50.934,-116.391,1953-05-17,1.2,H, ,Montane Cordillera,811.0
BC,49.876,-115.733,1953-05-17,0.2,H, ,Montane Cordillera,795.0
BC,51.289,-116.982,1953-05-23,0.2,H, ,Montane Cordillera,875.0
BC,51.376,-117.044,1953-05-16,1.6,H, ,Montane Cordillera,779.0
BC,49.76,-115.733,1953-05-15,0.1,H, ,Montane Cordillera,775.0
BC,49.539,-115.644,1953-05-23,0.1,H, ,Montane Cordillera,816.0
BC,49.597,-115.76,1953-05-01,0.1,H, ,Montane Cordillera,915.0
BC,49.51,-115.733,1953-06-16,0.1,H, ,Montane Cordillera,978.0
BC,49.539,-115.644,1953-07-03,0.1,H, ,Montane Cordillera,816.0
BC,50.155,-115.799,1953-06-30,0.1,H, ,Montane Cordillera,820.0
BC,49.655,-115.983,1953-06-30,0.1,H, ,Montane Cordillera,1080.0
BC,49.713,-115.644,1953-07-08,0.1,L, ,Montane Cordillera,1001.0
BC,49.713,-115.644,1953-07-08,0.1,L, ,Montane Cordillera,1001.0
BC,50.626,-116.095,1953-07-09,0.1,H, ,Montane Cordillera,807.0
BC,49.626,-115.938,1953-07-08,0.4,H, ,Montane Cordillera,933.0
BC,49.876,-115.733,1953-07-13,14.1,H, ,Montane Cordillera,795.0
BC,49.51,-115.76,1953-07-12,0.1,H, ,Montane Cordillera,920.0
BC,49.905,-115.644,1953-07-13,0.1,L, ,Montane Cordillera,942.0
BC,49.405,-115.438,1953-07-14,0.1,H, ,Montane Cordillera,867.0
BC,49.876,-115.733,1953-07-18,74.79999999999998,H, ,Montane Cordillera,795.0
BC,49.289,-115.26,1953-07-20,0.1,L, ,Montane Cordillera,789.0
BC,49.26,-115.349,1953-07-20,0.1,L, ,Montane Cordillera,915.0
BC,49.289,-115.304,1953-07-20,0.1,L, ,Montane Cordillera,745.0
BC,49.626,-115.894,1953-07-19,0.1,L, ,Montane Cordillera,972.0
BC,49.463,-115.438,1953-07-20,0.1,L, ,Montane Cordillera,801.0
BC,49.318,-115.188,1953-07-27,0.1,H, ,Montane Cordillera,848.0
BC,49.51,-115.76,1953-07-31,0.1,H, ,Montane Cordillera,920.0
BC,49.155,-115.233,1953-08-02,0.1,L, ,Montane Cordillera,822.0
BC,50.463,-116.049,1953-08-03,0.1,H, ,Montane Cordillera,935.0
BC,49.963,-115.688,1953-08-04,4.0,L, ,Montane Cordillera,893.0
BC,49.184,-115.144,1953-08-04,0.2,L, ,Montane Cordillera,884.0
BC,49.742,-115.76,1954-04-26,14.1,H, ,Montane Cordillera,883.0
BC,49.539,-115.733,1954-05-02,0.1,H, ,Montane Cordillera,936.0
BC,50.568,-116.095,1954-05-09,0.1,H, ,Montane Cordillera,925.0
BC,50.01,-115.732,1954-04-10,0.1,H, ,Montane Cordillera,1019.0
BC,49.51,-115.76,1954-05-17,0.2,H, ,Montane Cordillera,920.0
BC,49.51,-115.76,1954-05-18,0.2,H, ,Montane Cordillera,920.0
BC,49.289,-115.26,1954-05-19,2.0,H, ,Montane Cordillera,789.0
BC,49.568,-115.76,1954-05-23,0.1,H, ,Montane Cordillera,861.0
BC,49.405,-115.438,1954-05-23,0.1,H, ,Montane Cordillera,867.0
BC,49.789,-115.733,1954-06-13,0.1,H, ,Montane Cordillera,781.0
BC,49.068,-115.233,1954-06-04,0.1,L, ,Montane Cordillera,745.0
BC,49.539,-115.599,1954-06-19,0.1,H, ,Montane Cordillera,758.0
BC,49.51,-115.76,1954-07-12,0.1,H, ,Montane Cordillera,920.0
BC,49.992,-115.733,1954-07-15,0.1,L, ,Montane Cordillera,904.0
BC,49.51,-115.76,1954-05-03,0.1,H, ,Montane Cordillera,920.0
BC,49.568,-115.76,1954-07-24,0.1,H, ,Montane Cordillera,861.0
BC,49.684,-115.849,1954-07-06,0.1,H, ,Montane Cordillera,958.0
BC,49.713,-115.849,1954-06-25,0.1,H, ,Montane Cordillera,1003.0
BC,49.289,-115.188,1954-07-25,0.1,H, ,Montane Cordillera,840.0
BC,49.742,-115.938,1954-07-29,0.1,H, ,Montane Cordillera,1269.0
BC,50.51,-116.049,1954-07-31,0.1,H, ,Montane Cordillera,900.0
BC,50.126,-115.799,1954-07-31,0.4,H, ,Montane Cordillera,815.0
BC,49.51,-115.76,1954-08-02,0.1,H, ,Montane Cordillera,920.0
BC,49.568,-115.804,1954-08-09,0.1,H, ,Montane Cordillera,955.0
BC,50.318,-115.937,1954-08-07,4.8,L, ,Montane Cordillera,1206.0
BC,49.155,-115.233,1954-08-14,0.1,L, ,Montane Cordillera,822.0
BC,49.51,-115.76,1954-08-12,0.1,H, ,Montane Cordillera,920.0
BC,49.963,-115.76,1954-08-16,0.1,L, ,Montane Cordillera,883.0
BC,49.934,-115.76,1954-08-16,0.1,L, ,Montane Cordillera,841.0
BC,49.51,-115.804,1954-09-09,0.1,H, ,Montane Cordillera,1039.0
BC,49.597,-115.894,1954-09-26,0.1,H, ,Montane Cordillera,865.0
BC,49.318,-115.233,1958-08-10,0.6,L, ,Montane Cordillera,850.0
BC,49.126,-115.233,1958-08-10,23.0,L, ,Montane Cordillera,745.0
BC,49.155,-115.26,1958-08-11,0.1,L, ,Montane Cordillera,745.0
BC,49.126,-115.304,1958-08-10,0.1,L, ,Montane Cordillera,929.0
BC,49.318,-115.26,1958-08-11,0.1,L, ,Montane Cordillera,892.0
BC,49.539,-115.76,1958-08-10,0.1,H, ,Montane Cordillera,937.0
BC,49.626,-115.938,1958-08-01,0.1,H, ,Montane Cordillera,933.0
BC,50.184,-115.799,1958-08-11,0.1,L, ,Montane Cordillera,1413.0
BC,49.539,-115.688,1958-08-11,0.1,L, ,Montane Cordillera,1133.0
BC,49.789,-115.733,1958-08-19,0.1,L, ,Montane Cordillera,781.0
BC,49.963,-115.76,1957-07-26,0.1,H, ,Montane Cordillera,883.0
BC,49.26,-115.233,1957-07-31,0.1,H, ,Montane Cordillera,805.0
BC,49.76,-115.733,1957-07-26,0.1,H, ,Montane Cordillera,775.0
BC,49.789,-115.733,1957-07-31,0.1,H, ,Montane Cordillera,781.0
BC,50.01,-115.753,1957-07-31,0.1,L, ,Montane Cordillera,867.0
BC,49.597,-115.894,1957-08-01,0.1,H, ,Montane Cordillera,865.0
BC,49.626,-115.938,1958-08-18,8.4,H, ,Montane Cordillera,933.0
BC,50.539,-116.049,1958-08-19,0.1,L, ,Montane Cordillera,799.0
BC,49.934,-115.894,1958-08-11,0.1,L, ,Montane Cordillera,1650.0
BC,49.818,-115.804,1958-08-19,0.8,L, ,Montane Cordillera,843.0
BC,49.568,-115.804,1958-08-16,0.1,H, ,Montane Cordillera,955.0
BC,49.568,-115.804,1958-08-16,0.1,H, ,Montane Cordillera,955.0
BC,49.289,-115.188,1958-08-20,0.1,H, ,Montane Cordillera,840.0
BC,49.684,-115.849,1958-08-11,0.1,L, ,Montane Cordillera,958.0
BC,49.539,-115.733,1958-08-16,0.1,H, ,Montane Cordillera,936.0
BC,49.684,-115.804,1958-08-19,0.1,L, ,Montane Cordillera,886.0
BC,49.847,-115.894,1958-08-17,0.1,L, ,Montane Cordillera,1293.0
BC,49.655,-115.983,1958-08-19,0.1,L, ,Montane Cordillera,1080.0
BC,49.655,-115.983,1958-08-19,0.1,L, ,Montane Cordillera,1080.0
BC,49.655,-115.983,1958-08-19,0.1,L, ,Montane Cordillera,1080.0
BC,49.655,-115.938,1958-08-19,0.1,L, ,Montane Cordillera,1028.0
BC,49.655,-115.938,1958-08-19,0.1,L, ,Montane Cordillera,1028.0
BC,49.655,-115.938,1958-08-19,0.1,L, ,Montane Cordillera,1028.0
BC,49.01,-115.233,1957-08-11,26.3,L, ,Montane Cordillera,852.0
BC,49.51,-115.76,1957-08-16,0.1,H, ,Montane Cordillera,920.0
BC,49.76,-115.76,1957-08-15,0.1,H, ,Montane Cordillera,825.0
BC,49.097,-115.099,1957-08-13,0.1,L, ,Montane Cordillera,849.0
BC,49.039,-115.054,1957-08-13,0.1,L, ,Montane Cordillera,854.0
BC,49.51,-115.804,1957-08-20,0.1,H, ,Montane Cordillera,1039.0
BC,49.289,-115.144,1957-08-20,0.1,H, ,Montane Cordillera,875.0
BC,49.492,-115.733,1957-08-06,0.1,H, ,Montane Cordillera,1011.0
BC,49.376,-115.304,1957-08-27,0.1,H, ,Montane Cordillera,824.0
BC,49.597,-115.804,1957-08-25,0.8,H, ,Montane Cordillera,943.0
BC,49.818,-115.76,1957-08-23,0.1,H, ,Montane Cordillera,771.0
BC,49.51,-115.804,1957-08-26,0.1,H, ,Montane Cordillera,1039.0
BC,49.51,-115.804,1957-08-29,0.1,H, ,Montane Cordillera,1039.0
BC,49.51,-115.804,1957-09-01,0.1,H, ,Montane Cordillera,1039.0
BC,49.76,-115.804,1958-08-24,0.2,H, ,Montane Cordillera,932.0
BC,50.01,-115.732,1958-08-25,2.8,L, ,Montane Cordillera,1019.0
BC,49.655,-115.894,1958-08-19,0.1,L, ,Montane Cordillera,1013.0
BC,49.289,-115.188,1957-09-07,0.1,H, ,Montane Cordillera,840.0
BC,49.51,-115.804,1957-09-07,0.4,H, ,Montane Cordillera,1039.0
BC,49.51,-115.76,1957-09-09,0.1,H, ,Montane Cordillera,920.0
BC,49.51,-115.76,1957-09-06,0.2,H, ,Montane Cordillera,920.0
BC,49.51,-115.76,1957-09-01,0.1,H, ,Montane Cordillera,920.0
BC,49.539,-115.733,1957-09-06,0.1,H, ,Montane Cordillera,936.0
BC,49.655,-115.983,1957-09-08,0.1,H, ,Montane Cordillera,1080.0
BC,49.684,-115.983,1957-09-16,0.1,H, ,Montane Cordillera,1114.0
BC,49.51,-115.76,1957-09-17,0.1,H, ,Montane Cordillera,920.0
BC,49.51,-115.733,1957-09-22,0.1,H, ,Montane Cordillera,978.0
BC,50.213,-115.891,1957-09-15,0.1,H, ,Montane Cordillera,935.0
BC,49.568,-115.804,1957-09-28,0.4,H, ,Montane Cordillera,955.0
BC,49.184,-115.188,1957-09-27,0.1,H, ,Montane Cordillera,824.0
BC,49.76,-115.804,1957-10-01,0.1,H, ,Montane Cordillera,932.0
BC,49.568,-115.804,1957-10-01,0.1,H, ,Montane Cordillera,955.0
BC,49.934,-115.804,1958-09-11,0.1,L, ,Montane Cordillera,873.0
BC,49.684,-115.688,1958-04-01,388.4,H, ,Montane Cordillera,767.0
BC,49.597,-115.599,1958-04-27,2.0,H, ,Montane Cordillera,809.0
BC,49.934,-115.733,1958-09-26,0.1,H, ,Montane Cordillera,861.0
BC,50.934,-116.391,1958-10-02,0.1,H, ,Montane Cordillera,811.0
BC,50.126,-115.799,1958-10-15,0.1,H, ,Montane Cordillera,815.0
BC,49.568,-115.804,1957-10-19,0.1,H, ,Montane Cordillera,955.0
BC,50.376,-115.982,1958-04-01,0.2,H, ,Montane Cordillera,1265.0
BC,50.463,-116.049,1958-03-01,0.1,H, ,Montane Cordillera,935.0
BC,51.318,-116.982,1958-04-30,0.1,H, ,Montane Cordillera,784.0
BC,49.539,-115.733,1958-04-20,0.1,H, ,Montane Cordillera,936.0
BC,49.539,-115.804,1958-04-26,0.4,H, ,Montane Cordillera,974.0
BC,49.789,-115.804,1958-05-05,2.0,H, ,Montane Cordillera,894.0
BC,49.684,-115.894,1958-04-01,19.0,H, ,Montane Cordillera,1058.0
BC,50.76,-116.345,1958-04-01,0.1,H, ,Montane Cordillera,1104.0
BC,50.76,-116.345,1958-04-01,0.1,H, ,Montane Cordillera,1104.0
BC,51.434,-117.044,1958-05-07,1.2,H, ,Montane Cordillera,827.0
BC,51.463,-116.982,1958-05-10,0.4,H, ,Montane Cordillera,838.0
BC,50.76,-116.345,1958-03-01,0.1,H, ,Montane Cordillera,1104.0
BC,50.568,-116.187,1958-05-14,0.1,H, ,Montane Cordillera,1057.0
BC,49.376,-115.26,1958-05-01,0.1,H, ,Montane Cordillera,863.0
BC,49.713,-115.733,1958-04-30,1.2,H, ,Montane Cordillera,863.0
BC,50.597,-116.095,1958-04-30,0.1,H, ,Montane Cordillera,812.0
BC,51.318,-116.982,1958-05-20,0.6,H, ,Montane Cordillera,784.0
BC,50.847,-116.299,1958-05-01,0.1,H, ,Montane Cordillera,790.0
BC,49.684,-115.983,1958-05-19,0.1,H, ,Montane Cordillera,1114.0
BC,51.289,-116.982,1958-05-24,0.1,H, ,Montane Cordillera,875.0
BC,49.463,-115.438,1958-05-21,1.2,L, ,Montane Cordillera,801.0
BC,49.76,-115.733,1958-05-23,0.1,H, ,Montane Cordillera,775.0
BC,49.934,-115.76,1958-05-21,0.1,L, ,Montane Cordillera,841.0
BC,51.155,-116.841,1958-05-27,0.1,H, ,Montane Cordillera,847.0
BC,49.51,-115.76,1958-05-28,0.1,H, ,Montane Cordillera,920.0
BC,49.655,-115.983,1958-05-22,0.1,H, ,Montane Cordillera,1080.0
BC,49.51,-115.804,1958-05-27,0.1,H, ,Montane Cordillera,1039.0
BC,49.684,-115.688,1958-06-09,0.1,L, ,Montane Cordillera,767.0
BC,51.434,-117.138,1958-06-14,0.1,L, ,Montane Cordillera,1011.0
BC,49.789,-115.688,1958-06-16,8.0,L, ,Montane Cordillera,892.0
BC,49.039,-115.233,1958-06-23,0.1,L, ,Montane Cordillera,812.0
BC,49.068,-115.26,1958-06-23,0.1,L, ,Montane Cordillera,836.0
BC,49.068,-115.26,1958-06-23,0.1,L, ,Montane Cordillera,836.0
BC,49.539,-115.733,1958-07-01,0.1,H, ,Montane Cordillera,936.0
BC,49.539,-115.733,1958-07-02,0.1,H, ,Montane Cordillera,936.0
BC,49.876,-115.849,1958-06-27,0.1,L, ,Montane Cordillera,1237.0
BC,49.01,-115.099,1958-06-27,0.1,L, ,Montane Cordillera,803.0
BC,49.097,-115.099,1958-06-27,0.1,L, ,Montane Cordillera,849.0
BC,49.126,-115.233,1958-06-27,0.1,L, ,Montane Cordillera,745.0
BC,49.539,-115.733,1958-06-27,0.1,H, ,Montane Cordillera,936.0
BC,49.713,-115.76,1958-06-27,0.1,L, ,Montane Cordillera,887.0
BC,50.597,-116.049,1958-07-10,0.2,H, ,Montane Cordillera,979.0
BC,49.76,-115.804,1958-07-09,0.2,H, ,Montane Cordillera,932.0
BC,49.347,-115.394,1958-06-06,0.1,H, ,Montane Cordillera,881.0
BC,49.597,-115.76,1958-07-08,0.1,L, ,Montane Cordillera,915.0
BC,50.51,-116.003,1958-07-14,0.1,L, ,Montane Cordillera,850.0
BC,50.097,-115.799,1958-07-16,0.4,H, ,Montane Cordillera,813.0
BC,50.789,-116.345,1958-05-01,0.1,H, ,Montane Cordillera,1201.0
BC,49.76,-115.76,1958-07-19,0.1,H, ,Montane Cordillera,825.0
BC,49.097,-115.26,1958-07-22,0.1,L, ,Montane Cordillera,785.0
BC,49.76,-115.688,1958-07-27,6.8,H, ,Montane Cordillera,920.0
BC,49.51,-115.76,1958-07-19,0.1,H, ,Montane Cordillera,920.0
BC,49.289,-115.188,1958-07-22,0.1,H, ,Montane Cordillera,840.0
BC,49.213,-115.188,1958-07-22,0.1,L, ,Montane Cordillera,821.0
BC,49.347,-115.233,1958-07-26,0.1,H, ,Montane Cordillera,892.0
BC,51.155,-121.732,1952-10-03,22.2,H, ,Montane Cordillera,1469.0
BC,50.26,-121.391,1953-07-18,0.1,H, ,Montane Cordillera,535.0
BC,50.568,-121.391,1953-08-09,0.1,L, ,Montane Cordillera,1513.0
BC,50.26,-121.549,1953-08-01,4.0,H, ,Montane Cordillera,243.0
BC,50.318,-121.391,1953-08-05,0.1,H, ,Montane Cordillera,285.0
BC,50.242,-121.595,1953-07-18,0.1,H, ,Montane Cordillera,212.0
BC,50.26,-121.595,1953-05-04,2.0,H, ,Montane Cordillera,248.0
BC,50.242,-121.595,1953-05-02,0.2,H, ,Montane Cordillera,212.0
BC,50.655,-121.482,1953-05-10,0.4,H, ,Montane Cordillera,1253.0
BC,50.463,-121.687,1953-05-11,10.1,H, ,Montane Cordillera,459.0
BC,50.742,-121.937,1953-05-20,0.1,H, ,Montane Cordillera,284.0
BC,50.376,-121.687,1953-05-21,0.6,H, ,Montane Cordillera,468.0
BC,50.347,-121.299,1953-05-27,0.1,H, ,Montane Cordillera,1232.0
BC,50.242,-121.482,1953-06-02,2.0,H, ,Montane Cordillera,405.0
BC,50.289,-121.549,1953-05-05,0.1,H, ,Montane Cordillera,554.0
BC,50.434,-121.549,1953-05-22,0.1,H, ,Montane Cordillera,1502.0
BC,50.242,-121.595,1953-05-24,0.1,H, ,Montane Cordillera,212.0
BC,50.242,-121.482,1953-06-01,0.1,H, ,Montane Cordillera,405.0
BC,50.405,-121.391,1953-05-21,0.1,H, ,Montane Cordillera,378.0
BC,50.405,-121.391,1953-05-14,0.1,H, ,Montane Cordillera,378.0
BC,50.26,-121.437,1953-06-18,2.4,H, ,Montane Cordillera,303.0
BC,50.376,-121.437,1953-05-23,0.1,H, ,Montane Cordillera,887.0
BC,50.318,-121.391,1953-06-26,0.8,H, ,Montane Cordillera,285.0
BC,51.213,-121.732,1953-05-10,44.5,H, ,Montane Cordillera,1320.0
BC,51.213,-121.732,1953-05-11,153.7,H, ,Montane Cordillera,1320.0
BC,50.26,-121.437,1953-08-21,1.6,H, ,Montane Cordillera,303.0
BC,50.655,-121.891,1953-08-26,0.1,H, ,Montane Cordillera,283.0
BC,50.876,-121.482,1953-08-24,0.4,L, ,Montane Cordillera,774.0
BC,50.905,-121.437,1953-08-30,0.1,H, ,Montane Cordillera,951.0
BC,50.789,-121.595,1953-09-06,0.2,H, ,Montane Cordillera,944.0
BC,50.26,-121.437,1953-08-27,0.1,H, ,Montane Cordillera,303.0
BC,50.26,-121.549,1953-08-30,0.6,H, ,Montane Cordillera,243.0
BC,50.876,-121.437,1953-09-05,1.6,H, ,Montane Cordillera,760.0
BC,50.26,-121.595,1954-04-19,12.1,H, ,Montane Cordillera,248.0
BC,50.539,-121.732,1954-05-14,0.1,H, ,Montane Cordillera,717.0
BC,50.376,-121.549,1954-05-18,2.4,H, ,Montane Cordillera,1090.0
BC,50.289,-121.641,1954-06-01,0.8,H, ,Montane Cordillera,213.0
BC,50.242,-121.595,1954-06-23,0.8,H, ,Montane Cordillera,212.0
BC,51.26,-121.982,1953-07-28,0.1,H, ,Montane Cordillera,1071.0
BC,51.242,-121.732,1953-08-06,0.8,H, ,Montane Cordillera,1212.0
BC,51.26,-121.732,1953-08-16,2.0,L, ,Montane Cordillera,1146.0
BC,51.242,-121.982,1953-05-11,0.8,H, ,Montane Cordillera,1143.0
BC,50.213,-121.595,1954-07-14,0.4,H, ,Montane Cordillera,396.0
BC,50.597,-121.345,1954-07-15,1.6,H, ,Montane Cordillera,653.0
BC,50.26,-121.595,1954-07-26,2.0,H, ,Montane Cordillera,248.0
BC,50.289,-121.549,1954-06-26,0.1,H, ,Montane Cordillera,554.0
BC,50.76,-121.845,1954-08-02,0.1,H, ,Montane Cordillera,426.0
BC,50.789,-121.845,1954-07-31,0.4,H, ,Montane Cordillera,424.0
BC,50.26,-121.503,1954-08-01,0.8,L, ,Montane Cordillera,436.0
BC,50.76,-121.845,1954-08-07,0.1,H, ,Montane Cordillera,426.0
BC,50.26,-121.391,1954-07-31,1.2,H, ,Montane Cordillera,535.0
BC,50.213,-121.595,1954-07-31,0.4,H, ,Montane Cordillera,396.0
BC,50.213,-121.595,1954-07-30,0.1,H, ,Montane Cordillera,396.0
BC,50.213,-121.595,1954-07-29,0.1,H, ,Montane Cordillera,396.0
BC,50.818,-121.641,1954-08-27,0.1,H, ,Montane Cordillera,1158.0
BC,50.905,-121.437,1954-09-01,0.2,H, ,Montane Cordillera,951.0
BC,50.26,-121.549,1954-08-13,0.1,H, ,Montane Cordillera,243.0
BC,50.242,-121.549,1958-06-08,0.1,H, ,Montane Cordillera,583.0
BC,50.713,-121.437,1958-06-13,0.1,L, ,Montane Cordillera,1745.0
BC,50.905,-121.845,1958-06-19,10.1,H, ,Montane Cordillera,999.0
BC,50.876,-121.845,1958-06-24,0.1,H, ,Montane Cordillera,884.0
BC,50.376,-121.687,1958-06-24,4.0,H, ,Montane Cordillera,468.0
BC,50.434,-121.345,1958-06-19,1.0,H, ,Montane Cordillera,557.0
BC,50.242,-121.595,1958-06-21,0.1,H, ,Montane Cordillera,212.0
BC,50.463,-121.437,1958-07-04,2.0,L, ,Montane Cordillera,1428.0
BC,50.876,-121.482,1958-07-13,0.1,H, ,Montane Cordillera,774.0
BC,50.655,-121.799,1958-07-06,0.1,H, ,Montane Cordillera,959.0
BC,50.655,-121.799,1958-07-07,0.1,H, ,Montane Cordillera,959.0
BC,50.818,-121.391,1958-07-11,0.1,L, ,Montane Cordillera,980.0
BC,50.876,-121.845,1958-07-20,0.4,H, ,Montane Cordillera,884.0
BC,50.742,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,552.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.847,-121.845,1958-07-24,0.4,H, ,Montane Cordillera,995.0
BC,50.847,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,995.0
BC,50.876,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,884.0
BC,50.76,-121.845,1958-07-24,0.1,H, ,Montane Cordillera,426.0
BC,50.26,-121.549,1958-07-12,4.8,H, ,Montane Cordillera,243.0
BC,50.213,-121.595,1958-07-13,1.2,H, ,Montane Cordillera,396.0
BC,50.376,-121.437,1958-07-17,171.9,L, ,Montane Cordillera,887.0
BC,50.347,-121.437,1958-07-17,91.0,L, ,Montane Cordillera,1186.0
BC,51.184,-121.638,1957-05-09,34.3,H, ,Montane Cordillera,1195.0
BC,50.655,-121.891,1958-07-28,0.4,H, ,Montane Cordillera,283.0
BC,50.76,-121.891,1958-07-25,0.2,H, ,Montane Cordillera,222.0
BC,50.742,-121.937,1958-07-29,1.0,H, ,Montane Cordillera,284.0
BC,50.655,-121.891,1958-07-28,0.4,H, ,Montane Cordillera,283.0
BC,50.655,-121.437,1958-07-25,0.4,H, ,Montane Cordillera,1321.0
BC,50.405,-121.641,1958-08-01,24.2,L, ,Montane Cordillera,842.0
BC,51.068,-121.638,1957-09-13,0.1,H, ,Montane Cordillera,966.0
BC,51.184,-121.997,1957-09-24,0.8,H, ,Montane Cordillera,1520.0
BC,51.01,-121.747,1957-04-28,2.4,H, ,Montane Cordillera,1187.0
BC,50.818,-121.391,1958-07-29,1.2,L, ,Montane Cordillera,980.0
BC,50.242,-121.187,1958-08-04,113.3,L, ,Montane Cordillera,1281.0
BC,51.213,-122.044,1958-05-16,50.5,H, ,Montane Cordillera,1174.0
BC,51.213,-122.044,1958-05-26,36.4,H, ,Montane Cordillera,1174.0
BC,50.626,-121.437,1958-08-12,101.1,H, ,Montane Cordillera,1628.0
BC,51.184,-121.888,1958-08-19,16.1,L, ,Montane Cordillera,1665.0
BC,51.242,-121.841,1958-08-24,182.9,H, ,Montane Cordillera,1688.0
BC,50.289,-121.641,1958-08-15,0.4,H, ,Montane Cordillera,213.0
BC,50.242,-121.391,1958-08-20,12.1,H, ,Montane Cordillera,898.0
BC,50.26,-121.595,1958-08-25,1.4,H, ,Montane Cordillera,248.0
BC,50.289,-121.641,1958-08-19,0.1,H, ,Montane Cordillera,213.0
BC,51.184,-121.685,1958-06-22,6.0,H, ,Montane Cordillera,1309.0
BC,51.289,-121.794,1958-06-23,0.2,H, ,Montane Cordillera,1158.0
BC,50.434,-121.549,1958-08-16,0.1,H, ,Montane Cordillera,1502.0
BC,50.76,-121.891,1958-04-25,0.8,H, ,Montane Cordillera,222.0
BC,50.405,-121.687,1958-04-29,0.8,H, ,Montane Cordillera,379.0
BC,50.876,-121.845,1958-04-29,1.2,H, ,Montane Cordillera,884.0
BC,50.213,-121.595,1958-04-27,1.2,H, ,Montane Cordillera,396.0
BC,50.568,-121.437,1958-04-15,0.1,H, ,Montane Cordillera,1566.0
BC,50.905,-121.845,1958-05-10,16.1,H, ,Montane Cordillera,999.0
BC,50.318,-121.232,1958-05-14,41.2,H, ,Montane Cordillera,721.0
BC,51.039,-122.138,1952-10-13,12.1,H, ,Montane Cordillera,1788.0
BC,50.934,-122.595,1953-08-07,0.1,L, ,Montane Cordillera,1346.0
BC,50.905,-122.799,1953-07-28,0.1,H, ,Montane Cordillera,807.0
BC,50.655,-121.937,1953-08-15,0.1,H, ,Montane Cordillera,819.0
BC,50.597,-121.937,1953-08-16,0.1,L, ,Montane Cordillera,2022.0
BC,50.789,-122.799,1953-08-12,0.1,H, ,Montane Cordillera,1355.0
BC,50.847,-121.891,1953-08-17,0.1,L, ,Montane Cordillera,539.0
BC,50.76,-122.003,1953-08-18,0.1,L, ,Montane Cordillera,1244.0
BC,50.847,-121.937,1953-05-09,12.1,H, ,Montane Cordillera,1420.0
BC,50.405,-121.732,1953-05-21,0.8,H, ,Montane Cordillera,1237.0
BC,50.655,-121.982,1953-05-25,0.1,H, ,Montane Cordillera,383.0
BC,50.76,-122.845,1953-05-04,0.2,H, ,Montane Cordillera,1720.0
BC,50.655,-121.982,1953-07-07,0.1,H, ,Montane Cordillera,383.0
BC,50.626,-121.982,1953-08-19,0.8,L, ,Montane Cordillera,1528.0
BC,50.742,-121.982,1953-08-19,0.1,L, ,Montane Cordillera,1043.0
BC,50.847,-121.891,1953-08-22,0.2,H, ,Montane Cordillera,539.0
BC,50.934,-122.299,1953-09-08,1.6,H, ,Montane Cordillera,1085.0
BC,50.655,-121.982,1954-05-22,0.1,H, ,Montane Cordillera,383.0
BC,50.655,-121.982,1954-05-17,0.1,H, ,Montane Cordillera,383.0
BC,50.655,-121.982,1954-06-02,0.4,H, ,Montane Cordillera,383.0
BC,50.713,-121.937,1954-06-21,0.4,H, ,Montane Cordillera,663.0
BC,50.713,-121.937,1954-06-22,0.1,H, ,Montane Cordillera,663.0
BC,50.684,-121.937,1954-07-04,0.2,H, ,Montane Cordillera,252.0
BC,50.713,-121.937,1954-07-05,0.1,H, ,Montane Cordillera,663.0
BC,50.963,-122.049,1954-07-18,0.1,H, ,Montane Cordillera,1451.0
BC,50.713,-121.937,1954-07-24,0.1,H, ,Montane Cordillera,663.0
BC,50.934,-122.299,1954-07-29,0.1,H, ,Montane Cordillera,1085.0
BC,50.568,-121.845,1954-08-01,0.1,H, ,Montane Cordillera,700.0
BC,50.684,-121.937,1958-06-07,0.1,H, ,Montane Cordillera,252.0
BC,50.376,-121.732,1958-05-29,2.0,H, ,Montane Cordillera,1563.0
BC,50.713,-121.937,1958-06-17,0.1,H, ,Montane Cordillera,663.0
BC,50.684,-121.937,1958-06-17,0.1,H, ,Montane Cordillera,252.0
BC,50.684,-121.937,1958-06-21,0.1,H, ,Montane Cordillera,252.0
BC,50.597,-121.891,1958-06-22,0.2,H, ,Montane Cordillera,1162.0
