elevation,temp_c,max_temp_c,min_temp_c,wind_kph,wind_dir,precip_mm,humidity,pressure_hPa,soil_temp_c,soil_moisture,totalsnow_cm
3589.0,-53.383,-52.548,-54.398,22.104,30.756,0.0,63.333,585.37,-55.067,0.0,0.0
